"position","displayName","nflId_def","route","tackling_opportunities","eps_tackling","eps_per_tackling_opportunity","perc_reduce_yac","FF","Tackles"
"CB","Adoree' Jackson",2558065,"SCREEN",3,0.535595158790445,0.178531719596815,1,0,3
"CB","Adoree' Jackson",2558065,"SLANT",3,0.201417266872441,0.0671390889574804,1,0,2.5
"FS","Adrian Amos",2552385,"ANGLE",1,1.24337497523053,1.24337497523053,1,0,1
"FS","Adrian Amos",2552385,"CROSS",5,0.123067011667456,0.0246134023334912,0.8,0,5
"FS","Adrian Amos",2552385,"FLAT",2,0.377197707099623,0.188598853549811,1,0,2
"FS","Adrian Amos",2552385,"HITCH",5,-0.347980633987581,-0.0695961267975161,0.4,0,4
"FS","Adrian Amos",2552385,"IN",1,-0.227083326305534,-0.227083326305534,0,0,0
"FS","Adrian Amos",2552385,"OUT",3,0.498852247290569,0.16628408243019,0.666666666666667,0,3
"FS","Adrian Amos",2552385,"SCREEN",2,-0.965452111446475,-0.482726055723238,0.5,0,1
"FS","Adrian Amos",2552385,"SLANT",2,0.103483968734619,0.0517419843673097,0.5,0,2
"FS","Adrian Colbert",2558857,"POST",1,-0.141414188850271,-0.141414188850271,0,0,1
"FS","Adrian Colbert",2558857,"SLANT",1,-0.0604211529137374,-0.0604211529137374,0,0,1
"SS","Adrian Phillips",2550842,"ANGLE",3,-0.0675872681588553,-0.0225290893862851,0.333333333333333,0,2
"SS","Adrian Phillips",2550842,"CROSS",1,-3.47422154855831,-3.47422154855831,0,0,0
"SS","Adrian Phillips",2550842,"FLAT",2,-0.125897620725138,-0.062948810362569,0.5,0,2
"SS","Adrian Phillips",2550842,"HITCH",2,0.97580887211002,0.48790443605501,0.5,0,2
"SS","Adrian Phillips",2550842,"IN",1,-0.0110983012000643,-0.0110983012000643,0,0,1
"SS","Adrian Phillips",2550842,"POST",2,0.327181109874933,0.163590554937467,1,0,1
"CB","Ahkello Witherspoon",2558157,"CORNER",1,-2.37536421395507,-2.37536421395507,0,0,0
"CB","Ahkello Witherspoon",2558157,"FLAT",4,1.17460792980675,0.293651982451688,0.75,0,1
"CB","Ahkello Witherspoon",2558157,"HITCH",7,-0.122300019680185,-0.0174714313828835,0.714285714285714,0,5
"CB","Ahkello Witherspoon",2558157,"OUT",1,-0.329486106461939,-0.329486106461939,0,0,1
"CB","Akeem King",2553456,"CORNER",1,-0.0618608339005506,-0.0618608339005506,0,0,0
"CB","Akeem King",2553456,"CROSS",1,-0.20401450625807,-0.20401450625807,0,0,1
"CB","Akeem King",2553456,"HITCH",2,0.0743276083977345,0.0371638041988673,1,0,2
"LB","Alec Ogletree",2540143,"ANGLE",3,0.273809304657936,0.0912697682193119,1,0,2
"LB","Alec Ogletree",2540143,"CROSS",3,-1.25602908029972,-0.418676360099905,0,0,1
"LB","Alec Ogletree",2540143,"FLAT",1,-0.791148307023478,-0.791148307023478,0,0,0
"LB","Alec Ogletree",2540143,"HITCH",3,-3.68876266150232,-1.22958755383411,0,0,1.5
"LB","Alec Ogletree",2540143,"IN",2,0.590134354235212,0.295067177117606,1,0,1.5
"LB","Alec Ogletree",2540143,"OUT",2,0.466633264560687,0.233316632280343,1,0,1.5
"LB","Alec Ogletree",2540143,"SCREEN",3,0.375410446317152,0.125136815439051,0.666666666666667,0,0
"OLB","Alex Anzalone",2558163,"ANGLE",2,-0.717541018910468,-0.358770509455234,0.5,0,0.5
"OLB","Alex Anzalone",2558163,"CROSS",2,-0.314406249336098,-0.157203124668049,0,0,1
"OLB","Alex Anzalone",2558163,"HITCH",2,-0.118891142481692,-0.0594455712408459,0.5,0,0.5
"OLB","Alex Anzalone",2558163,"IN",1,0.653032816158101,0.653032816158101,1,0,0
"OLB","Alex Anzalone",2558163,"SCREEN",1,0.144019461415983,0.144019461415983,1,0,1
"OLB","Alex Anzalone",2558163,"SLANT",2,0.130386763844534,0.0651933819222668,0.5,0,2
"FS","Andre Hal",2543874,"IN",1,-0.0397025034213866,-0.0397025034213866,0,0,1
"LB","Andre Smith",2560875,"CROSS",1,-0.0198843744261917,-0.0198843744261917,0,0,0.5
"FS","Andrew Adams",2556456,"ANGLE",1,-0.140567563717098,-0.140567563717098,0,0,1
"FS","Andrew Adams",2556456,"CROSS",1,0.00171507690982486,0.00171507690982486,1,0,1
"FS","Andrew Adams",2556456,"HITCH",4,-0.688917610201374,-0.172229402550344,0.25,0,1
"FS","Andrew Adams",2556456,"SLANT",1,-0.202476004563695,-0.202476004563695,0,0,0.5
"SS","Andrew Sendejo",2525323,"CORNER",1,-0.0145819485648625,-0.0145819485648625,0,0,1
"SS","Andrew Sendejo",2525323,"CROSS",1,0.000252243786737383,0.000252243786737383,1,0,1
"SS","Andrew Sendejo",2525323,"HITCH",1,-0.161934306027122,-0.161934306027122,0,0,1
"OLB","Anthony Barr",2543459,"ANGLE",1,0.774850824967085,0.774850824967085,1,0,1
"OLB","Anthony Barr",2543459,"CROSS",1,0.0559118163707893,0.0559118163707893,1,0,1
"OLB","Anthony Barr",2543459,"FLAT",4,0.423792150744357,0.105948037686089,0.5,0,2
"OLB","Anthony Barr",2543459,"HITCH",1,-0.070145444864041,-0.070145444864041,0,0,0
"OLB","Anthony Barr",2543459,"OUT",1,-0.21039233997123,-0.21039233997123,0,0,0
"OLB","Anthony Barr",2543459,"SCREEN",2,-0.274355568225343,-0.137177784112671,0.5,0,0
"OLB","Anthony Barr",2543459,"SLANT",2,0.415341482898612,0.207670741449306,1,0,1
"CB","Anthony Brown",2555531,"CROSS",3,0.399242833893783,0.133080944631261,0.666666666666667,0,3
"CB","Anthony Brown",2555531,"HITCH",2,0.00875759467221801,0.00437879733610901,0.5,0,1
"CB","Anthony Brown",2555531,"IN",1,0.118868030321948,0.118868030321948,1,0,1
"CB","Anthony Brown",2555531,"SCREEN",1,-2.92380865646974,-2.92380865646974,0,0,0
"FS","Anthony Harris",2553655,"CORNER",1,0.0227296653960605,0.0227296653960605,1,0,0
"FS","Anthony Harris",2553655,"FLAT",2,0.194710515126445,0.0973552575632224,1,0,2
"FS","Anthony Harris",2553655,"HITCH",1,0.000359612550899335,0.000359612550899335,1,0,1
"MLB","Anthony Hitchens",2543592,"ANGLE",3,0.651356381942393,0.217118793980798,0.666666666666667,0,2
"MLB","Anthony Hitchens",2543592,"CROSS",2,0.911486950806309,0.455743475403155,1,0,0
"MLB","Anthony Hitchens",2543592,"FLAT",3,-0.206520530977994,-0.0688401769926647,0.333333333333333,0,2
"MLB","Anthony Hitchens",2543592,"HITCH",7,-0.0858623291461399,-0.0122660470208771,0.571428571428571,0,4
"MLB","Anthony Hitchens",2543592,"OUT",4,-0.262145754700705,-0.0655364386751763,0,0,3
"MLB","Anthony Hitchens",2543592,"SCREEN",2,-0.0942379140604076,-0.0471189570302038,0.5,0,1
"DB","Anthony Levine",2508004,"FLAT",1,-0.022071954075971,-0.022071954075971,0,0,0
"DB","Anthony Levine",2508004,"HITCH",3,-0.10545361209769,-0.0351512040325635,0.333333333333333,0,0
"DB","Anthony Levine",2508004,"OUT",1,-0.353504027796353,-0.353504027796353,0,0,0
"ILB","Anthony Walker",2558851,"ANGLE",2,-0.0365952145197142,-0.0182976072598571,0.5,0,2
"ILB","Anthony Walker",2558851,"FLAT",1,-0.0147554952245508,-0.0147554952245508,0,0,1
"ILB","Anthony Walker",2558851,"GO",1,-0.00701697488158359,-0.00701697488158359,0,0,0
"ILB","Anthony Walker",2558851,"HITCH",3,0.486247689184624,0.162082563061541,0.666666666666667,0,2
"ILB","Anthony Walker",2558851,"IN",2,0.0697432572586043,0.0348716286293022,1,0,1
"ILB","Anthony Walker",2558851,"OUT",1,-0.0897413273119656,-0.0897413273119656,0,0,1
"ILB","Anthony Walker",2558851,"SCREEN",1,0.31223287000935,0.31223287000935,1,0,0
"FS","Antoine Bethea",2495807,"ANGLE",1,-0.612969449277646,-0.612969449277646,0,0,1
"FS","Antoine Bethea",2495807,"CORNER",1,-0.00771908913080843,-0.00771908913080843,0,0,1
"FS","Antoine Bethea",2495807,"CROSS",3,0.446550057938029,0.148850019312676,1,0,3
"FS","Antoine Bethea",2495807,"FLAT",5,0.284056716315069,0.0568113432630138,0.6,0,4
"FS","Antoine Bethea",2495807,"GO",1,0.433467422242766,0.433467422242766,1,0,0.5
"FS","Antoine Bethea",2495807,"HITCH",3,0.511861806715975,0.170620602238658,1,0,3
"FS","Antoine Bethea",2495807,"IN",1,0.043977950896129,0.043977950896129,1,0,1
"FS","Antoine Bethea",2495807,"OUT",3,0.310680187295482,0.103560062431827,1,0,2
"FS","Antoine Bethea",2495807,"POST",2,0.296420677620715,0.148210338810357,0.5,0,2
"FS","Antoine Bethea",2495807,"SCREEN",1,0.836209459289313,0.836209459289313,1,0,0
"FS","Antoine Bethea",2495807,"SLANT",1,1.50984298554082,1.50984298554082,1,0,1
"FS","Antone Exum",2543680,"GO",1,-0.152267559674215,-0.152267559674215,0,0,1
"FS","Antone Exum",2543680,"HITCH",1,-0.106427685410297,-0.106427685410297,0,0,0.5
"FS","Antone Exum",2543680,"OUT",2,-0.432862687096201,-0.2164313435481,0.5,0,1
"FS","Antone Exum",2543680,"POST",1,0.0399783200421595,0.0399783200421595,1,0,1
"ILB","Antonio Morrison",2555160,"FLAT",1,0.362700949887573,0.362700949887573,1,0,0
"ILB","Antonio Morrison",2555160,"HITCH",2,-0.427616261446577,-0.213808130723289,0.5,0,1
"ILB","Antonio Morrison",2555160,"SCREEN",2,-0.416352497691933,-0.208176248845966,0,0,0.5
"CB","Aqib Talib",1302,"HITCH",2,-0.600959013931582,-0.300479506965791,0,0,1.5
"CB","Aqib Talib",1302,"OUT",4,-2.94959368660929,-0.737398421652323,0.25,0,2.5
"CB","Aqib Talib",1302,"SCREEN",1,-0.198881494135495,-0.198881494135495,0,0,0
"CB","Arthur Maulet",2559087,"FLAT",2,-0.621914118961761,-0.31095705948088,0,0,1
"CB","Arthur Maulet",2559087,"WHEEL",1,-0.700872732400922,-0.700872732400922,0,0,0.5
"CB","Artie Burns",2555344,"HITCH",4,-0.27781013922107,-0.0694525348052675,0.75,0,4
"LB","Austin Calitro",2558925,"CROSS",1,0.0316428161930784,0.0316428161930784,1,0,0
"LB","Austin Calitro",2558925,"FLAT",1,0.613179738487918,0.613179738487918,1,0,0
"LB","Austin Calitro",2558925,"HITCH",2,-0.348270179488213,-0.174135089744107,0,0,0.5
"LB","Austin Calitro",2558925,"POST",1,0.0551046561157067,0.0551046561157067,1,0,0
"LB","Austin Calitro",2558925,"SCREEN",2,0.0783430902933889,0.0391715451466945,0.5,0,0
"ILB","Avery Williamson",2543597,"ANGLE",3,0.41229379440465,0.13743126480155,1,0,3
"ILB","Avery Williamson",2543597,"CROSS",9,-2.05546484414335,-0.228384982682595,0.444444444444444,0,4
"ILB","Avery Williamson",2543597,"FLAT",4,0.424292825130589,0.106073206282647,1,0,3.5
"ILB","Avery Williamson",2543597,"HITCH",7,0.324899610934699,0.0464142301335284,0.428571428571429,0,6
"ILB","Avery Williamson",2543597,"IN",1,-0.224014221772511,-0.224014221772511,0,0,0.5
"ILB","Avery Williamson",2543597,"OUT",1,-0.91772910672493,-0.91772910672493,0,0,1.5
"CB","Avonte Maddox",2560795,"CROSS",1,4.02656891875149,4.02656891875149,1,1,1
"CB","Avonte Maddox",2560795,"FLAT",1,-0.0124651474353878,-0.0124651474353878,0,0,1
"CB","Avonte Maddox",2560795,"HITCH",1,0.037406983039008,0.037406983039008,1,0,1
"CB","Avonte Maddox",2560795,"OUT",2,-1.65837639486089,-0.829188197430443,0.5,0,1
"CB","Avonte Maddox",2560795,"SCREEN",2,-1.78449911397832,-0.892249556989162,0,0,0
"CB","Avonte Maddox",2560795,"SLANT",1,-0.121838360472441,-0.121838360472441,0,0,1
"ILB","B.J. Goodson",2555522,"ANGLE",1,0.170297311731725,0.170297311731725,1,0,1
"ILB","B.J. Goodson",2555522,"CROSS",3,1.17170190793158,0.390567302643861,0.666666666666667,0,1.5
"ILB","B.J. Goodson",2555522,"HITCH",5,0.0847294700299271,0.0169458940059854,0.4,0,2.5
"ILB","B.J. Goodson",2555522,"POST",1,-0.0356433988625999,-0.0356433988625999,0,0,0
"ILB","B.J. Goodson",2555522,"SCREEN",1,0.174943154284316,0.174943154284316,1,0,1
"ILB","B.J. Goodson",2555522,"SLANT",1,-0.262927163455364,-0.262927163455364,0,0,0.5
"CB","B.W. Webb",2539338,"CROSS",1,0.384619016707291,0.384619016707291,1,0,0
"CB","B.W. Webb",2539338,"FLAT",2,1.54737240969055,0.773686204845274,1,0,2
"CB","B.W. Webb",2539338,"HITCH",6,3.5564086621322,0.592734777022033,0.5,1,6
"CB","B.W. Webb",2539338,"OUT",3,-0.0180358636421637,-0.00601195454738789,0.666666666666667,0,1.5
"CB","B.W. Webb",2539338,"SLANT",1,-1.74659759161939,-1.74659759161939,0,0,0
"OLB","Barkevious Mingo",2540140,"ANGLE",1,-1.58991409087697,-1.58991409087697,0,0,1
"OLB","Barkevious Mingo",2540140,"CROSS",1,0.0878457536773526,0.0878457536773526,1,0,1
"OLB","Barkevious Mingo",2540140,"FLAT",4,0.286018729725202,0.0715046824313006,0.5,0,1
"SS","Barry Church",494259,"CORNER",1,-0.148964735534778,-0.148964735534778,0,0,0
"SS","Barry Church",494259,"CROSS",3,-1.75910766746519,-0.586369222488396,0.333333333333333,0,2
"SS","Barry Church",494259,"HITCH",1,0.166759346272574,0.166759346272574,1,0,0
"SS","Barry Church",494259,"OUT",1,0.135578594277878,0.135578594277878,1,0,0
"SS","Barry Church",494259,"POST",1,0.153183567029983,0.153183567029983,1,0,1
"SS","Barry Church",494259,"SCREEN",2,0.404677593136615,0.202338796568307,1,0,1
"SS","Barry Church",494259,"SLANT",1,-1.53072200899132,-1.53072200899132,0,0,0
"CB","Bashaud Breeland",2543571,"HITCH",2,0.299719411702558,0.149859705851279,0.5,0,1
"CB","Bashaud Breeland",2543571,"OUT",2,0.0324159699212339,0.0162079849606169,1,0,2
"CB","Bashaud Breeland",2543571,"SCREEN",2,-0.346966524976209,-0.173483262488104,0.5,0,0
"OLB","Ben Gedeon",2558033,"CROSS",2,0.554558459641282,0.277279229820641,1,0,1
"OLB","Ben Gedeon",2558033,"OUT",2,0.0615139268459927,0.0307569634229964,0.5,0,1
"LB","Ben Niemann",2561383,"SCREEN",1,-0.582924847033533,-0.582924847033533,0,0,0
"ILB","Benardrick McKinney",2552490,"CROSS",2,0.469812716933221,0.234906358466611,1,0,1.5
"ILB","Benardrick McKinney",2552490,"FLAT",5,0.418995739727293,0.0837991479454586,0.6,0,3
"ILB","Benardrick McKinney",2552490,"HITCH",4,0.4641737910288,0.1160434477572,0.5,0,2.5
"ILB","Benardrick McKinney",2552490,"POST",1,0.143036723543439,0.143036723543439,1,0,1
"ILB","Benardrick McKinney",2552490,"SCREEN",3,-0.644093404927726,-0.214697801642575,0.333333333333333,0,0
"CB","Bene' Benwikere",2543855,"FLAT",5,-0.193406151040286,-0.0386812302080572,0.6,0,4
"CB","Bene' Benwikere",2543855,"HITCH",5,-2.00635839726271,-0.401271679452543,0.2,1,3
"CB","Bene' Benwikere",2543855,"IN",1,-0.308164218517947,-0.308164218517947,0,0,0.5
"CB","Bene' Benwikere",2543855,"OUT",1,0.0610802894562562,0.0610802894562562,1,0,0
"CB","Bene' Benwikere",2543855,"SLANT",1,-0.151740287003765,-0.151740287003765,0,0,0
"SS","Blake Countess",2556374,"OUT",1,-0.112110994630422,-0.112110994630422,0,0,0.5
"ILB","Blake Martinez",2555161,"ANGLE",3,0.373924154049493,0.124641384683164,1,0,3
"ILB","Blake Martinez",2555161,"CROSS",2,-1.48746893893744,-0.743734469468721,0.5,0,0.5
"ILB","Blake Martinez",2555161,"FLAT",8,-3.35728494670404,-0.419660618338005,0.375,0,7
"ILB","Blake Martinez",2555161,"HITCH",5,-0.266608827988336,-0.0533217655976672,0.6,0,3.5
"ILB","Blake Martinez",2555161,"IN",3,-0.275050082481615,-0.091683360827205,0.333333333333333,0,2
"ILB","Blake Martinez",2555161,"OUT",2,0.353148589686373,0.176574294843187,1,0,2
"ILB","Blake Martinez",2555161,"SCREEN",1,-0.127862321913685,-0.127862321913685,0,0,1
"ILB","Blake Martinez",2555161,"SLANT",2,-0.0953297269596931,-0.0476648634798466,0,0,1
"CB","Bobby McCain",2552434,"ANGLE",1,0.0696788951897965,0.0696788951897965,1,0,0.5
"CB","Bobby McCain",2552434,"CORNER",1,-0.134123206265377,-0.134123206265377,0,0,0
"CB","Bobby McCain",2552434,"CROSS",4,0.596177219272086,0.149044304818021,0.25,0,3
"CB","Bobby McCain",2552434,"FLAT",3,-0.511280870730081,-0.170426956910027,0.333333333333333,0,2
"CB","Bobby McCain",2552434,"HITCH",1,0.0766628493228502,0.0766628493228502,1,0,1
"CB","Bobby McCain",2552434,"IN",1,-0.219420730354265,-0.219420730354265,0,0,1
"CB","Bobby McCain",2552434,"OUT",1,-0.0202950592291113,-0.0202950592291113,0,0,1
"CB","Bobby McCain",2552434,"SCREEN",1,0.143971026403348,0.143971026403348,1,0,0.5
"MLB","Bobby Wagner",2532966,"ANGLE",3,0.123543634206884,0.0411812114022947,0.333333333333333,0,1.5
"MLB","Bobby Wagner",2532966,"CROSS",4,-1.40518671469393,-0.351296678673482,0.5,0,2
"MLB","Bobby Wagner",2532966,"FLAT",3,2.48728949491354,0.829096498304513,1,0,2.5
"MLB","Bobby Wagner",2532966,"HITCH",4,0.018705989925615,0.00467649748140375,0.5,0,4
"MLB","Bobby Wagner",2532966,"OUT",1,-0.447437576525852,-0.447437576525852,0,0,1
"MLB","Bobby Wagner",2532966,"SCREEN",2,-0.653595462873647,-0.326797731436823,0.5,0,1
"MLB","Bobby Wagner",2532966,"SLANT",3,0.080996172179331,0.026998724059777,0.666666666666667,0,3
"SS","Bradley McDougald",2539243,"ANGLE",3,-0.0173754903811522,-0.00579183012705074,0.333333333333333,0,3
"SS","Bradley McDougald",2539243,"CROSS",5,-1.8873133230363,-0.37746266460726,0.6,0,4
"SS","Bradley McDougald",2539243,"FLAT",4,0.524238589799004,0.131059647449751,0.5,0,3
"SS","Bradley McDougald",2539243,"HITCH",2,0.812537392423128,0.406268696211564,1,0,2
"SS","Bradley McDougald",2539243,"IN",1,0.00133338545998107,0.00133338545998107,1,0,1
"SS","Bradley McDougald",2539243,"OUT",3,-0.402481887918561,-0.134160629306187,0.666666666666667,0,1
"SS","Bradley McDougald",2539243,"POST",1,0.384343592084593,0.384343592084593,1,0,1
"SS","Bradley McDougald",2539243,"SCREEN",4,-1.65123200174675,-0.412808000436688,0.5,0,2
"SS","Bradley McDougald",2539243,"SLANT",2,0.0511021015859471,0.0255510507929736,0.5,0,2
"CB","Bradley Roby",2543505,"CORNER",1,0.0954092694422024,0.0954092694422024,1,0,0
"CB","Bradley Roby",2543505,"CROSS",1,0.0907425533265924,0.0907425533265924,1,0,1
"CB","Bradley Roby",2543505,"FLAT",2,-0.890697509671485,-0.445348754835743,0.5,0,2
"CB","Bradley Roby",2543505,"GO",1,-0.0850690020023148,-0.0850690020023148,0,0,0
"CB","Bradley Roby",2543505,"HITCH",3,0.674744477131935,0.224914825710645,1,0,3
"CB","Bradley Roby",2543505,"OUT",3,-2.04375318997728,-0.681251063325759,0.666666666666667,0,3
"CB","Bradley Roby",2543505,"SCREEN",2,0.0794200367200143,0.0397100183600071,0.5,0,2
"CB","Brandon Carr",4365,"GO",1,0.0875026671423158,0.0875026671423158,1,0,1
"CB","Brandon Carr",4365,"HITCH",4,-0.223569025969064,-0.055892256492266,0.25,0,3.5
"CB","Brandon Carr",4365,"OUT",1,-0.149894982369896,-0.149894982369896,0,0,1
"CB","Brandon Carr",4365,"SCREEN",3,-0.768886589625247,-0.256295529875082,0.333333333333333,0,2
"CB","Brandon Carr",4365,"SLANT",2,0.12570423785946,0.0628521189297302,0.5,0,1.5
"ILB","Brandon Marshall",2532898,"ANGLE",2,0.0278870322727553,0.0139435161363777,0.5,0,1
"ILB","Brandon Marshall",2532898,"CROSS",1,-0.185219421717525,-0.185219421717525,0,0,1
"ILB","Brandon Marshall",2532898,"FLAT",1,0.149503320128879,0.149503320128879,1,0,0.5
"ILB","Brandon Marshall",2532898,"HITCH",2,0.288456996105616,0.144228498052808,0.5,0,1.5
"ILB","Brandon Marshall",2532898,"IN",1,-0.298186939931455,-0.298186939931455,0,0,0
"ILB","Brandon Marshall",2532898,"OUT",1,-0.594373404136234,-0.594373404136234,0,0,0
"CB","Brandon Williams",2556371,"OUT",1,0.123709382543325,0.123709382543325,1,0,1
"S","Brandon Wilson",2558786,"ANGLE",1,0.104061421884934,0.104061421884934,1,0,0.5
"S","Brandon Wilson",2558786,"SCREEN",1,-0.445718152196065,-0.445718152196065,0,0,0
"OLB","Brennan Scarlett",2556673,"ANGLE",1,0.0423953759679796,0.0423953759679796,1,0,1
"OLB","Brennan Scarlett",2556673,"HITCH",1,-0.050932474876875,-0.050932474876875,0,0,0.5
"OLB","Brennan Scarlett",2556673,"SCREEN",1,0.776784646260738,0.776784646260738,1,0,0
"CB","Brent Grimes",2506861,"CROSS",1,-0.0889886102182282,-0.0889886102182282,0,0,1
"CB","Brent Grimes",2506861,"HITCH",1,0.0605793703804707,0.0605793703804707,1,0,1
"CB","Brent Grimes",2506861,"IN",1,0.0107744866701907,0.0107744866701907,1,0,1
"CB","Brent Grimes",2506861,"OUT",2,-0.07514703078819,-0.037573515394095,0.5,0,2
"CB","Brent Grimes",2506861,"SCREEN",3,-3.99770790276375,-1.33256930092125,0,0,1
"OLB","Brian Orakpo",71423,"FLAT",1,1.30419581903313,1.30419581903313,1,0,1
"OLB","Brian Orakpo",71423,"HITCH",1,0.039192405911133,0.039192405911133,1,0,0.5
"ILB","Brian Peters",2552730,"ANGLE",4,0.513891831774924,0.128472957943731,0.25,0,1
"ILB","Brian Peters",2552730,"HITCH",1,-0.171755059183611,-0.171755059183611,0,0,0.5
"CB","Brian Poole",2556445,"CROSS",4,0.49815430677545,0.124538576693863,0.75,0,2.5
"CB","Brian Poole",2556445,"FLAT",5,-0.308168676456026,-0.0616337352912052,0.6,0,3.5
"CB","Brian Poole",2556445,"HITCH",3,0.164116551355861,0.0547055171186204,1,0,3
"CB","Brian Poole",2556445,"IN",1,-1.19150004390163,-1.19150004390163,0,0,0
"CB","Brian Poole",2556445,"OUT",3,-0.81288232868198,-0.270960776227327,0.333333333333333,0,2
"CB","Brian Poole",2556445,"SCREEN",3,-0.654397742197996,-0.218132580732665,0.333333333333333,0,0.5
"CB","Brian Poole",2556445,"SLANT",2,-1.44286949883695,-0.721434749418475,0.5,0,0
"CB","Briean Boddy-Calhoun",2556475,"ANGLE",2,-1.27252867538249,-0.636264337691247,0.5,0,1
"CB","Briean Boddy-Calhoun",2556475,"CROSS",1,0.129208039293682,0.129208039293682,1,0,0
"CB","Briean Boddy-Calhoun",2556475,"FLAT",3,-0.631356359727884,-0.210452119909295,0.333333333333333,0,1.5
"CB","Briean Boddy-Calhoun",2556475,"GO",1,0.22487142568129,0.22487142568129,1,0,1
"CB","Briean Boddy-Calhoun",2556475,"HITCH",2,0.206682407825885,0.103341203912943,1,0,1
"CB","Briean Boddy-Calhoun",2556475,"OUT",2,0.157227224271359,0.0786136121356796,1,0,2
"CB","Briean Boddy-Calhoun",2556475,"POST",1,0.357351212132909,0.357351212132909,1,0,1
"CB","Briean Boddy-Calhoun",2556475,"SCREEN",1,-0.613241089863278,-0.613241089863278,0,0,0
"ILB","Bruce Carter",2495136,"FLAT",1,0.213049610353002,0.213049610353002,1,0,1
"ILB","Bruce Carter",2495136,"HITCH",1,0.264711100228232,0.264711100228232,1,0,1
"CB","Bryce Callahan",2553500,"ANGLE",1,-0.179450053491261,-0.179450053491261,0,0,0.5
"CB","Bryce Callahan",2553500,"CROSS",1,-0.0582365923500988,-0.0582365923500988,0,0,0.5
"CB","Bryce Callahan",2553500,"FLAT",4,-0.553128006639666,-0.138282001659917,0.5,0,3
"CB","Bryce Callahan",2553500,"HITCH",3,-6.54349008644527,-2.18116336214842,0,0,1
"CB","Bryce Callahan",2553500,"IN",1,0.0775743934573252,0.0775743934573252,1,0,1
"CB","Bryce Callahan",2553500,"OUT",1,0.0322164406550929,0.0322164406550929,1,0,0
"ILB","Bryce Hager",2552307,"SCREEN",1,-0.0831431699749443,-0.0831431699749443,0,0,1
"OLB","Bud Dupree",2552289,"ANGLE",1,0.320338076718961,0.320338076718961,1,0,1
"OLB","Bud Dupree",2552289,"FLAT",1,-0.12698101652557,-0.12698101652557,0,0,0
"OLB","Bud Dupree",2552289,"HITCH",1,0.152357103982223,0.152357103982223,1,0,1
"OLB","Bud Dupree",2552289,"SCREEN",1,1.13410703568425,1.13410703568425,1,0,0
"FS","Budda Baker",2558009,"ANGLE",1,4.5125468652436,4.5125468652436,1,1,1
"FS","Budda Baker",2558009,"CROSS",1,-0.123319718661368,-0.123319718661368,0,0,1
"FS","Budda Baker",2558009,"FLAT",4,-0.835912918625275,-0.208978229656319,0.25,0,1.5
"FS","Budda Baker",2558009,"GO",1,0.231441456213332,0.231441456213332,1,0,1
"FS","Budda Baker",2558009,"HITCH",5,0.044122309753013,0.00882446195060261,0.6,0,3.5
"FS","Budda Baker",2558009,"OUT",3,-0.232019647223802,-0.077339882407934,0.333333333333333,0,2
"FS","Budda Baker",2558009,"POST",2,0.128394138813813,0.0641970694069065,0.5,0,0
"FS","Budda Baker",2558009,"SLANT",2,-0.167690946118549,-0.0838454730592743,0,0,1.5
