"position","displayName","nflId_def","route","targets","completions","interceptions","eps_saved_ball_skills","eps_saved_ball_skills_per_target","PB"
"OLB","Alex Anzalone",2558163,"SLANT",2,2,0,-0.217490267244438,-0.108745133622219,0
"FS","Andre Hal",2543874,"CROSS",1,1,0,-1.64833628392744,-1.64833628392744,0
"FS","Andre Hal",2543874,"IN",1,1,0,-0.035863515793745,-0.035863515793745,0
"FS","Andre Hal",2543874,"OUT",1,1,0,-0.45694726770315,-0.45694726770315,0
"LB","Andre Smith",2560875,"CROSS",1,1,0,0.119931228403558,0.119931228403558,0
"FS","Andrew Adams",2556456,"ANGLE",2,2,0,0.111122645301713,0.0555613226508563,0
"FS","Andrew Adams",2556456,"CROSS",2,0,1,6.50194955612782,3.25097477806391,1
"FS","Andrew Adams",2556456,"HITCH",3,3,0,-0.370334508020083,-0.123444836006694,0
"FS","Andrew Adams",2556456,"OUT",2,0,1,3.57821750181172,1.78910875090586,1
"FS","Andrew Adams",2556456,"SLANT",1,1,0,-0.42156161342703,-0.42156161342703,0
"SS","Andrew Sendejo",2525323,"CORNER",1,1,0,-0.12200153008164,-0.12200153008164,0
"SS","Andrew Sendejo",2525323,"CROSS",1,1,0,-0.139145991141128,-0.139145991141128,0
"SS","Andrew Sendejo",2525323,"HITCH",1,1,0,-0.33291918589908,-0.33291918589908,0
"OLB","Anthony Barr",2543459,"ANGLE",1,1,0,-0.643255604634671,-0.643255604634671,0
"OLB","Anthony Barr",2543459,"FLAT",4,4,0,0.298119464492063,0.0745298661230157,0
"OLB","Anthony Barr",2543459,"SCREEN",1,1,0,0.210874221780148,0.210874221780148,0
"OLB","Anthony Barr",2543459,"SLANT",1,1,0,-0.185193737015408,-0.185193737015408,0
"OLB","Anthony Barr",2543459,"WHEEL",1,1,0,-1.29798340155868,-1.29798340155868,0
"CB","Anthony Brown",2555531,"CROSS",2,2,0,-0.032024678899809,-0.0160123394499045,0
"CB","Anthony Brown",2555531,"GO",2,1,1,-0.677737732290682,-0.338868866145341,0
"CB","Anthony Brown",2555531,"HITCH",2,2,0,-0.176269281440348,-0.088134640720174,0
"CB","Anthony Brown",2555531,"IN",1,1,0,-0.142629436736507,-0.142629436736507,0
"CB","Anthony Brown",2555531,"OUT",2,1,0,-0.184700980669159,-0.0923504903345795,1
"CB","Anthony Brown",2555531,"POST",1,1,0,-0.0606700833317202,-0.0606700833317202,0
"CB","Anthony Brown",2555531,"SCREEN",2,2,0,-0.401539092966199,-0.200769546483099,0
"CB","Anthony Brown",2555531,"SLANT",2,1,0,-0.00630337120132651,-0.00315168560066326,1
"OLB","Anthony Chickillo",2552266,"SLANT",1,0,0,1.17685918727061,1.17685918727061,0
"FS","Anthony Harris",2553655,"CORNER",1,1,0,-0.294666860254852,-0.294666860254852,0
"FS","Anthony Harris",2553655,"FLAT",2,1,0,1.5995804316251,0.799790215812548,1
"FS","Anthony Harris",2553655,"GO",1,0,0,0.751001656814063,0.751001656814063,1
"FS","Anthony Harris",2553655,"OUT",1,0,0,3.696503733387,3.696503733387,0
"MLB","Anthony Hitchens",2543592,"ANGLE",3,3,0,-0.756361363324233,-0.252120454441411,0
"MLB","Anthony Hitchens",2543592,"CORNER",1,1,0,-0.22945485641547,-0.22945485641547,0
"MLB","Anthony Hitchens",2543592,"CROSS",4,4,0,-1.25682996096276,-0.314207490240691,0
"MLB","Anthony Hitchens",2543592,"FLAT",2,2,0,-0.933621066291312,-0.466810533145656,0
"MLB","Anthony Hitchens",2543592,"GO",1,1,0,-0.72980386373938,-0.72980386373938,0
"MLB","Anthony Hitchens",2543592,"HITCH",9,9,0,-0.201061544632504,-0.0223401716258338,0
"MLB","Anthony Hitchens",2543592,"OUT",4,3,0,-0.699406654701607,-0.174851663675402,0
"MLB","Anthony Hitchens",2543592,"SCREEN",1,1,0,0.045582383323309,0.045582383323309,0
"DB","Anthony Levine",2508004,"FLAT",1,1,0,0.0138898420076874,0.0138898420076874,0
"DB","Anthony Levine",2508004,"HITCH",4,3,0,0.752589883543247,0.188147470885812,1
"DB","Anthony Levine",2508004,"OUT",1,1,0,-0.198260836687597,-0.198260836687597,0
"ILB","Anthony Walker",2558851,"ANGLE",3,2,0,-0.216943021769396,-0.0723143405897988,1
"ILB","Anthony Walker",2558851,"CROSS",1,1,0,-0.56258721392141,-0.56258721392141,0
"ILB","Anthony Walker",2558851,"FLAT",1,1,0,0.222618567269195,0.222618567269195,0
"ILB","Anthony Walker",2558851,"GO",1,1,0,-0.367011820766295,-0.367011820766295,0
"ILB","Anthony Walker",2558851,"HITCH",6,4,1,3.55390663833244,0.592317773055407,0
"ILB","Anthony Walker",2558851,"IN",3,3,0,-3.37047094578548,-1.12349031526183,0
"ILB","Anthony Walker",2558851,"OUT",2,1,0,1.44740318726815,0.723701593634077,1
"FS","Antoine Bethea",2495807,"ANGLE",1,1,0,0.245546746956229,0.245546746956229,0
"FS","Antoine Bethea",2495807,"CORNER",1,1,0,-0.256374755472105,-0.256374755472105,0
"FS","Antoine Bethea",2495807,"CROSS",5,3,0,1.81859515600156,0.363719031200313,2
"FS","Antoine Bethea",2495807,"FLAT",3,3,0,-0.603111031186832,-0.201037010395611,0
"FS","Antoine Bethea",2495807,"GO",1,1,0,-0.60299741854271,-0.60299741854271,0
"FS","Antoine Bethea",2495807,"HITCH",2,2,0,0.132132589151132,0.0660662945755661,0
"FS","Antoine Bethea",2495807,"IN",1,1,0,-0.181435957532737,-0.181435957532737,0
"FS","Antoine Bethea",2495807,"OUT",5,4,0,1.63172882602832,0.326345765205664,0
"FS","Antoine Bethea",2495807,"POST",1,1,0,-0.3772674248962,-0.3772674248962,0
"FS","Antoine Bethea",2495807,"SCREEN",1,1,0,0.654173679957669,0.654173679957669,0
"FS","Antoine Bethea",2495807,"SLANT",2,2,0,-0.19822132215101,-0.0991106610755048,0
"FS","Antone Exum",2543680,"HITCH",1,1,0,-0.0747153430001799,-0.0747153430001799,0
"FS","Antone Exum",2543680,"OUT",2,1,0,-0.365312728978926,-0.182656364489463,1
"FS","Antone Exum",2543680,"POST",1,1,0,-0.92592351127819,-0.92592351127819,0
"ILB","Antonio Morrison",2555160,"FLAT",1,1,0,-1.05229230698473,-1.05229230698473,0
"ILB","Antonio Morrison",2555160,"HITCH",3,3,0,-0.0443500553109996,-0.0147833517703332,0
"ILB","Antonio Morrison",2555160,"SCREEN",1,1,0,-0.174344406514672,-0.174344406514672,0
"CB","Aqib Talib",1302,"CORNER",1,0,1,5.59525154081462,5.59525154081462,0
"CB","Aqib Talib",1302,"HITCH",2,2,0,0.0543220602134,0.0271610301067,0
"CB","Aqib Talib",1302,"OUT",6,4,0,0.684825111667382,0.11413751861123,1
"CB","Aqib Talib",1302,"POST",1,0,0,-0.218791429121006,-0.218791429121006,0
"CB","Aqib Talib",1302,"SCREEN",1,1,0,-0.197908041519791,-0.197908041519791,0
"CB","Arthur Maulet",2559087,"FLAT",1,1,0,-0.336653689919019,-0.336653689919019,0
"CB","Arthur Maulet",2559087,"WHEEL",1,1,0,0.276628240534627,0.276628240534627,0
"CB","Artie Burns",2555344,"GO",1,1,0,-0.332548510507777,-0.332548510507777,0
"CB","Artie Burns",2555344,"HITCH",5,4,0,0.929678566162754,0.185935713232551,1
"LB","Austin Calitro",2558925,"CROSS",1,1,0,-0.827597676491103,-0.827597676491103,0
"LB","Austin Calitro",2558925,"FLAT",1,1,0,-0.00358310770811798,-0.00358310770811798,0
"LB","Austin Calitro",2558925,"HITCH",3,3,0,-0.421396038943693,-0.140465346314564,0
"LB","Austin Calitro",2558925,"POST",1,1,0,-0.777880925202621,-0.777880925202621,0
"LB","Austin Calitro",2558925,"SCREEN",1,1,0,0.022193787160754,0.022193787160754,0
"ILB","Avery Williamson",2543597,"ANGLE",3,2,0,0.135622945686571,0.0452076485621902,0
"ILB","Avery Williamson",2543597,"CROSS",8,8,0,-0.740650321074867,-0.0925812901343583,0
"ILB","Avery Williamson",2543597,"FLAT",4,4,0,-0.0365284596518368,-0.00913211491295921,0
"ILB","Avery Williamson",2543597,"GO",1,1,0,-1.15810635505739,-1.15810635505739,0
"ILB","Avery Williamson",2543597,"HITCH",5,4,0,-0.534508916192966,-0.106901783238593,1
"ILB","Avery Williamson",2543597,"OUT",2,2,0,-0.00941305639890344,-0.00470652819945172,0
"ILB","Avery Williamson",2543597,"SLANT",1,0,0,2.76294119485909,2.76294119485909,0
"CB","Avonte Maddox",2560795,"CROSS",1,1,0,-0.224654108882786,-0.224654108882786,0
"CB","Avonte Maddox",2560795,"HITCH",1,1,0,-0.581981503096165,-0.581981503096165,0
"CB","Avonte Maddox",2560795,"OUT",2,2,0,0.00908005236484688,0.00454002618242344,0
"CB","Avonte Maddox",2560795,"SCREEN",2,2,0,-0.163584478315417,-0.0817922391577087,0
"CB","Avonte Maddox",2560795,"SLANT",1,1,0,-1.54594033618573,-1.54594033618573,0
"ILB","B.J. Goodson",2555522,"CROSS",2,2,0,-0.60586858229024,-0.30293429114512,0
"ILB","B.J. Goodson",2555522,"HITCH",7,5,0,-1.27638503526982,-0.18234071932426,1
"ILB","B.J. Goodson",2555522,"IN",1,1,0,-0.26633958237374,-0.26633958237374,0
"ILB","B.J. Goodson",2555522,"SCREEN",1,1,0,0.098793334999428,0.098793334999428,0
"ILB","B.J. Goodson",2555522,"SLANT",1,1,0,-0.1504353542159,-0.1504353542159,0
"CB","B.W. Webb",2539338,"CROSS",1,1,0,-0.346154696499368,-0.346154696499368,0
"CB","B.W. Webb",2539338,"FLAT",1,1,0,-0.403900841289052,-0.403900841289052,0
"CB","B.W. Webb",2539338,"GO",1,0,1,0.97086129981477,0.97086129981477,0
"CB","B.W. Webb",2539338,"HITCH",6,5,0,1.23951486621273,0.206585811035455,0
"CB","B.W. Webb",2539338,"OUT",4,3,0,-0.0856293057619304,-0.0214073264404826,0
"CB","B.W. Webb",2539338,"SLANT",1,1,0,-0.418111013370404,-0.418111013370404,0
"OLB","Barkevious Mingo",2540140,"CROSS",2,2,0,-0.255479030476483,-0.127739515238242,0
"OLB","Barkevious Mingo",2540140,"FLAT",1,1,0,-0.63783621133711,-0.63783621133711,0
"SS","Barry Church",494259,"CROSS",5,4,0,-2.41539066276286,-0.483078132552572,1
"SS","Barry Church",494259,"GO",1,0,0,0.659688783567172,0.659688783567172,0
"SS","Barry Church",494259,"HITCH",2,2,0,-0.831667412684298,-0.415833706342149,0
"SS","Barry Church",494259,"OUT",1,1,0,-0.178294233915394,-0.178294233915394,0
"SS","Barry Church",494259,"POST",1,1,0,-0.427613902400314,-0.427613902400314,0
"SS","Barry Church",494259,"SCREEN",2,2,0,-0.163711928141203,-0.0818559640706017,0
"CB","Bashaud Breeland",2543571,"CROSS",1,0,1,3.70898390585025,3.70898390585025,0
"CB","Bashaud Breeland",2543571,"HITCH",2,2,0,-0.415674901494222,-0.207837450747111,0
"CB","Bashaud Breeland",2543571,"OUT",2,2,0,-1.76798319267341,-0.883991596336703,0
"CB","Bashaud Breeland",2543571,"SCREEN",2,2,0,0.735494265396971,0.367747132698485,0
"OLB","Ben Gedeon",2558033,"CROSS",3,3,0,-1.84052797673004,-0.613509325576681,0
"OLB","Ben Gedeon",2558033,"FLAT",2,0,0,1.18673732855863,0.593368664279314,1
"OLB","Ben Gedeon",2558033,"OUT",2,2,0,-1.06014371850986,-0.530071859254932,0
"LB","Ben Niemann",2561383,"SCREEN",1,1,0,-0.441008690458893,-0.441008690458893,0
"ILB","Benardrick McKinney",2552490,"CROSS",3,3,0,0.596500039959287,0.198833346653096,0
"ILB","Benardrick McKinney",2552490,"FLAT",4,3,0,2.71445614966506,0.678614037416265,1
"ILB","Benardrick McKinney",2552490,"HITCH",5,5,0,-2.61433595371633,-0.522867190743265,0
"ILB","Benardrick McKinney",2552490,"IN",1,1,0,-2.56594664611398,-2.56594664611398,0
"ILB","Benardrick McKinney",2552490,"OUT",2,1,0,-0.728762427967354,-0.364381213983677,1
"ILB","Benardrick McKinney",2552490,"POST",1,1,0,-1.0307886138626,-1.0307886138626,0
"ILB","Benardrick McKinney",2552490,"SCREEN",1,1,0,-0.439926795008763,-0.439926795008763,0
"CB","Bene' Benwikere",2543855,"FLAT",4,4,0,0.293771452022884,0.0734428630057209,0
"CB","Bene' Benwikere",2543855,"HITCH",7,6,0,-1.66939569374735,-0.238485099106765,1
"CB","Bene' Benwikere",2543855,"IN",1,1,0,0.175820598533011,0.175820598533011,0
"CB","Bene' Benwikere",2543855,"OUT",1,1,0,0.008969853694832,0.008969853694832,0
"CB","Bene' Benwikere",2543855,"SLANT",1,1,0,-0.48433619868931,-0.48433619868931,0
"SS","Blake Countess",2556374,"IN",1,0,0,0.55502127181193,0.55502127181193,1
"ILB","Blake Martinez",2555161,"ANGLE",4,4,0,-0.762384892528926,-0.190596223132232,0
"ILB","Blake Martinez",2555161,"CROSS",2,2,0,-0.236811049099875,-0.118405524549937,0
"ILB","Blake Martinez",2555161,"FLAT",8,8,0,0.652336186136185,0.0815420232670231,0
"ILB","Blake Martinez",2555161,"HITCH",6,5,0,-1.24742965280818,-0.207904942134697,0
"ILB","Blake Martinez",2555161,"IN",4,3,0,-0.398639508231497,-0.0996598770578743,0
"ILB","Blake Martinez",2555161,"OUT",2,2,0,-0.371089305829205,-0.185544652914602,0
"ILB","Blake Martinez",2555161,"SLANT",1,1,0,-0.067321382133888,-0.067321382133888,0
"CB","Bobby McCain",2552434,"CORNER",2,2,0,-2.51744647029558,-1.25872323514779,0
"CB","Bobby McCain",2552434,"CROSS",4,4,0,0.0255094086184611,0.00637735215461527,0
"CB","Bobby McCain",2552434,"FLAT",3,3,0,-0.127112330789286,-0.042370776929762,0
"CB","Bobby McCain",2552434,"GO",1,1,0,-0.3076970902505,-0.3076970902505,0
"CB","Bobby McCain",2552434,"IN",2,1,1,1.94296295059189,0.971481475295946,0
"CB","Bobby McCain",2552434,"OUT",1,1,0,-0.110804505456217,-0.110804505456217,0
"CB","Bobby McCain",2552434,"SCREEN",2,2,0,-0.317515352803783,-0.158757676401892,0
"CB","Bobby McCain",2552434,"SLANT",1,1,0,-0.639478304683396,-0.639478304683396,0
"MLB","Bobby Wagner",2532966,"ANGLE",4,3,1,3.87861799923248,0.969654499808121,0
"MLB","Bobby Wagner",2532966,"CROSS",4,2,0,0.514497468728769,0.128624367182192,1
"MLB","Bobby Wagner",2532966,"FLAT",2,2,0,-2.21926247317757,-1.10963123658878,0
"MLB","Bobby Wagner",2532966,"HITCH",7,4,0,1.94870286580901,0.278386123687002,3
"MLB","Bobby Wagner",2532966,"OUT",1,1,0,-0.083586293312011,-0.083586293312011,0
"MLB","Bobby Wagner",2532966,"SCREEN",2,2,0,0.890504965743265,0.445252482871633,0
"MLB","Bobby Wagner",2532966,"SLANT",3,3,0,-0.287702788811969,-0.0959009296039898,0
"SS","Bradley McDougald",2539243,"ANGLE",4,4,0,-1.27758624744886,-0.319396561862216,0
"SS","Bradley McDougald",2539243,"CROSS",5,5,0,1.04889411970739,0.209778823941479,0
"SS","Bradley McDougald",2539243,"FLAT",3,3,0,-0.207647228797919,-0.0692157429326396,0
"SS","Bradley McDougald",2539243,"HITCH",3,3,0,-0.746612209244515,-0.248870736414838,0
"SS","Bradley McDougald",2539243,"IN",2,2,0,-2.03087361104101,-1.0154368055205,0
"SS","Bradley McDougald",2539243,"OUT",2,2,0,-0.0346166839383765,-0.0173083419691883,0
"SS","Bradley McDougald",2539243,"POST",2,1,0,0.23560758733308,0.11780379366654,1
"SS","Bradley McDougald",2539243,"SCREEN",3,3,0,-0.153888427549886,-0.0512961425166286,0
"SS","Bradley McDougald",2539243,"SLANT",1,1,0,-0.212535103998999,-0.212535103998999,0
"CB","Bradley Roby",2543505,"CROSS",1,1,0,0.167828097637001,0.167828097637001,0
"CB","Bradley Roby",2543505,"FLAT",2,2,0,0.315619711119066,0.157809855559533,0
"CB","Bradley Roby",2543505,"GO",1,1,0,-0.504801351871006,-0.504801351871006,0
"CB","Bradley Roby",2543505,"HITCH",3,3,0,-0.304857428311634,-0.101619142770545,0
"CB","Bradley Roby",2543505,"OUT",6,3,0,3.56729702953758,0.59454950492293,2
"CB","Bradley Roby",2543505,"SCREEN",2,2,0,0.380567304241316,0.190283652120658,0
"CB","Brandon Carr",4365,"CROSS",1,0,0,0.842832947194266,0.842832947194266,0
"CB","Brandon Carr",4365,"GO",1,1,0,-1.07363364795696,-1.07363364795696,0
"CB","Brandon Carr",4365,"HITCH",4,4,0,1.45614973203397,0.364037433008492,0
"CB","Brandon Carr",4365,"IN",1,0,0,1.78565626430091,1.78565626430091,0
"CB","Brandon Carr",4365,"OUT",1,1,0,0.108736821975689,0.108736821975689,0
"CB","Brandon Carr",4365,"SCREEN",2,2,0,0.167324197684869,0.0836620988424343,0
"CB","Brandon Carr",4365,"SLANT",1,1,0,-0.105619269269429,-0.105619269269429,0
"ILB","Brandon Marshall",2532898,"ANGLE",2,2,0,-0.221985425406984,-0.110992712703492,0
"ILB","Brandon Marshall",2532898,"CROSS",1,1,0,-0.028839990543934,-0.028839990543934,0
"ILB","Brandon Marshall",2532898,"FLAT",1,1,0,0.14099194088691,0.14099194088691,0
"ILB","Brandon Marshall",2532898,"HITCH",1,1,0,-0.62736958078471,-0.62736958078471,0
"ILB","Brandon Marshall",2532898,"OUT",1,1,0,-0.169878209471167,-0.169878209471167,0
"CB","Brandon Williams",2556371,"OUT",1,1,0,-0.23096435650195,-0.23096435650195,0
"S","Brandon Wilson",2558786,"SCREEN",1,1,0,0.0573305894782758,0.0573305894782758,0
"S","Brandon Wilson",2558786,"SLANT",1,1,0,-0.278531921603239,-0.278531921603239,0
"OLB","Brennan Scarlett",2556673,"ANGLE",1,1,0,-0.025944208642275,-0.025944208642275,0
"OLB","Brennan Scarlett",2556673,"OUT",1,0,1,4.52043347447017,4.52043347447017,0
"CB","Brent Grimes",2506861,"CROSS",1,1,0,-0.183101047128151,-0.183101047128151,0
"CB","Brent Grimes",2506861,"HITCH",3,1,0,0.487577038907184,0.162525679635728,1
"CB","Brent Grimes",2506861,"IN",1,1,0,-2.26529627597228,-2.26529627597228,0
"CB","Brent Grimes",2506861,"OUT",1,1,0,-0.051752850829054,-0.051752850829054,0
"CB","Brent Grimes",2506861,"SCREEN",2,2,0,-0.186640570382435,-0.0933202851912173,0
"OLB","Brian Orakpo",71423,"FLAT",1,1,0,-0.571833575474163,-0.571833575474163,0
"OLB","Brian Orakpo",71423,"HITCH",1,1,0,-0.948237831384385,-0.948237831384385,0
"ILB","Brian Peters",2552730,"ANGLE",2,2,0,-0.0942621661094949,-0.0471310830547475,0
"CB","Brian Poole",2556445,"CROSS",2,2,0,0.0777142120937632,0.0388571060468816,0
"CB","Brian Poole",2556445,"FLAT",2,2,0,0.541917066636901,0.27095853331845,0
"CB","Brian Poole",2556445,"GO",2,1,1,2.22537471488416,1.11268735744208,0
"CB","Brian Poole",2556445,"HITCH",4,3,1,2.05662236738748,0.514155591846869,0
"CB","Brian Poole",2556445,"IN",2,1,0,-0.149947842575838,-0.074973921287919,1
"CB","Brian Poole",2556445,"OUT",5,4,0,-1.6933064845728,-0.33866129691456,0
"CB","Brian Poole",2556445,"SCREEN",1,1,0,-0.481546115305806,-0.481546115305806,0
"CB","Brian Poole",2556445,"SLANT",1,1,0,-0.036111878510808,-0.036111878510808,0
"CB","Briean Boddy-Calhoun",2556475,"ANGLE",1,1,0,-0.162005234046689,-0.162005234046689,0
"CB","Briean Boddy-Calhoun",2556475,"FLAT",3,3,0,-0.305778854301397,-0.101926284767132,0
"CB","Briean Boddy-Calhoun",2556475,"GO",1,1,0,-1.29904701269172,-1.29904701269172,0
"CB","Briean Boddy-Calhoun",2556475,"HITCH",2,1,0,1.08490905352737,0.542454526763684,0
"CB","Briean Boddy-Calhoun",2556475,"OUT",3,2,0,1.16077838282007,0.38692612760669,1
"CB","Briean Boddy-Calhoun",2556475,"POST",1,1,0,-0.805837922341334,-0.805837922341334,0
"CB","Briean Boddy-Calhoun",2556475,"SLANT",1,1,0,-0.527760413426899,-0.527760413426899,0
"ILB","Bruce Carter",2495136,"FLAT",1,1,0,-0.0510935728749179,-0.0510935728749179,0
"ILB","Bruce Carter",2495136,"HITCH",2,1,0,-0.093097711491855,-0.0465488557459275,0
"CB","Bryce Callahan",2553500,"ANGLE",1,1,0,-0.0749082251981409,-0.0749082251981409,0
"CB","Bryce Callahan",2553500,"CROSS",1,1,0,-0.128571892987623,-0.128571892987623,0
"CB","Bryce Callahan",2553500,"FLAT",5,4,0,0.795271542499731,0.159054308499946,1
"CB","Bryce Callahan",2553500,"HITCH",1,1,0,0.389613355018057,0.389613355018057,0
"CB","Bryce Callahan",2553500,"IN",1,1,0,-2.16758184981008,-2.16758184981008,0
"CB","Bryce Callahan",2553500,"OUT",1,1,0,-0.56525785385839,-0.56525785385839,0
"CB","Bryce Callahan",2553500,"SLANT",1,1,0,-0.093864474953287,-0.093864474953287,0
"ILB","Bryce Hager",2552307,"ANGLE",1,0,0,0.435304211325121,0.435304211325121,1
"OLB","Bud Dupree",2552289,"ANGLE",1,1,0,0.180730292205783,0.180730292205783,0
"OLB","Bud Dupree",2552289,"HITCH",1,1,0,-0.497657432572193,-0.497657432572193,0
"FS","Budda Baker",2558009,"ANGLE",1,1,0,0.0690199911936656,0.0690199911936656,0
"FS","Budda Baker",2558009,"CROSS",1,1,0,-0.198859297549604,-0.198859297549604,0
"FS","Budda Baker",2558009,"FLAT",2,2,0,0.195776871151816,0.097888435575908,0
