"qualifying","position","displayName","nflId_def","tackling_opportunities","eps_tackling","eps_per_tackling_opportunity","perc_reduce_yac","FF","Tackles","tackle_perc"
1,"CB","Nevin Lawson",2543872,12,2.02724318387615,0.168936931989679,0.666666666666667,0,5,0.416666666666667
1,"FS","Adrian Amos",2552385,12,1.97532178795851,0.164610148996543,0.75,0,10,0.833333333333333
1,"SS","Landon Collins",2552454,11,1.96012177873978,0.178192888976344,0.727272727272727,0,7,0.636363636363636
1,"FS","Antoine Bethea",2495807,7,1.95919750209069,0.279885357441528,0.857142857142857,0,6,0.857142857142857
1,"FS","Harrison Smith",2532948,9,1.92968595145646,0.214409550161829,0.777777777777778,0,5,0.555555555555556
1,"CB","P.J. Williams",2552484,13,1.92230923633935,0.147869941256873,0.384615384615385,1,7.5,0.576923076923077
1,"CB","Chris Harris",2530510,8,1.83732824897946,0.229666031122432,0.625,0,8,1
1,"CB","Nickell Robey-Coleman",2540197,14,1.77905188349466,0.127075134535333,0.714285714285714,0,8.5,0.607142857142857
1,"CB","Donte Jackson",2560753,25,1.64654221510248,0.0658616886040994,0.72,0,20,0.8
1,"S","Jessie Bates",2560970,16,1.53117139642355,0.095698212276472,0.5,0,12,0.75
1,"FS","Vonn Bell",2555530,15,1.49344978111826,0.0995633187412176,0.6,0,14,0.933333333333333
1,"SS","Michael Thomas",2535687,5,1.28873967484163,0.257747934968326,0.6,0,2.5,0.5
1,"FS","Tashaun Gipson",2532848,9,1.2593799841739,0.139931109352656,0.555555555555556,0,5.5,0.611111111111111
1,"CB","Darqueze Dennard",2543474,20,1.15089641410979,0.0575448207054896,0.75,0,14.5,0.725
1,"CB","Ken Crawley",2556735,10,1.14096787459214,0.114096787459214,0.8,0,7,0.7
1,"CB","Quinton Dunbar",2553796,10,1.1362239742273,0.11362239742273,0.6,0,7,0.7
1,"CB","Aaron Colvin",2543501,3,1.08193941732819,0.360646472442729,1,0,0.5,0.166666666666667
1,"SS","Micah Hyde",2539240,6,1.07427076142669,0.179045126904448,0.666666666666667,0,4,0.666666666666667
1,"CB","Dre Kirkpatrick",2533060,7,1.06234537769251,0.151763625384645,0.857142857142857,0,5,0.714285714285714
1,"SS","Josh Jones",2558119,5,1.00455410219187,0.200910820438374,1,0,5,1
1,"SS","Tony Jefferson",2540164,12,0.977937582540206,0.0814947985450172,0.833333333333333,0,9,0.75
1,"SS","Quandre Diggs",2552262,23,0.977263632762621,0.0424897231635922,0.695652173913043,0,19,0.826086956521739
1,"CB","Tavon Young",2555378,12,0.974854110788483,0.081237842565707,0.583333333333333,0,9,0.75
1,"CB","D.J. Hayden",2539237,14,0.951795230067901,0.0679853735762787,0.642857142857143,0,9.5,0.678571428571429
1,"FS","Mike Adams",2505708,9,0.939459514233026,0.104384390470336,0.444444444444444,0,7.5,0.833333333333333
1,"FS","Ron Parker",2530794,12,0.912313591345901,0.0760261326121584,0.75,0,8,0.666666666666667
1,"SS","Reshad Jones",496739,5,0.888518232325182,0.177703646465036,1,0,4,0.8
1,"CB","Phillip Gaines",2543851,4,0.873584648644791,0.218396162161198,0.5,0,3,0.75
1,"FS","Clayton Geathers",2552386,6,0.870679197418935,0.145113199569822,0.666666666666667,0,4.5,0.75
1,"CB","Tre Flowers",2560728,16,0.847791149536724,0.0529869468460452,0.75,0,9,0.5625
1,"CB","Rashaan Melvin",2541200,15,0.832990589831378,0.0555327059887586,0.666666666666667,0,11,0.733333333333333
1,"CB","Damarious Randall",2552389,20,0.767264516109736,0.0383632258054868,0.65,0,17.5,0.875
1,"CB","Daryl Worley",2555394,7,0.644409225885661,0.0920584608408087,0.428571428571429,0,4,0.571428571428571
1,"SS","Tavon Wilson",2534830,5,0.628696781359314,0.125739356271863,0.8,0,4,0.8
1,"SS","Rafael Bush",2507817,5,0.60805104546706,0.121610209093412,0.8,0,3,0.6
1,"CB","Mike Hilton",2556559,16,0.597254834173542,0.0373284271358464,0.4375,0,14.5,0.90625
1,"CB","Taron Johnson",2560766,12,0.577932172947152,0.0481610144122627,0.5,0,9.5,0.791666666666667
1,"CB","Michael Davis",2559164,8,0.572563172550081,0.0715703965687602,0.375,0,4.5,0.5625
1,"SS","Marqui Christian",2556277,4,0.562542683801336,0.140635670950334,1,0,3,0.75
1,"SS","Lano Hill",2558077,3,0.534285798225567,0.178095266075189,1,0,0,0
1,"CB","Buster Skrine",2495343,10,0.529344537562972,0.0529344537562972,0.8,0,7,0.7
1,"CB","Janoris Jenkins",2532875,17,0.467137944593164,0.0274787026231273,0.647058823529412,0,12,0.705882352941177
1,"CB","Javien Elliott",2556934,7,0.412245731358084,0.0588922473368692,0.571428571428571,0,5,0.714285714285714
1,"CB","Pierre Desir",2543811,4,0.40825947302322,0.102064868255805,0.75,0,3.5,0.875
1,"SS","Justin Evans",2557945,7,0.389126212591436,0.0555894589416338,0.714285714285714,0,4.5,0.642857142857143
1,"FS","Jermaine Whitehead",2552697,3,0.388249614066945,0.129416538022315,0.666666666666667,0,0,0
1,"SS","Adrian Phillips",2550842,4,0.377774592919761,0.0944436482299403,0.5,0,3.5,0.875
1,"SS","Kenny Vaccaro",2539320,9,0.363659817145906,0.0404066463495451,0.777777777777778,0,6,0.666666666666667
1,"SS","Morgan Burnett",496727,3,0.345921596056141,0.11530719868538,0.666666666666667,0,2,0.666666666666667
1,"SS","Jahleel Addae",2541958,6,0.330843419440427,0.0551405699067378,0.833333333333333,0,4.5,0.75
1,"DB","Ronnie Harrison",2561008,8,0.30320778010424,0.03790097251303,0.625,0,6,0.75
1,"SS","Jordan Richards",2552392,8,0.291355416918787,0.0364194271148484,0.5,0,5,0.625
1,"CB","Kyle Fuller",2543681,16,0.282656146272022,0.0176660091420014,0.625,0,13,0.8125
1,"CB","Rasul Douglas",2558168,23,0.279330285317638,0.0121447950138104,0.565217391304348,0,15.5,0.673913043478261
1,"CB","Trae Waynes",2552448,9,0.271759976450079,0.0301955529388977,0.666666666666667,0,5,0.555555555555556
1,"CB","Cre'von LeBlanc",2556587,9,0.251062753555361,0.0278958615061512,0.666666666666667,0,5,0.555555555555556
1,"CB","Logan Ryan",2540162,8,0.245325495398907,0.0306656869248634,0.625,0,5,0.625
1,"CB","T.J. Carrie",2550164,14,0.236500252068578,0.0168928751477556,0.5,0,9.5,0.678571428571429
1,"SS","Karl Joseph",2555342,2,0.235378419851215,0.117689209925608,0.5,0,1,0.5
1,"SS","Damontae Kazee",2558184,4,0.201739073437787,0.0504347683594468,0.5,0,2,0.5
1,"CB","Ronald Darby",2552689,15,0.198365676802666,0.0132243784535111,0.733333333333333,0,10,0.666666666666667
1,"CB","Ryan Smith",2555552,5,0.187628762111231,0.0375257524222463,0.6,0,3.5,0.7
1,"CB","Grant Haley",2561001,2,0.178382475163746,0.0891912375818728,0.5,0,2,1
1,"FS","Tyrann Mathieu",2540180,14,0.16792330804765,0.0119945220034036,0.642857142857143,0,10.5,0.75
1,"CB","Avonte Maddox",2560795,7,0.155283779204821,0.0221833970292602,0.428571428571429,1,5,0.714285714285714
1,"CB","Patrick Peterson",2495504,13,0.154743800862931,0.0119033692971485,0.538461538461538,0,8,0.615384615384615
1,"CB","Sidney Jones",2557958,13,0.123422658553689,0.0094940506579761,0.538461538461538,0,8,0.615384615384615
1,"CB","Parry Nickerson",2560822,6,0.0478096617034302,0.00796827695057169,0.5,0,3.5,0.583333333333333
1,"CB","Bradley Roby",2543505,15,0.0382404893284588,0.00254936595523059,0.733333333333333,0,11,0.733333333333333
1,"FS","Anthony Harris",2553655,3,0.00108630131593503,0.000362100438645009,0.666666666666667,0,3,1
1,"CB","William Jackson",2556367,9,0.000572339415802918,6.35932684225465e-05,0.555555555555556,0,6,0.666666666666667
1,"CB","Levi Wallace",2560914,3,-0.0038976360469329,-0.0012992120156443,0.666666666666667,0,2,0.666666666666667
1,"CB","Chidobe Awuzie",2557840,8,-0.0331870438109978,-0.00414838047637473,0.625,0,5,0.625
1,"DB","Tre Sullivan",2559260,1,-0.0463226845805176,-0.0463226845805176,0,0,1,1
1,"CB","Bashaud Breeland",2543571,4,-0.0472471132736502,-0.0118117783184125,0.5,0,1,0.25
1,"CB","Trevor Williams",2556828,3,-0.116919172376756,-0.0389730574589187,0.333333333333333,0,1.5,0.5
1,"FS","Corey Graham",2495613,7,-0.118551489092053,-0.0169359270131504,0.285714285714286,0,3.5,0.5
1,"CB","Byron Jones",2552568,11,-0.135335483935288,-0.0123032258122989,0.454545454545455,0,4.5,0.409090909090909
1,"CB","Robert Alford",2539653,4,-0.138890740052532,-0.034722685013133,0.5,0,3,0.75
1,"CB","Carlton Davis",2561039,6,-0.142160635370034,-0.023693439228339,0.666666666666667,0,1,0.166666666666667
1,"CB","Briean Boddy-Calhoun",2556475,15,-0.148986940776539,-0.00993246271843591,0.6,0,8,0.533333333333333
1,"CB","Darryl Roberts",2553353,12,-0.156074207366256,-0.013006183947188,0.5,0,9.5,0.791666666666667
1,"SS","Malcolm Jenkins",79848,10,-0.167771284201789,-0.0167771284201789,0.8,0,7,0.7
1,"SS","Justin Simmons",2555550,4,-0.192607722567875,-0.0481519306419688,0.25,0,3,0.75
1,"CB","Nick Nelson",2560819,2,-0.199755775860682,-0.0998778879303411,0.5,0,0,0
1,"FS","Eric Murray",2555173,8,-0.214794143307405,-0.0268492679134256,0.25,0,7,0.875
1,"CB","Troy Hill",2553536,10,-0.216988861041761,-0.0216988861041761,0.5,0,6.5,0.65
1,"CB","M.J. Stewart",2560884,8,-0.252115444952767,-0.0315144306190958,0.625,0,6,0.75
1,"FS","Antone Exum",2543680,5,-0.255123321972868,-0.0510246643945736,0.4,0,3.5,0.7
1,"FS","Eric Weddle",2495775,9,-0.255176281293166,-0.0283529201436851,0.555555555555556,0,6,0.666666666666667
1,"FS","Reggie Nelson",2507167,3,-0.273107742453615,-0.091035914151205,0,0,3,1
1,"CB","Torry McTyer",2559053,6,-0.297126352367371,-0.0495210587278951,0.5,0,3,0.5
1,"CB","Darius Slay",2540288,8,-0.379505626036354,-0.0474382032545442,0.5,0,7.5,0.9375
1,"CB","Orlando Scandrick",2307,10,-0.38946373005289,-0.038946373005289,0.5,0,6.5,0.65
1,"CB","Fabian Moreau",2558136,11,-0.399510720854753,-0.0363191564413412,0.454545454545455,0,8,0.727272727272727
1,"CB","Casey Hayward",2532861,4,-0.407905842452197,-0.101976460613049,0.5,0,3,0.75
1,"CB","Steven Nelson",2552265,15,-0.413798606607413,-0.0275865737738275,0.533333333333333,0,8,0.533333333333333
1,"CB","Jalen Mills",2555383,6,-0.468321882272421,-0.0780536470454035,0.5,0,6,1
1,"DB","Anthony Levine",2508004,5,-0.481029593970014,-0.0962059187940029,0.2,0,0,0
1,"FS","Lamarcus Joyner",2543492,8,-0.4957385657882,-0.0619673207235251,0.75,0,6,0.75
1,"CB","Justin Coleman",2553637,15,-0.49753836185373,-0.033169224123582,0.266666666666667,1,8,0.533333333333333
1,"CB","Morris Claiborne",2533059,12,-0.500242919198156,-0.0416869099331796,0.5,0,6.5,0.541666666666667
1,"FS","Will Parks",2556278,4,-0.540509325325126,-0.135127331331281,0.25,0,3.5,0.875
1,"CB","Desmond King",2557927,29,-0.544501162814303,-0.0187759021660104,0.620689655172414,0,17,0.586206896551724
1,"S","Isaiah Johnson",2556567,4,-0.574751858847375,-0.143687964711844,0.5,0,2,0.5
1,"FS","Marcus Maye",2557995,2,-0.59283973544996,-0.29641986772498,0.5,0,1,0.5
1,"FS","Andrew Adams",2556456,6,-0.617050750794576,-0.102841791799096,0.333333333333333,0,3.5,0.583333333333333
1,"CB","Darius Phillips",2560839,8,-0.646241880745558,-0.0807802350931948,0.5,1,6,0.75
1,"FS","Jaquiski Tartt",2552391,7,-0.68768441565345,-0.0982406308076357,0.428571428571429,0,4,0.571428571428571
1,"CB","Richard Sherman",2495507,7,-0.714162535910705,-0.102023219415815,0.571428571428571,0,5,0.714285714285714
1,"FS","Malik Hooker",2558060,3,-0.796685334739553,-0.265561778246518,0,0,1,0.333333333333333
1,"CB","Marcus Peters",2552488,18,-0.829602906112461,-0.0460890503395812,0.722222222222222,0,13.5,0.75
1,"CB","Quincy Wilson",2557961,8,-0.845787119791796,-0.105723389973975,0.375,0,5.5,0.6875
1,"CB","Denzel Ward",2560916,14,-0.865342431948765,-0.0618101737106261,0.642857142857143,0,11,0.785714285714286
1,"SS","Eric Reid",2540152,10,-0.939993380826356,-0.0939993380826356,0.6,0,7.5,0.75
1,"CB","Joe Haden",496733,15,-0.955313503507902,-0.0636875669005268,0.533333333333333,0,10,0.666666666666667
1,"FS","Kevin Byard",2555158,4,-0.961035572871249,-0.240258893217812,0.5,0,3,0.75
1,"CB","Coty Sensabaugh",2532946,6,-0.990032622280628,-0.165005437046771,0.333333333333333,0,4.5,0.75
1,"SS","Bradley McDougald",2539243,20,-1.01363398919707,-0.0506816994598533,0.5,0,13.5,0.675
1,"CB","Desmond Trufant",2539334,12,-1.09684838469631,-0.0914040320580259,0.416666666666667,0,8.5,0.708333333333333
1,"FS","Tre Boston",2543830,8,-1.10935903181954,-0.138669878977442,0.625,0,5,0.625
1,"CB","Sherrick McManis",494289,7,-1.11668352851825,-0.159526218359749,0.428571428571429,0,6,0.857142857142857
1,"DB","J.C. Jackson",2560754,8,-1.20728235243997,-0.150910294054997,0.5,0,4.5,0.5625
1,"CB","Anthony Brown",2555531,8,-1.21269961905966,-0.151587452382457,0.625,0,5,0.625
1,"FS","Jabrill Peppers",2557980,8,-1.21453794835812,-0.151817243544765,0.5,0,1.5,0.1875
1,"FS","Chuck Clark",2558248,5,-1.21793854530154,-0.243587709060308,0.2,0,2,0.4
1,"FS","Tedric Thompson",2557881,7,-1.31575141229593,-0.187964487470847,0.571428571428571,0,6,0.857142857142857
1,"FS","Budda Baker",2558009,11,-1.31640270577835,-0.119672973252578,0.454545454545455,0,6.5,0.590909090909091
1,"FS","Montae Nicholson",2558133,3,-1.32484945532903,-0.441616485109678,0.333333333333333,0,1,0.333333333333333
1,"CB","Tre'Davious White",2557867,14,-1.37930720269348,-0.0985219430495345,0.5,0,6.5,0.464285714285714
1,"FS","Jordan Poyer",2539290,12,-1.38290694467814,-0.115242245389845,0.333333333333333,0,7.5,0.625
1,"DB","Greg Stroman",2560886,10,-1.40453421017357,-0.140453421017357,0.5,0,7,0.7
1,"CB","Malcolm Butler",2550613,16,-1.44840235101275,-0.0905251469382971,0.5,0,11,0.6875
1,"CB","Marlon Humphrey",2558067,14,-1.46785665509452,-0.104846903935323,0.428571428571429,0,7.5,0.535714285714286
1,"CB","Eli Apple",2555277,22,-1.47172855892366,-0.066896752678348,0.590909090909091,0,16.5,0.75
1,"CB","Shareece Wright",2495251,14,-1.48895815730933,-0.106354154093524,0.285714285714286,0,9,0.642857142857143
1,"CB","Nate Hairston",2558108,4,-1.59382659007234,-0.398456647518086,0.25,0,1.5,0.375
1,"SS","Justin Reid",2560851,14,-1.63721838434258,-0.116944170310185,0.642857142857143,0,12.5,0.892857142857143
1,"CB","Terrance Mitchell",2543637,12,-1.6417892129045,-0.136815767742042,0.333333333333333,0,10,0.833333333333333
1,"SS","Kurt Coleman",494261,4,-1.68389837148503,-0.420974592871257,0.5,0,2.5,0.625
1,"CB","Josh Jackson",2560755,9,-1.76361048160843,-0.195956720178715,0.333333333333333,0,7,0.777777777777778
1,"CB","Brent Grimes",2506861,14,-1.794264240539,-0.128161731467072,0.642857142857143,0,9.5,0.678571428571429
1,"SS","Erik Harris",2555568,3,-1.7943052193626,-0.598101739787533,0.333333333333333,0,2,0.666666666666667
1,"FS","Darian Stewart",494307,7,-1.79847465956223,-0.256924951366033,0.571428571428571,0,3.5,0.5
1,"CB","Prince Amukamara",2495108,17,-1.81604894976493,-0.106826408809702,0.588235294117647,0,12.5,0.735294117647059
1,"SS","Sharrod Neasman",2556443,7,-1.82350173052642,-0.26050024721806,0.285714285714286,0,4,0.571428571428571
1,"CB","Ahkello Witherspoon",2558157,8,-1.83655087142366,-0.229568858927958,0.5,0,4,0.5
1,"CB","Josh Norman",2532920,13,-1.84640845993501,-0.142031419995001,0.307692307692308,0,7,0.538461538461538
1,"CB","Tramaine Brock",2507917,6,-1.84654873930328,-0.307758123217213,0.5,0,3,0.5
1,"CB","Bene' Benwikere",2543855,12,-1.88160696758941,-0.156800580632451,0.416666666666667,1,7,0.583333333333333
1,"SS","Derwin James",2560760,22,-1.94363661827749,-0.0883471190126133,0.545454545454545,0,12,0.545454545454545
1,"FS","Glover Quin",71441,6,-1.94389768019994,-0.32398294669999,0.5,0,5,0.833333333333333
1,"CB","A.J. Bouye",2541162,13,-1.95009174745187,-0.150007057496298,0.384615384615385,0,8,0.615384615384615
1,"CB","Jimmy Smith",2508107,9,-2.01458078193792,-0.223842309104213,0.444444444444444,0,6,0.666666666666667
1,"CB","Adoree' Jackson",2558065,27,-2.04166802542107,-0.0756173342748543,0.814814814814815,0,21,0.777777777777778
1,"CB","Bobby McCain",2552434,14,-2.08403982275045,-0.148859987339318,0.5,0,10,0.714285714285714
1,"CB","Leon Hall",2495617,7,-2.21909318370715,-0.317013311958165,0.428571428571429,0,3.5,0.5
1,"CB","Tramon Williams",2506789,16,-2.24610468969311,-0.140381543105819,0.5,0,9,0.5625
1,"CB","Kareem Jackson",496735,14,-2.32389293845465,-0.165992352746761,0.571428571428571,0,9,0.642857142857143
1,"SS","T.J. McDonald",2539309,10,-2.42603889572307,-0.242603889572307,0.3,0,8,0.8
1,"CB","Brian Poole",2556445,20,-2.44977425555991,-0.122488712777996,0.6,0,11.5,0.575
1,"CB","Jonathan Jones",2556571,17,-2.45063857034744,-0.144155210020437,0.529411764705882,0,12.5,0.735294117647059
1,"CB","Xavier Rhodes",2540155,12,-2.6494306793748,-0.2207858899479,0.5,0,9.5,0.791666666666667
1,"S","Terrell Edmunds",2560712,16,-2.82818581718824,-0.176761613574265,0.6875,0,9.5,0.59375
1,"CB","Mackensie Alexander",2555177,17,-3.01961997408227,-0.177624704357781,0.411764705882353,0,7.5,0.441176470588235
1,"CB","Brandon Carr",4365,8,-3.02145971216997,-0.377682464021246,0.375,0,5.5,0.6875
1,"SS","Barry Church",494259,6,-3.13703252979368,-0.522838754965613,0.5,0,3,0.5
1,"CB","Aqib Talib",1302,6,-3.23181624741155,-0.538636041235258,0.166666666666667,0,4,0.666666666666667
1,"FS","Curtis Riley",2553822,10,-3.39851540742197,-0.339851540742197,0.4,0,7,0.7
1,"FS","Xavier Woods",2558159,10,-3.46658511092264,-0.346658511092264,0.5,0,5,0.5
1,"CB","Xavien Howard",2555539,8,-3.83137316591201,-0.478921645739001,0.25,0,6,0.75
1,"CB","Mike Ford",2561527,5,-3.8334748050319,-0.76669496100638,0.2,0,2,0.4
1,"FS","Marcus Gilchrist",2495153,9,-3.91777791254772,-0.435308656949747,0.444444444444444,0,6,0.666666666666667
1,"CB","James Bradberry",2555175,16,-4.0411416234907,-0.252571351468169,0.4375,0,9.5,0.59375
1,"CB","Shaquill Griffin",2558259,13,-4.10419360100537,-0.315707200077337,0.615384615384615,0,8,0.615384615384615
1,"SS","Sean Davis",2555386,9,-4.21559336328407,-0.468399262587119,0.222222222222222,0,4,0.444444444444444
1,"CB","Jaire Alexander",2560952,18,-4.44502512499044,-0.246945840277247,0.5,0,12.5,0.694444444444444
1,"FS","Duron Harmon",2541243,5,-4.74688052870909,-0.949376105741818,0.6,0,3,0.6
1,"SS","Shawn Williams",2539233,12,-4.93559441059244,-0.411299534216037,0.5,0,7.5,0.625
1,"SS","Kentrell Brice",2556480,4,-5.30640511157673,-1.32660127789418,0.5,0,2,0.5
1,"FS","D.J. Swearinger",2539943,11,-5.6209564264675,-0.510996038769773,0.636363636363636,0,7,0.636363636363636
1,"CB","Bryce Callahan",2553500,13,-6.75118523558146,-0.519321941198574,0.461538461538462,0,8,0.615384615384615
1,"CB","Gareon Conley",2558062,7,-7.68462424790072,-1.09780346398582,0.285714285714286,0,4,0.571428571428571
1,"CB","Sam Shields",1037374,12,-7.79550085264819,-0.649625071054016,0.333333333333333,0,6,0.5
0,"FS","Kendrick Lewis",494277,2,2.13490248641385,1.06745124320692,1,0,1,0.5
0,"CB","Holton Hill",2560741,2,1.33433381135238,0.667166905676191,1,0,2,1
0,"DB","Isaac Yiadom",2560946,5,1.18847058090545,0.23769411618109,0.8,0,4,0.8
0,"CB","Mike Hughes",2560746,7,1.15729660914458,0.165328087020654,0.857142857142857,1,4.5,0.642857142857143
0,"S","Doug Middleton",2556617,2,0.942224034462513,0.471112017231257,1,0,2,1
0,"CB","Jamal Agnew",2558821,1,0.855922254654105,0.855922254654105,1,0,1,1
0,"DB","Tracy Walker",2560913,2,0.823739366357908,0.411869683178954,1,0,1,0.5
0,"CB","Deante Burton",2559109,2,0.809323532286805,0.404661766143403,1,0,2,1
0,"FS","Clayton Fejedelem",2555355,3,0.70219370731545,0.23406456910515,0.666666666666667,0,1.5,0.5
0,"CB","Dominique Rodgers-Cromartie",306,3,0.603095887198286,0.201031962399429,0.666666666666667,0,1,0.333333333333333
0,"DB","Danny Johnson",2560764,4,0.580854328292224,0.145213582073056,0.25,0,2,0.5
0,"DB","Kevin Toliver",2560901,5,0.571465863214817,0.114293172642963,0.8,0,0,0
0,"CB","Derrick Jones",2558819,2,0.564414835476744,0.282207417738372,1,0,2,1
0,"SS","Deshazor Everett",2553710,2,0.532910892045883,0.266455446022942,0.5,0,1,0.5
0,"CB","Marcus Williams",2550605,3,0.52190740689017,0.173969135630057,1,0,3,1
0,"CB","Tony Brown",2560982,8,0.521342473606917,0.0651678092008647,0.75,0,5.5,0.6875
0,"CB","Kevin King",2557996,5,0.471173108850141,0.0942346217700283,0.6,0,2,0.4
0,"SS","Matthias Farley",2556429,1,0.375223917001065,0.375223917001065,1,0,0.5,0.5
0,"CB","David Amerson",2540170,4,0.370000488193345,0.0925001220483363,1,0,4,1
0,"CB","LeShaun Sims",2555551,3,0.269498985035489,0.0898329950118298,1,0,3,1
0,"SS","Deon Bush",2555155,3,0.269261233046369,0.0897537443487896,0.666666666666667,1,3,1
0,"CB","E.J. Gaines",2543823,2,0.239851937487427,0.119925968743713,0.5,0,1.5,0.75
0,"CB","De'Vante Harris",2556833,2,0.206156649288307,0.103078324644154,1,0,0,0
0,"CB","Corn Elder",2558171,1,0.204731550586271,0.204731550586271,1,0,1,1
0,"CB","Eric Rowe",2552255,1,0.198008227938693,0.198008227938693,1,0,1,1
0,"CB","Teez Tabor",2557955,4,0.196534159830582,0.0491335399576456,0.75,0,3,0.75
0,"SS","Ricardo Allen",2543850,3,0.189079149234196,0.0630263830780652,0.333333333333333,0,2.5,0.833333333333333
0,"DB","Marcus Allen",2560956,1,0.181666770506406,0.181666770506406,1,0,0.5,0.5
0,"FS","J.J. Wilcox",2540219,1,0.117118438077332,0.117118438077332,1,0,1,1
0,"CB","Rashard Robinson",2555546,2,0.109092839320445,0.0545464196602224,0.5,0,1,0.5
0,"FS","Ibraheim Campbell",2552605,2,0.106703407921021,0.0533517039605107,1,0,2,1
0,"FS","Earl Thomas",2508080,1,0.0879231790956886,0.0879231790956886,1,0,1,1
0,"CB","Tony McRae",2556817,1,0.0859937908001399,0.0859937908001399,1,0,0,0
0,"FS","Shalom Luani",2558274,1,0.0635004280495883,0.0635004280495883,1,0,1,1
0,"CB","Cornell Armstrong",2561147,1,0.0572666252917031,0.0572666252917031,1,0,1,1
0,"DB","Dean Marlowe",2553562,1,0.05656655411109,0.05656655411109,1,0,1,1
0,"CB","Davon House",2495170,1,0.0450354462696886,0.0450354462696886,1,0,0,0
0,"SS","Chris Banjo",2541192,1,0.0254955020174537,0.0254955020174537,1,0,0,0
0,"SS","Blake Countess",2556374,1,0.015359808471584,0.015359808471584,1,0,1,1
0,"CB","Donte' Deayon",2556512,1,0.00666155872464524,0.00666155872464524,1,0,1,1
0,"SS","Corey Moore",2553817,1,0.0063941253783284,0.0063941253783284,1,0,1,1
0,"SS","Terrence Brooks",2543712,1,4.38903855686235e-05,4.38903855686235e-05,1,0,0,0
0,"SS","Andrew Sendejo",2525323,2,-0.0143297047781251,-0.00716485238906256,0.5,0,2,1
0,"DB","Keion Crossen",2561157,1,-0.0410297943951491,-0.0410297943951491,0,0,1,1
0,"FS","George Odum",2561131,2,-0.0475476468921274,-0.0237738234460637,0.5,0,2,1
0,"FS","Adrian Colbert",2558857,1,-0.0604211529137374,-0.0604211529137374,0,0,1,1
0,"CB","Akeem King",2553456,1,-0.0618608339005506,-0.0618608339005506,0,0,0,0
0,"DB","Dymonte Thomas",2559293,1,-0.117556691641062,-0.117556691641062,0,0,0.5,0.5
