"qualifying","position","displayName","nflId_def","time_after_snap","count","avg_epa","avg_eps_tracking_per_play"
1,"CB","Aaron Colvin",2543501,2.1,78,-0.00572623719856022,0.0354741253252805
1,"CB","Aaron Colvin",2543501,2.2,73,-0.00364054364514486,0.0327279048246586
1,"CB","Aaron Colvin",2543501,2.3,68,0.000236976829461512,0.0283888374139028
1,"CB","Aaron Colvin",2543501,2.4,58,-0.00842878848992497,0.0289971797202201
1,"CB","Aaron Colvin",2543501,2.5,53,-0.0163451244473011,0.0284225040428644
1,"CB","Aaron Colvin",2543501,2.6,43,0.0944661204399257,-0.00660143562130819
1,"CB","Aaron Colvin",2543501,2.7,39,0.10773123411653,-0.0133567596141689
1,"CB","Aaron Colvin",2543501,2.8,36,0.151246084979357,-0.0297563872472075
1,"CB","Aaron Colvin",2543501,2.9,33,0.175601222445507,-0.0391828269693979
1,"CB","Aaron Colvin",2543501,3,28,0.166851411682177,-0.038838965551057
1,"CB","Aaron Colvin",2543501,3.1,27,0.148444564050086,-0.0323726367637685
1,"CB","Aaron Colvin",2543501,3.2,24,0.116302653746706,-0.0203109887979728
1,"CB","Aaron Colvin",2543501,3.3,22,0.142100916008116,-0.0324704407964033
1,"CB","Aaron Colvin",2543501,3.4,21,0.163091696380646,-0.042123635345902
1,"CB","Aaron Colvin",2543501,3.5,20,0.172278095548891,-0.0486200712339638
1,"CB","Aaron Colvin",2543501,3.6,19,0.140027482447286,-0.0374958535289235
1,"CB","Aaron Colvin",2543501,3.7,16,0.260544143518121,-0.0725013010835025
1,"CB","Aaron Colvin",2543501,3.8,16,0.272797484542137,-0.0764790946696793
1,"CB","Aaron Colvin",2543501,3.9,16,0.288564327466735,-0.0822934115118061
1,"CB","Aaron Colvin",2543501,4,16,0.307493783799124,-0.0887929681210573
1,"CB","Aaron Colvin",2543501,4.1,14,0.247763880384806,-0.0653101160155242
1,"CB","Aaron Colvin",2543501,4.2,12,0.0524612451286098,0.00707112702483337
1,"CB","Aaron Colvin",2543501,4.3,12,0.0712358133216628,0.000564929685057933
1,"CB","Aaron Colvin",2543501,4.4,10,0.119146668215696,-0.0209070682430748
1,"CB","Aaron Colvin",2543501,4.5,9,0.102813273672384,-0.0175751492472597
1,"CB","Aaron Colvin",2543501,4.6,9,0.137704417460715,-0.0304844867097389
1,"CB","Aaron Colvin",2543501,4.7,6,0.0581236574410447,0.00858199523381437
1,"CB","Aaron Colvin",2543501,4.8,6,0.0605415351697693,0.00712090176224865
1,"CB","Aaron Colvin",2543501,4.9,6,0.0679998893068836,0.00444638958693216
1,"CB","Aaron Colvin",2543501,5,5,-0.0779010048062913,0.06021351895821
1,"CB","Aaron Colvin",2543501,5.1,5,-0.0556234172726355,0.0527183076877645
1,"CB","Aaron Colvin",2543501,5.2,5,-0.0476426290757757,0.0504322941595931
1,"CB","Aaron Colvin",2543501,5.3,4,-0.0523530048568585,0.0482448411067421
1,"CB","Aaron Colvin",2543501,5.4,3,-0.113303429455372,0.0623992214237081
1,"CB","Aaron Colvin",2543501,5.5,3,-0.131645067382273,0.0708916087661064
1,"CB","Aaron Colvin",2543501,5.6,3,-0.148266659993514,0.0785955556470102
1,"CB","Aaron Colvin",2543501,5.7,3,-0.162572831689395,0.0869328679902918
1,"CB","Aaron Colvin",2543501,5.8,3,-0.152698276440016,0.0857008967306398
1,"CB","Aaron Colvin",2543501,5.9,3,-0.142152895145409,0.0841442028493629
1,"CB","Aaron Colvin",2543501,6,2,-0.381468902964775,0.164941907080971
1,"CB","Adoree' Jackson",2558065,0.5,273,-0.00734186190123623,0.034924389690924
1,"CB","Adoree' Jackson",2558065,0.6,273,-0.073971898073158,0.057001195896259
1,"CB","Adoree' Jackson",2558065,0.7,273,-0.128623607583572,0.0763167890630996
1,"CB","Adoree' Jackson",2558065,0.8,273,-0.160435944741249,0.0881533149064258
1,"CB","Adoree' Jackson",2558065,0.9,273,-0.176551239840602,0.0943411062778926
1,"CB","Adoree' Jackson",2558065,1,273,-0.170052219246782,0.0933019925395303
1,"CB","Adoree' Jackson",2558065,1.1,273,-0.142592153396372,0.0858855586042
1,"CB","Adoree' Jackson",2558065,1.2,271,-0.113471590260586,0.0768112556430791
1,"CB","Adoree' Jackson",2558065,1.3,270,-0.0839563012486211,0.0675946561691638
1,"CB","Adoree' Jackson",2558065,1.4,267,-0.0542831144781079,0.0576780552587419
1,"CB","Adoree' Jackson",2558065,1.5,265,-0.0221805161070222,0.0471278647037227
1,"CB","Adoree' Jackson",2558065,1.6,264,0.00504141543612834,0.0383403468169373
1,"CB","Adoree' Jackson",2558065,1.7,259,0.029171180376644,0.0311625418062031
1,"CB","Adoree' Jackson",2558065,1.8,250,0.0560382141152399,0.0225919149578138
1,"CB","Adoree' Jackson",2558065,1.9,246,0.0700974761934331,0.0183598266485919
1,"CB","Adoree' Jackson",2558065,2,240,0.0870028136221088,0.0123706492310257
1,"CB","Adoree' Jackson",2558065,2.1,227,0.115036325440044,0.0025506912146562
1,"CB","Adoree' Jackson",2558065,2.2,216,0.122609163831369,-0.000208066042336976
1,"CB","Adoree' Jackson",2558065,2.3,207,0.141363705996127,-0.00770337649778788
1,"CB","Adoree' Jackson",2558065,2.4,192,0.14999898730647,-0.0117313041190585
1,"CB","Adoree' Jackson",2558065,2.5,186,0.161470595396354,-0.0171262603382289
1,"CB","Adoree' Jackson",2558065,2.6,166,0.22312417578045,-0.0392792548709352
1,"CB","Adoree' Jackson",2558065,2.7,153,0.230303372141772,-0.0427147853993832
1,"CB","Adoree' Jackson",2558065,2.8,138,0.241209042276821,-0.0492658748026549
1,"CB","Adoree' Jackson",2558065,2.9,124,0.251914962796096,-0.0542474556738608
1,"CB","Adoree' Jackson",2558065,3,109,0.239490710251813,-0.0524648279490293
1,"CB","Adoree' Jackson",2558065,3.1,100,0.269101743156721,-0.063357388113297
1,"CB","Adoree' Jackson",2558065,3.2,90,0.271570280151039,-0.066100039087071
1,"CB","Adoree' Jackson",2558065,3.3,75,0.315042696599907,-0.082136170036792
1,"CB","Adoree' Jackson",2558065,3.4,63,0.30612711583884,-0.0813986824246223
1,"CB","Adoree' Jackson",2558065,3.5,56,0.284840091123969,-0.0732755661649191
1,"CB","Adoree' Jackson",2558065,3.6,51,0.222305396091174,-0.0500243241489937
1,"CB","Adoree' Jackson",2558065,3.7,46,0.198581169391462,-0.042981122510263
1,"CB","Adoree' Jackson",2558065,3.8,40,0.0838828520102112,-0.00299823700600117
1,"CB","Adoree' Jackson",2558065,3.9,34,0.044404671668075,0.00517209398079775
1,"CB","Adoree' Jackson",2558065,4,31,0.0217138536558295,0.00926246897434844
1,"CB","Adoree' Jackson",2558065,4.1,30,0.0351840269439233,0.0033115102380653
1,"CB","Adoree' Jackson",2558065,4.2,29,0.0476579660157269,-0.00248751113570662
1,"CB","Adoree' Jackson",2558065,4.3,28,0.0367688520136587,3.48462979796063e-05
1,"CB","Adoree' Jackson",2558065,4.4,24,0.0290021232933752,0.00260934849819723
1,"CB","Adoree' Jackson",2558065,4.5,21,0.0436527631370668,-0.00471980360792915
1,"CB","Adoree' Jackson",2558065,4.6,18,-0.188066327469063,0.0836169390949658
1,"CB","Adoree' Jackson",2558065,4.7,18,-0.205406222402721,0.0882650584590508
1,"CB","Adoree' Jackson",2558065,4.8,16,-0.225310109305252,0.0913854174200849
1,"CB","Adoree' Jackson",2558065,4.9,15,-0.27744042820072,0.108211537706791
1,"CB","Adoree' Jackson",2558065,5,15,-0.267704158179015,0.103377543178227
1,"CB","Adoree' Jackson",2558065,5.1,14,-0.215757804982139,0.0840757134806756
1,"CB","Adoree' Jackson",2558065,5.2,14,-0.202408666431542,0.0775800197755635
1,"CB","Adoree' Jackson",2558065,5.3,12,-0.244824845143844,0.0854957980456472
1,"CB","Adoree' Jackson",2558065,5.4,9,-0.472011085509195,0.163237181925325
1,"CB","Adoree' Jackson",2558065,5.5,9,-0.47309251785856,0.163974402772816
1,"CB","Adoree' Jackson",2558065,5.6,9,-0.47031710197141,0.163684369890196
1,"CB","Adoree' Jackson",2558065,5.7,9,-0.479482093341772,0.166520168810475
1,"CB","Adoree' Jackson",2558065,5.8,9,-0.481366254832173,0.167927294050501
1,"CB","Adoree' Jackson",2558065,5.9,9,-0.479284936032753,0.167632537000281
1,"CB","Adoree' Jackson",2558065,6,9,-0.470129515020688,0.16498331926207
1,"CB","Ahkello Witherspoon",2558157,0.5,216,-0.0543934789279523,0.0545176885975534
1,"CB","Ahkello Witherspoon",2558157,0.6,216,-0.113672063966748,0.0728342511638207
1,"CB","Ahkello Witherspoon",2558157,0.7,216,-0.157316379182319,0.0868792221622844
1,"CB","Ahkello Witherspoon",2558157,0.8,216,-0.18593133285253,0.0963375911834548
1,"CB","Ahkello Witherspoon",2558157,0.9,216,-0.199837150751758,0.101469682060008
1,"CB","Ahkello Witherspoon",2558157,1,216,-0.198392388726844,0.101743057864482
1,"CB","Ahkello Witherspoon",2558157,1.1,216,-0.178913781347993,0.0958317283551662
1,"CB","Ahkello Witherspoon",2558157,1.2,216,-0.14716836922175,0.0860458939347311
1,"CB","Ahkello Witherspoon",2558157,1.3,216,-0.106833751972917,0.0736932914300163
1,"CB","Ahkello Witherspoon",2558157,1.4,215,-0.0623042558393206,0.0599354523231525
1,"CB","Ahkello Witherspoon",2558157,1.5,211,-0.0151972262576029,0.0455963231806396
1,"CB","Ahkello Witherspoon",2558157,1.6,209,0.0183689832666825,0.0345543211226603
1,"CB","Ahkello Witherspoon",2558157,1.7,206,0.0418643315336943,0.0268758866744162
1,"CB","Ahkello Witherspoon",2558157,1.8,200,0.0641770345922891,0.0187385868512717
1,"CB","Ahkello Witherspoon",2558157,1.9,197,0.0758579261410563,0.0140828795291643
1,"CB","Ahkello Witherspoon",2558157,2,190,0.0883119054560103,0.00921896949846633
1,"CB","Ahkello Witherspoon",2558157,2.1,181,0.0970995954906161,0.00507160106689869
1,"CB","Ahkello Witherspoon",2558157,2.2,170,0.11099197178531,-0.00032851080190605
1,"CB","Ahkello Witherspoon",2558157,2.3,164,0.114975349405381,-0.00219380674582195
1,"CB","Ahkello Witherspoon",2558157,2.4,152,0.113189059140336,-0.00149979029270177
1,"CB","Ahkello Witherspoon",2558157,2.5,137,0.111730212301482,-0.00138451212484257
1,"CB","Ahkello Witherspoon",2558157,2.6,121,0.1033100143832,0.00128164568123421
1,"CB","Ahkello Witherspoon",2558157,2.7,108,0.105688221166153,-0.000858353555680624
1,"CB","Ahkello Witherspoon",2558157,2.8,101,0.147561429428895,-0.0160255811572748
1,"CB","Ahkello Witherspoon",2558157,2.9,91,0.194714010732543,-0.0351042282017228
1,"CB","Ahkello Witherspoon",2558157,3,80,0.22819494149578,-0.0511218741565916
1,"CB","Ahkello Witherspoon",2558157,3.1,74,0.246173801431244,-0.0588439005058577
1,"CB","Ahkello Witherspoon",2558157,3.2,63,0.286219240241726,-0.0741852051125691
1,"CB","Ahkello Witherspoon",2558157,3.3,57,0.276690074168351,-0.0713989963930624
1,"CB","Ahkello Witherspoon",2558157,3.4,53,0.240632229196151,-0.0553808088497734
1,"CB","Ahkello Witherspoon",2558157,3.5,49,0.188442789004418,-0.036833356485226
1,"CB","Ahkello Witherspoon",2558157,3.6,43,0.157062925805192,-0.0263116778039993
1,"CB","Ahkello Witherspoon",2558157,3.7,35,0.19667095272446,-0.0390884242152146
1,"CB","Ahkello Witherspoon",2558157,3.8,32,0.230490103546839,-0.0511804421069661
1,"CB","Ahkello Witherspoon",2558157,3.9,28,0.227787190059655,-0.0535754780329547
1,"CB","Ahkello Witherspoon",2558157,4,25,0.234092607389953,-0.0569583305606665
1,"CB","Ahkello Witherspoon",2558157,4.1,21,0.265450431816684,-0.0696642012122959
1,"CB","Ahkello Witherspoon",2558157,4.2,20,0.259560474567524,-0.0675728100268328
1,"CB","Ahkello Witherspoon",2558157,4.3,18,0.272116113556206,-0.0751130583749305
1,"CB","Ahkello Witherspoon",2558157,4.4,18,0.263194901481222,-0.0733885035301186
1,"CB","Ahkello Witherspoon",2558157,4.5,16,0.267976221835579,-0.0798314039352649
1,"CB","Ahkello Witherspoon",2558157,4.6,14,0.0548310351537765,-0.000904666536143327
1,"CB","Ahkello Witherspoon",2558157,4.7,14,0.0454511103230864,0.0025838772084756
1,"CB","Ahkello Witherspoon",2558157,4.8,12,-0.000368995233008609,0.0261435847484306
1,"CB","Ahkello Witherspoon",2558157,4.9,11,-0.0525946039087023,0.0447741981020221
1,"CB","Ahkello Witherspoon",2558157,5,11,-0.102109254923731,0.0572618658475585
1,"CB","Ahkello Witherspoon",2558157,5.1,10,-0.12520977689646,0.0637116442217261
1,"CB","Ahkello Witherspoon",2558157,5.2,8,0.0444034624248803,0.0254386726449084
1,"CB","Ahkello Witherspoon",2558157,5.3,7,-0.0391630308849356,0.057920728539314
1,"CB","Ahkello Witherspoon",2558157,5.4,7,-0.0408921284251751,0.0595955443374901
1,"CB","Ahkello Witherspoon",2558157,5.5,5,-0.108798720172336,0.0805479608873623
1,"CB","Ahkello Witherspoon",2558157,5.6,5,-0.0891335576451022,0.0742896417470844
1,"CB","Ahkello Witherspoon",2558157,5.7,5,-0.0680277234242241,0.0672801914203654
1,"CB","Ahkello Witherspoon",2558157,5.8,5,-0.0323502735918674,0.0564800730488801
1,"CB","Ahkello Witherspoon",2558157,5.9,5,0.00157145556174046,0.0469323935957726
1,"CB","Ahkello Witherspoon",2558157,6,5,0.048748623292289,0.0318106052010158
1,"CB","Anthony Brown",2555531,0.5,189,-0.0771096215809706,0.0608308227726695
1,"CB","Anthony Brown",2555531,0.6,189,-0.148110578553164,0.081701557564506
1,"CB","Anthony Brown",2555531,0.7,189,-0.198578642522636,0.0970259332773556
1,"CB","Anthony Brown",2555531,0.8,189,-0.232615051448592,0.108378661438987
1,"CB","Anthony Brown",2555531,0.9,189,-0.247420492344821,0.113913725277352
1,"CB","Anthony Brown",2555531,1,189,-0.255202250776906,0.117242009544495
1,"CB","Anthony Brown",2555531,1.1,188,-0.242969299289071,0.114258322447625
1,"CB","Anthony Brown",2555531,1.2,188,-0.216371111220746,0.10728876435834
1,"CB","Anthony Brown",2555531,1.3,186,-0.177560493343172,0.0959306231356521
1,"CB","Anthony Brown",2555531,1.4,186,-0.140355332685665,0.0845241995273364
1,"CB","Anthony Brown",2555531,1.5,186,-0.101887430490507,0.0722834067870202
1,"CB","Anthony Brown",2555531,1.6,185,-0.0635905947012449,0.0597376639939573
1,"CB","Anthony Brown",2555531,1.7,182,-0.0281639464818516,0.0479229275269218
1,"CB","Anthony Brown",2555531,1.8,179,0.00248239049174131,0.037518533396594
1,"CB","Anthony Brown",2555531,1.9,175,0.0237008454481224,0.0294973572871021
1,"CB","Anthony Brown",2555531,2,163,0.0429638241165144,0.0221021082020308
1,"CB","Anthony Brown",2555531,2.1,155,0.0610654648392629,0.0159930919253733
1,"CB","Anthony Brown",2555531,2.2,146,0.0608400185668095,0.0163162220222979
1,"CB","Anthony Brown",2555531,2.3,134,0.069694451716713,0.0126657605448032
1,"CB","Anthony Brown",2555531,2.4,121,0.0929100719037202,0.00551213787246909
1,"CB","Anthony Brown",2555531,2.5,112,0.0734981202880633,0.0142752441479474
1,"CB","Anthony Brown",2555531,2.6,105,0.0820262900938107,0.00950022462208411
1,"CB","Anthony Brown",2555531,2.7,92,0.0823686034041689,0.00886744085877751
1,"CB","Anthony Brown",2555531,2.8,82,0.0654961316285295,0.0130250155719821
1,"CB","Anthony Brown",2555531,2.9,74,0.0285793338099563,0.026809541561896
1,"CB","Anthony Brown",2555531,3,65,0.0076977311007953,0.0325201928431531
1,"CB","Anthony Brown",2555531,3.1,61,-0.0353929309729754,0.0468544171359987
1,"CB","Anthony Brown",2555531,3.2,52,-0.0495392905977916,0.0562404961737691
1,"CB","Anthony Brown",2555531,3.3,42,-0.0254079522220628,0.0452225873877673
1,"CB","Anthony Brown",2555531,3.4,38,-0.00654427425215826,0.0411673779601832
1,"CB","Anthony Brown",2555531,3.5,34,-0.0168106170708751,0.0441388946202732
1,"CB","Anthony Brown",2555531,3.6,30,-0.0868294666051265,0.0727912770944924
1,"CB","Anthony Brown",2555531,3.7,27,-0.0928493852852524,0.0744365507970199
1,"CB","Anthony Brown",2555531,3.8,26,-0.0966406284168582,0.0749355905131908
1,"CB","Anthony Brown",2555531,3.9,25,-0.109072665791325,0.0785284478325784
1,"CB","Anthony Brown",2555531,4,23,-0.11209144561051,0.0785048355742198
1,"CB","Anthony Brown",2555531,4.1,22,-0.0986442607285151,0.0739691996529701
1,"CB","Anthony Brown",2555531,4.2,22,-0.0997051404605858,0.0738619943444553
1,"CB","Anthony Brown",2555531,4.3,20,-0.0509136746738237,0.0598854171217901
1,"CB","Anthony Brown",2555531,4.4,18,-0.0124828285677129,0.0478618862315536
1,"CB","Anthony Brown",2555531,4.5,17,0.0107425326901172,0.0403255904691398
1,"CB","Anthony Brown",2555531,4.6,13,0.0147943591658756,0.0367305846120278
1,"CB","Anthony Brown",2555531,4.7,13,0.0109000556243516,0.0379168973508762
1,"CB","Anthony Brown",2555531,4.8,12,0.00734391518466115,0.0377587671814506
1,"CB","Anthony Brown",2555531,4.9,11,-0.0161236448032759,0.0442023468563625
1,"CB","Anthony Brown",2555531,5,10,-0.091887334859049,0.07336023404363
1,"CB","Anthony Brown",2555531,5.1,8,-0.0810805866836041,0.0689123284296834
1,"CB","Anthony Brown",2555531,5.2,6,-0.0716691306107598,0.0650509827576811
1,"CB","Anthony Brown",2555531,5.3,5,-0.0318947157993519,0.0489774173818578
1,"CB","Anthony Brown",2555531,5.4,5,-0.051057607504703,0.0529008347054929
1,"CB","Anthony Brown",2555531,5.5,4,-0.0500211750283392,0.0444882882734598
1,"CB","Anthony Brown",2555531,5.6,4,-0.074006858906772,0.0497062735429766
1,"CB","Anthony Brown",2555531,5.7,4,-0.0983571138546095,0.0535114910136838
1,"CB","Anthony Brown",2555531,5.8,4,-0.111518111237451,0.0552384800526825
1,"CB","Anthony Brown",2555531,5.9,3,-0.399694738972582,0.155244775147318
1,"CB","Anthony Brown",2555531,6,2,-0.205285060871467,0.0933457538986177
1,"CB","Artie Burns",2555344,0.5,106,-0.0102951066543672,0.0405577317079502
1,"CB","Artie Burns",2555344,0.6,106,-0.0843341423664269,0.0637464109517441
1,"CB","Artie Burns",2555344,0.7,106,-0.151618029304038,0.0847744713312454
1,"CB","Artie Burns",2555344,0.8,106,-0.203204343872288,0.100735278791561
1,"CB","Artie Burns",2555344,0.9,106,-0.229932386470122,0.109535733429693
1,"CB","Artie Burns",2555344,1,106,-0.236980873156898,0.112198109390299
1,"CB","Artie Burns",2555344,1.1,106,-0.22893354198742,0.110262448351099
1,"CB","Artie Burns",2555344,1.2,106,-0.201954032625953,0.102693076054966
1,"CB","Artie Burns",2555344,1.3,106,-0.152527414593494,0.0872753887830532
1,"CB","Artie Burns",2555344,1.4,105,-0.100592394427617,0.0704314700757735
1,"CB","Artie Burns",2555344,1.5,103,-0.0452910265106169,0.0516679109483037
1,"CB","Artie Burns",2555344,1.6,103,0.012430464021843,0.0325421440757225
1,"CB","Artie Burns",2555344,1.7,102,0.0569850032326596,0.0172124161940037
1,"CB","Artie Burns",2555344,1.8,101,0.0920239194249435,0.00546979304879411
1,"CB","Artie Burns",2555344,1.9,97,0.126437942425433,-0.00633727741938489
1,"CB","Artie Burns",2555344,2,90,0.167723761845765,-0.0189544950164543
1,"CB","Artie Burns",2555344,2.1,86,0.197642152923568,-0.0300312469384057
1,"CB","Artie Burns",2555344,2.2,80,0.210716993431419,-0.0337522075069581
1,"CB","Artie Burns",2555344,2.3,75,0.216497407410846,-0.0358937580166962
1,"CB","Artie Burns",2555344,2.4,69,0.219096050840558,-0.0345414847208836
1,"CB","Artie Burns",2555344,2.5,59,0.192174029909416,-0.0230760375494188
1,"CB","Artie Burns",2555344,2.6,54,0.161393923783248,-0.0115026441044112
1,"CB","Artie Burns",2555344,2.7,47,0.156804033220411,-0.010243803313474
1,"CB","Artie Burns",2555344,2.8,40,0.159521641643741,-0.0126404596138771
1,"CB","Artie Burns",2555344,2.9,35,0.156663350152413,-0.0139520729576204
1,"CB","Artie Burns",2555344,3,32,0.188145619666536,-0.0249745210414833
1,"CB","Artie Burns",2555344,3.1,31,0.208224015761649,-0.0319884686173121
1,"CB","Artie Burns",2555344,3.2,27,0.18070936988589,-0.0242923479141394
1,"CB","Artie Burns",2555344,3.3,25,0.181546085361925,-0.0258735838640127
1,"CB","Artie Burns",2555344,3.4,20,0.206118227033957,-0.0325982289432545
1,"CB","Artie Burns",2555344,3.5,17,0.207887717496348,-0.0351515673465626
1,"CB","Artie Burns",2555344,3.6,15,0.215143644600207,-0.0422417431381727
1,"CB","Artie Burns",2555344,3.7,15,0.249667963590368,-0.0594405178883049
1,"CB","Artie Burns",2555344,3.8,13,0.118053192401413,-0.00562015090121463
1,"CB","Artie Burns",2555344,3.9,12,0.175184254462466,-0.0308642143313015
1,"CB","Artie Burns",2555344,4,12,0.163212699676271,-0.0250641583358018
1,"CB","Artie Burns",2555344,4.1,12,0.182670724854189,-0.0327002559135082
1,"CB","Artie Burns",2555344,4.2,10,0.298710891262272,-0.0697381368144406
1,"CB","Artie Burns",2555344,4.3,9,0.291272714033798,-0.0671275058698041
1,"CB","Artie Burns",2555344,4.4,8,0.298227076418445,-0.0698383518942895
1,"CB","Artie Burns",2555344,4.5,8,0.264695181818831,-0.0573434927062293
1,"CB","Artie Burns",2555344,4.6,8,0.208535150209763,-0.0360724473110727
