"qualifying","position","displayName","nflId_def","targets","closing_penalties","eps_saved_closing_w_penalties","eps_saved_closing","eps_saved_closing_per_target","eps_saved_closing_per_target_w_penalties","epa_pass_attempt_avg"
1,"CB","Logan Ryan",2540162,32,0,1.71207625459657,0.940586945868169,0.0293933420583803,0.0293933420583803,0.214115671925561
1,"CB","Trevor Williams",2556828,20,0,1.70428663753965,1.2221058195844,0.0611052909792201,0.0611052909792201,0.396567435013638
1,"CB","Brian Poole",2556445,28,0,1.70081029123236,1.02575714609501,0.0366341837891074,0.0366341837891074,0.300593682505233
1,"FS","Antoine Bethea",2495807,24,0,1.66425783067219,1.08564084912589,0.0452350353802454,0.0452350353802454,0.232911471049716
1,"FS","Jabrill Peppers",2557980,20,0,1.63545773759241,1.15327691963716,0.0576638459818581,0.0576638459818581,0.259419636711616
1,"CB","Josh Jackson",2560755,29,0,1.57546974507348,0.87630755903837,0.0302175020358059,0.0302175020358059,0.177046316978462
1,"S","Minkah Fitzpatrick",2560725,40,1,1.53537959035348,0.770024058335576,0.0192506014583894,0.0137494154088739,0.303312830934222
1,"CB","Jalen Ramsey",2555280,52,1,1.49156922370999,0.91629418770972,0.0176210420713408,0.00416765092543624,0.261415979561703
1,"SS","Landon Collins",2552454,32,0,1.48588216120127,0.714392852472873,0.0223247766397773,0.0223247766397773,0.331430143316871
1,"CB","Eli Apple",2555277,52,0,1.47463340512036,0.220963278436713,0.00424929381609064,0.00424929381609064,0.28742542260263
1,"CB","Prince Amukamara",2495108,49,0,1.47076265815985,0.289419654169489,0.00590652355447937,0.00590652355447937,0.156343183921477
1,"CB","Mackensie Alexander",2555177,14,0,1.45105505153027,1.1135284789616,0.079537748497257,0.079537748497257,0.157748778673618
1,"SS","Marqui Christian",2556277,23,0,1.44687912695792,0.892371186309381,0.0387987472308427,0.0387987472308427,0.310200773600521
1,"CB","Torry McTyer",2559053,16,0,1.39863085375023,1.01288619938603,0.0633053874616272,0.0633053874616272,0.498633429650621
1,"SS","Morgan Burnett",496727,21,0,1.384913639083,0.878623780229987,0.0418392276299994,0.0418392276299994,0.276449162182067
1,"CB","Morris Claiborne",2533059,46,0,1.3694006557157,0.260384774418622,0.00566053857431787,0.00566053857431787,0.321551942117753
1,"CB","Tramon Williams",2506789,16,0,1.24259528955609,0.856850635191891,0.0535531646994932,0.0535531646994932,0.192523187589052
1,"SS","John Johnson",2558183,24,0,1.22250746352318,0.64389048197688,0.02682877008237,0.02682877008237,0.188821367041171
1,"CB","Ryan Smith",2555552,18,0,1.19923892071725,0.765276184557528,0.0425153435865294,0.0425153435865294,0.308106861530308
1,"SS","Patrick Chung",71251,42,0,1.14889269710969,0.136312979403666,0.00324554712865871,0.00324554712865871,0.250777702436183
1,"SS","Adrian Phillips",2550842,19,0,1.09219084108393,0.634119064026445,0.0333746875803392,0.0333746875803392,0.187757194893498
1,"CB","Terrance Mitchell",2543637,15,0,1.01462920696442,0.652993593497982,0.0435329062331988,0.0435329062331988,0.445236169446067
1,"CB","Tre Flowers",2560728,33,0,0.995157050395262,0.199558700769099,0.00604723335663937,0.00604723335663937,0.480228488430331
1,"CB","Jonathan Jones",2556571,22,0,0.989297050149762,0.458898150398987,0.0208590068363176,0.0208590068363176,0.413779172088436
1,"CB","Aqib Talib",1302,13,0,0.915296834947076,0.601879303276164,0.0462984079443203,0.0462984079443203,0.221577866458887
1,"FS","Jimmie Ward",2543741,9,0,0.791798437176697,0.574817069096834,0.0638685632329816,0.0638685632329816,0.421023417344936
1,"SS","Rafael Bush",2507817,17,0,0.76149619424507,0.351642498983107,0.0206848528813593,0.0206848528813593,0.526282407816366
1,"CB","Coty Sensabaugh",2532946,31,1,0.757164349477665,1.49723689560971,0.0482979643745069,-0.000485782230317854,0.231834384033459
1,"CB","Briean Boddy-Calhoun",2556475,18,0,0.581640182161258,0.147677446001532,0.00820430255564069,0.00820430255564069,0.249091500875472
1,"CB","Nickell Robey-Coleman",2540197,10,0,0.495614071505586,0.254523662527961,0.0254523662527961,0.0254523662527961,0.296959243823687
1,"CB","Bene' Benwikere",2543855,21,0,0.474642723227101,-0.0316471356259118,-0.00150700645837675,-0.00150700645837675,0.191193153997175
1,"CB","P.J. Williams",2552484,29,0,0.373360126318031,-0.325802059717082,-0.0112345537833477,-0.0112345537833477,0.288271399079861
1,"CB","Sam Shields",1037374,14,0,0.340910431329616,0.00338385876094094,0.000241704197210067,0.000241704197210067,0.384184568724588
1,"CB","Robert Alford",2539653,52,1,0.34021177532692,-0.51675440577484,-0.00993758472643923,-0.0181772425379394,0.387335122369338
1,"DB","Isaac Yiadom",2560946,17,0,0.281808333757108,-0.128045361504855,-0.00753208008852086,-0.00753208008852086,0.303247944270309
1,"CB","Avonte Maddox",2560795,11,0,0.280187830400449,0.014988380525061,0.00136258004773282,0.00136258004773282,0.27610949687727
1,"CB","Kendall Fuller",2555349,34,0,0.215279863479507,-0.604427527044418,-0.0177772802071888,-0.0177772802071888,0.296813895790127
1,"SS","Tony Jefferson",2540164,14,0,0.175704906588258,-0.161821665980417,-0.0115586904271727,-0.0115586904271727,0.0254294430850066
1,"CB","Richard Sherman",2495507,21,0,0.077410429525376,-0.428879429327637,-0.0204228299679827,-0.0204228299679827,0.476044313885437
1,"FS","Ron Parker",2530794,16,0,0.0318271780376531,-0.353917476326547,-0.0221198422704092,-0.0221198422704092,0.280240338486792
1,"CB","Tre'Davious White",2557867,22,0,0.0227995298253101,-0.507599369925465,-0.0230726986329757,-0.0230726986329757,0.199435792289845
1,"CB","Cre'von LeBlanc",2556587,17,0,0.00922577807700536,-0.400627917184957,-0.0235663480697034,-0.0235663480697034,0.449463249831688
1,"CB","Carlton Davis",2561039,32,0,-0.0761054751263521,-0.847594783854753,-0.026487336995461,-0.026487336995461,0.173842791599936
1,"CB","Rasul Douglas",2558168,27,0,-0.105760789750317,-0.756704893989905,-0.0280261071848113,-0.0280261071848113,0.313744712892004
1,"CB","Donte Jackson",2560753,30,0,-0.106071073624318,-0.829342300557194,-0.0276447433519065,-0.0276447433519065,0.304304892130211
1,"CB","DeShawn Shead",2535609,9,0,-0.23601788653349,-0.452999254613353,-0.0503332505125948,-0.0503332505125948,0.284223980691764
1,"SS","T.J. McDonald",2539309,17,0,-0.307951154887621,-0.717804850149584,-0.0422238147146814,-0.0422238147146814,0.279726249348119
1,"CB","Orlando Scandrick",2307,39,1,-0.333147375697937,0.137299583923678,0.00352050215188918,-0.0345401943420982,0.126709621581388
1,"FS","Devin McCourty",494287,19,0,-0.41966914943805,-0.877740926495537,-0.0461968908681862,-0.0461968908681862,0.408929285688758
1,"CB","Kareem Jackson",496735,34,0,-0.487788774009585,-1.30749616453351,-0.0384557695451033,-0.0384557695451033,0.247243294708693
1,"CB","Johnathan Joseph",2495872,32,0,-0.544151741113401,-1.3156410498418,-0.0411137828075563,-0.0411137828075563,0.24996837153769
1,"CB","Quinton Dunbar",2553796,18,0,-0.636707636871736,-1.07067037303146,-0.0594816873906368,-0.0594816873906368,0.24443653251057
1,"SS","Jordan Richards",2552392,13,0,-0.644811361727712,-0.958228893398624,-0.0737099148768173,-0.0737099148768173,0.235447093220129
1,"FS","Vonn Bell",2555530,22,0,-0.747259020503165,-1.27765792025394,-0.0580753600115427,-0.0580753600115427,-0.0341608115712343
1,"CB","Adoree' Jackson",2558065,41,0,-0.747566658002923,-1.73603733481119,-0.042342374019785,-0.042342374019785,0.309219486132398
1,"CB","Holton Hill",2560741,13,0,-0.776317478701167,-1.08973501037208,-0.0838257700286215,-0.0838257700286215,0.402044428496306
1,"CB","Levi Wallace",2560914,8,0,-1.02233803715193,-1.21521036433403,-0.151901295541753,-0.151901295541753,0.214276722401164
1,"CB","Justin Coleman",2553637,22,0,-1.06680018281062,-1.5971990825614,-0.0725999582982454,-0.0725999582982454,0.259069999063817
1,"CB","Desmond King",2557927,13,0,-1.0696502614009,-1.38306779307182,-0.106389830236294,-0.106389830236294,0.281696274832145
1,"CB","Nate Hairston",2558108,11,0,-1.07974096677657,-1.34494041665195,-0.122267310604723,-0.122267310604723,0.741354857262883
1,"FS","Kevin Byard",2555158,11,1,-1.10164390568285,-0.780865974873979,-0.0709878158976345,-0.133875261421356,0.136898185936857
1,"CB","Daryl Worley",2555394,21,0,-1.10811139072631,-1.61440124957932,-0.0768762499799675,-0.0768762499799675,0.323896163617112
1,"CB","Troy Hill",2553536,16,0,-1.13058819636189,-1.51633285072609,-0.0947708031703809,-0.0947708031703809,0.261012871057883
1,"SS","Shawn Williams",2539233,18,0,-1.13655410892144,-1.57051684508116,-0.0872509358378424,-0.0872509358378424,0.447285643349945
1,"CB","Rashaan Melvin",2541200,34,1,-1.31178831013444,-1.49368812134905,-0.0439320035690896,-0.0646589282592861,0.309815300271328
1,"CB","Captain Munnerlyn",80668,33,0,-1.3212675433237,-2.11686589294986,-0.0641474513015109,-0.0641474513015109,0.280659032334569
1,"CB","Chidobe Awuzie",2557840,50,0,-1.40805175722106,-2.61350380210918,-0.0522700760421836,-0.0522700760421836,0.344506412451635
1,"FS","D.J. Swearinger",2539943,16,0,-1.40815442245887,-1.79389907682307,-0.112118692301442,-0.112118692301442,0.00134875688062704
1,"CB","Ronald Darby",2552689,36,0,-1.46062887641279,-2.32855434873224,-0.0646820652425621,-0.0646820652425621,0.344237217964628
1,"FS","Mike Adams",2505708,15,0,-1.56857918149169,-1.93021479495813,-0.128680986330542,-0.128680986330542,0.427097846718454
1,"CB","Ahkello Witherspoon",2558157,33,2,-1.61975953285174,-1.03980096901599,-0.0315091202732117,-0.0762997825931291,0.417488694663105
1,"CB","T.J. Carrie",2550164,38,1,-1.80646900173028,-2.38355843500111,-0.0627252219737134,-0.0729796079449207,0.133122882538212
1,"CB","Darius Slay",2540288,42,0,-1.87248252078393,-2.88506223848995,-0.0686919580592846,-0.0686919580592846,0.355681215024839
1,"CB","A.J. Bouye",2541162,32,1,-1.95995621006964,-1.36931052094875,-0.0427909537796485,-0.0900103392469529,0.2469367960296
1,"CB","Tramaine Brock",2507917,18,0,-1.98659067324101,-2.42055340940073,-0.134475189411152,-0.134475189411152,0.214300381662828
1,"CB","Chris Harris",2530510,32,0,-2.07832866376201,-2.84981797249041,-0.0890568116403252,-0.0890568116403252,0.280842222048363
1,"CB","Taron Johnson",2560766,14,1,-2.16485352033024,0.303839472124888,0.021702819437492,-0.226191894520378,0.109219781934097
1,"CB","Marcus Peters",2552488,28,0,-2.25776096027552,-2.93281410541287,-0.104743360907603,-0.104743360907603,0.280561360069307
1,"CB","K'Waun Williams",2550654,12,0,-2.26167480625705,-2.5509832970302,-0.212581941419183,-0.212581941419183,0.198336608186045
1,"CB","Ken Crawley",2556735,25,1,-2.33307122860619,-2.63290329313929,-0.105316131725572,-0.119965413678975,0.366990519078146
1,"CB","Marlon Humphrey",2558067,38,0,-2.37148549681402,-3.287629050929,-0.0865165539718157,-0.0865165539718157,0.131806946766167
1,"CB","Fabian Moreau",2558136,28,2,-2.54413304771583,-0.206153922558187,-0.00736264009136381,-0.123440931128139,0.320531420476216
1,"CB","Brandon Carr",4365,39,0,-2.54881734073338,-3.48906993574612,-0.0894633316857979,-0.0894633316857979,0.288133313992273
1,"CB","Xavien Howard",2555539,31,0,-2.76303345251479,-3.51041372034543,-0.113239152269207,-0.113239152269207,0.387979803288152
1,"CB","Jalen Mills",2555383,29,2,-2.77807253604489,-1.83340943477049,-0.063221014992086,-0.125220413412807,0.163036353564403
1,"CB","Patrick Peterson",2495504,22,0,-2.84744224370511,-3.37784114345588,-0.153538233793449,-0.153538233793449,0.339043980882664
1,"CB","Josh Norman",2532920,42,0,-3.43918185755983,-4.45176157526585,-0.105994323220616,-0.105994323220616,0.171397571461802
1,"FS","Marcus Gilchrist",2495153,25,0,-3.4490419663255,-4.05176798876956,-0.162070719550783,-0.162070719550783,0.316993734467326
1,"CB","Tavon Young",2555378,23,0,-3.49602625164895,-4.05053419229748,-0.176110182273804,-0.176110182273804,0.0515700133392007
1,"CB","Jason McCourty",89756,42,0,-3.58333352081266,-4.59591323851868,-0.109426505679016,-0.109426505679016,0.0946563313905049
1,"CB","Xavier Rhodes",2540155,39,0,-4.04057273974669,-4.98082533475943,-0.127713470122037,-0.127713470122037,0.14718612947008
1,"CB","Shareece Wright",2495251,21,0,-4.0520540019415,-4.55834386079451,-0.217063993371167,-0.217063993371167,0.247721978365366
1,"CB","Steven Nelson",2552265,55,1,-4.18814132311205,-4.63111575541811,-0.0842021046439657,-0.102384062883207,0.257859108180308
1,"CB","Marshon Lattimore",2558061,44,1,-4.2659550946756,-4.81510259855146,-0.109434149967079,-0.123109522987049,0.360907646256409
1,"CB","Jimmy Smith",2508107,32,0,-4.37984750644912,-5.15133681517752,-0.160979275474297,-0.160979275474297,0.169602510754378
1,"CB","Dre Kirkpatrick",2533060,46,0,-4.81568763982338,-5.92470352112045,-0.128797902633053,-0.128797902633053,0.349745135581796
1,"CB","Casey Hayward",2532861,32,0,-4.8921850585076,-5.663674367236,-0.176989823976125,-0.176989823976125,0.1203540445971
1,"CB","B.W. Webb",2539338,37,2,-4.92081589801979,-3.43959178537221,-0.0929619401451948,-0.163766119317518,0.235124944139822
1,"CB","James Bradberry",2555175,52,2,-5.18985967349957,-2.74032312075668,-0.0526985215530132,-0.129513020340016,0.198468389286789
1,"CB","Byron Jones",2552568,49,0,-5.67988642688577,-6.86122943087613,-0.140025090426043,-0.140025090426043,0.212105297980884
1,"CB","Artie Burns",2555344,11,2,-5.92325870263283,-4.73798972531757,-0.430726338665234,-0.608417235026177,0.663148764000056
1,"DB","J.C. Jackson",2560754,22,1,-7.00693738418086,-5.72923600463771,-0.260419818392623,-0.374926805066447,0.147592261518115
1,"CB","Isaiah Oliver",2560830,15,0,-7.78480215228804,-8.14643776575447,-0.543095851050298,-0.543095851050298,0.331414155258459
0,"SS","Quandre Diggs",2552262,14,0,5.38281921322593,5.04529264065726,0.360378045761233,0.360378045761233,0.547188868230565
0,"SS","Kenny Vaccaro",2539320,8,0,5.17685339694268,4.98398106976058,0.622997633720072,0.622997633720072,0.400988671830356
0,"SS","Eddie Pleasant",2532928,5,0,3.90438056797087,3.78383536348206,0.756767072696412,0.756767072696412,0.313055033082667
0,"CB","Bashaud Breeland",2543571,15,0,3.83877439386149,3.47713878039505,0.231809252026337,0.231809252026337,0.450933506397209
0,"DB","Justin Hardee",2559181,8,0,3.74700982511677,3.55413749793467,0.444267187241834,0.444267187241834,0.722928397752349
0,"SS","Rayshawn Jenkins",2558182,5,0,3.61766653453887,3.49712133005005,0.699424266010011,0.699424266010011,0.746247016850615
0,"FS","Duron Harmon",2541243,7,0,3.57221012836354,3.4034468420792,0.4862066917256,0.4862066917256,0.270501696762905
0,"FS","Chuck Clark",2558248,8,0,3.40132821569983,3.20845588851773,0.401056986064716,0.401056986064716,0.217397759621569
0,"S","Brandon Wilson",2558786,4,0,3.28077118302099,3.18433501942994,0.796083754857484,0.796083754857484,0.618660712264276
0,"FS","Adrian Amos",2552385,14,0,3.21783268547137,2.8803061129027,0.205736150921621,0.205736150921621,0.069005268584047
0,"FS","Andrew Adams",2556456,13,0,2.71601089354285,2.40259336187194,0.184814873990149,0.184814873990149,-0.043895748056142
0,"S","Terrell Edmunds",2560712,7,0,2.70558999461983,2.53682670833549,0.362403815476499,0.362403815476499,0.202691505540254
0,"CB","Sidney Jones",2557958,7,0,2.67438531006139,2.50562202377705,0.357946003396721,0.357946003396721,0.247699842182532
0,"CB","Aaron Colvin",2543501,14,0,2.5947846634698,2.25725809090112,0.161232720778652,0.161232720778652,0.0906975415411329
0,"FS","Eric Weddle",2495775,13,0,2.51315320196749,2.19973567029657,0.169210436176659,0.169210436176659,0.287531392141322
0,"CB","Leonard Johnson",2532878,5,0,2.44487570838909,2.32433050390028,0.464866100780055,0.464866100780055,0.421847397519481
0,"CB","Chandon Sullivan",2560887,5,0,2.34902966975262,2.2284844652638,0.445696893052761,0.445696893052761,0.19137269428845
0,"CB","Jamar Taylor",2539932,15,0,2.26860622396204,1.9069706104956,0.12713137403304,0.12713137403304,0.336001279605893
0,"SS","Kentrell Brice",2556480,15,0,2.13789929425563,1.7762636807892,0.11841757871928,0.11841757871928,0.103937353829993
0,"CB","E.J. Gaines",2543823,11,0,1.8628038502089,1.59760440033351,0.145236763666683,0.145236763666683,0.306539369107848
0,"CB","Tre Herndon",2561340,4,0,1.83986897248363,1.74343280889258,0.435858202223146,0.435858202223146,0.191217129985127
0,"CB","Quenton Meeks",2560808,5,0,1.53452027933427,1.41397507484546,0.282795014969091,0.282795014969091,-0.185124047744219
0,"SS","Eric Reid",2540152,6,0,1.45552458482923,1.31087033944266,0.21847838990711,0.21847838990711,0.253729823474744
0,"FS","Xavier Woods",2558159,9,0,1.44730608440348,1.23032471632362,0.13670274625818,0.13670274625818,0.1452297815094
0,"SS","Matthias Farley",2556429,5,0,1.3910294041625,1.27048419967368,0.254096839934737,0.254096839934737,0.698041633152184
0,"CB","Parry Nickerson",2560822,15,0,1.3324036536662,0.970768040199761,0.0647178693466508,0.0647178693466508,0.49622326010931
0,"FS","Ha Ha Clinton-Dix",2543470,7,0,1.26777495794244,1.0990116716581,0.157001667379729,0.157001667379729,0.418983903294848
0,"CB","Tony McRae",2556817,3,0,1.26233244275589,1.1900053200626,0.396668440020867,0.396668440020867,0.587333113156675
0,"SS","Ricardo Allen",2543850,7,0,1.22341934544322,1.05465605915888,0.150665151308411,0.150665151308411,0.276841600357618
0,"SS","Kavon Frazier",2555536,3,0,1.18287872484335,1.11055160215007,0.370183867383355,0.370183867383355,0.368137651717426
0,"FS","Darian Stewart",494307,7,0,1.10420262559443,0.935439339310093,0.133634191330013,0.133634191330013,0.126776666995586
0,"FS","Reggie Nelson",2507167,5,0,1.07842796862647,0.957882764137661,0.191576552827532,0.191576552827532,0.502452777106753
0,"CB","Leon Hall",2495617,9,0,1.05637281503389,0.839391446954028,0.0932657163282253,0.0932657163282253,0.664225846565224
0,"FS","Jermaine Whitehead",2552697,9,0,1.04428023988983,0.827298871809968,0.0919220968677742,0.0919220968677742,0.115405629445328
0,"CB","Derrick Jones",2558819,2,0,1.04043728791691,0.992219206121385,0.496109603060692,0.496109603060692,0.503256241403608
0,"CB","Patrick Robinson",2508084,5,0,0.997097276397152,0.87655207190834,0.175310414381668,0.175310414381668,-0.00473602299478929
0,"FS","Kemal Ishmael",2541431,3,0,0.967788244143207,0.895461121449919,0.298487040483306,0.298487040483306,0.061415856873289
0,"SS","Jayron Kearse",2555156,9,0,0.959424561147421,0.742443193067559,0.0824936881186176,0.0824936881186176,0.123046120656213
0,"SS","Sean Davis",2555386,6,0,0.890306490147335,0.74565224476076,0.124275374126793,0.124275374126793,0.228177254613225
0,"SS","Chris Banjo",2541192,3,0,0.856647301705793,0.784320179012506,0.261440059670835,0.261440059670835,0.321970595052025
0,"CB","Josh Robinson",2533542,3,0,0.823919428805932,0.751592306112644,0.250530768704215,0.250530768704215,0.401861012770522
0,"FS","George Iloka",2532869,1,0,0.804423003102938,0.780313962205176,0.780313962205176,0.780313962205176,0.0770240904333966
0,"FS","J.J. Wilcox",2540219,3,0,0.721907215707126,0.649580093013839,0.21652669767128,0.21652669767128,-0.102801547244834
0,"CB","Jourdan Lewis",2557920,2,0,0.689498735297036,0.641280653501511,0.320640326750755,0.320640326750755,-0.356493376861647
0,"SS","Reshad Jones",496739,10,0,0.657632307458995,0.41654189848137,0.041654189848137,0.041654189848137,0.314604141078288
0,"CB","Charvarius Ward",2561417,9,0,0.623196447087956,0.406215079008093,0.045135008778677,0.045135008778677,0.0980117147045011
0,"DB","Danny Johnson",2560764,6,0,0.61512326379119,0.470469018404615,0.0784115030674359,0.0784115030674359,0.405942173319597
0,"CB","Jalen Davis",2561316,2,0,0.590867417505968,0.542649335710443,0.271324667855222,0.271324667855222,0.261557253337036
0,"CB","DeVante Bausby",2553790,8,0,0.580285365322836,0.387413038140735,0.0484266297675919,0.0484266297675919,0.355543937289761
0,"CB","Lenzy Pipkins",2558988,2,0,0.558879770827263,0.510661689031738,0.255330844515869,0.255330844515869,0.436228560808835
0,"CB","Josh Shaw",2552259,3,0,0.546445262619232,0.474118139925944,0.158039379975315,0.158039379975315,0.186548037045995
0,"CB","Vernon Hargreaves III",2555299,6,0,0.527518536201179,0.382864290814604,0.0638107151357673,0.0638107151357673,0.284743906244617
0,"CB","Tyler Patmon",2550659,5,0,0.518160801703445,0.397615597214632,0.0795231194429265,0.0795231194429265,0.0539305572217379
0,"FS","Ibraheim Campbell",2552605,2,0,0.507003881660696,0.458785799865171,0.229392899932585,0.229392899932585,0.619379411565629
0,"SS","Barry Church",494259,8,0,0.506171061943312,0.313298734761212,0.0391623418451515,0.0391623418451515,0.253569532261221
0,"CB","David Amerson",2540170,6,0,0.502258892764517,0.357604647377942,0.0596007745629903,0.0596007745629903,0.391185587899154
0,"FS","Corey Graham",2495613,6,0,0.476357095669397,0.331702850282822,0.0552838083804704,0.0552838083804704,0.373231576785563
0,"SS","Daniel Sorensen",2550257,10,0,0.452536881821744,0.211446472844119,0.0211446472844119,0.0211446472844119,0.215935830467327
0,"SS","Jahleel Addae",2541958,3,0,0.382397006388061,0.310069883694773,0.103356627898258,0.103356627898258,0.177152237221599
0,"CB","Blidi Wreh-Wilson",2539219,2,0,0.366380493988364,0.318162412192839,0.15908120609642,0.15908120609642,0.512484094527566
0,"DB","Denzel Rice",2553736,1,0,0.359189433745156,0.335080392847393,0.335080392847393,0.335080392847393,0.596546776307119
0,"CB","Deante Burton",2559109,4,0,0.323759642516905,0.227323478925855,0.0568308697314638,0.0568308697314638,0.285391190370055
0,"DB","Jordan Whitehead",2560930,4,0,0.318402401748724,0.221966238157674,0.0554915595394185,0.0554915595394185,0.0678724029373608
0,"FS","Tedric Thompson",2557881,1,0,0.317320863110494,0.293211822212732,0.293211822212732,0.293211822212732,0.661792278716303
0,"CB","Maurice Canady",2555178,2,0,0.31552922512062,0.267311143325095,0.133655571662548,0.133655571662548,0.250874760263206
0,"CB","Mike Tyson",2558853,1,0,0.289884250210105,0.265775209312343,0.265775209312343,0.265775209312343,0.0198191635783252
