"position","displayName","nflId_def","route","targets","completions","interceptions","eps_saved_ball_skills","eps_saved_ball_skills_per_target","PB"
"CB","Artie Burns",2555344,"IN",1,1,0,-1.10066830397712,-1.10066830397712,0
"CB","Artie Burns",2555344,"OUT",2,2,0,-0.968936299937014,-0.484468149968507,0
"CB","Artie Burns",2555344,"POST",2,0,0,0.922459412874001,0.461229706437,0
"CB","Artie Burns",2555344,"SLANT",1,1,0,-0.413553873338864,-0.413553873338864,0
"LB","Austin Calitro",2558925,"CROSS",1,1,0,-0.110377797950632,-0.110377797950632,0
"LB","Austin Calitro",2558925,"HITCH",2,2,0,-0.623604721457729,-0.311802360728865,0
"ILB","Avery Williamson",2543597,"CORNER",1,1,0,-0.604197054398473,-0.604197054398473,0
"ILB","Avery Williamson",2543597,"CROSS",3,2,0,1.3192986801849,0.439766226728299,0
"ILB","Avery Williamson",2543597,"FLAT",2,2,0,0.649809272765758,0.324904636382879,0
"ILB","Avery Williamson",2543597,"GO",1,1,0,-3.47869125855449,-3.47869125855449,0
"ILB","Avery Williamson",2543597,"HITCH",1,0,0,0.814785514340706,0.814785514340706,1
"ILB","Avery Williamson",2543597,"OUT",2,2,0,-0.355408295939786,-0.177704147969893,0
"CB","Avonte Maddox",2560795,"IN",2,2,0,-1.3083923688224,-0.654196184411199,0
"CB","Avonte Maddox",2560795,"OUT",5,3,1,3.80857664100774,0.761715328201549,1
"CB","Avonte Maddox",2560795,"POST",2,2,0,-0.669861990976099,-0.334930995488049,0
"CB","Avonte Maddox",2560795,"SLANT",1,1,0,-0.542601008938169,-0.542601008938169,0
"ILB","B.J. Goodson",2555522,"CROSS",3,3,0,-0.74028939566236,-0.246763131887453,0
"ILB","B.J. Goodson",2555522,"FLAT",3,2,0,0.481217513366329,0.160405837788776,1
"ILB","B.J. Goodson",2555522,"HITCH",1,1,0,-0.024129800646592,-0.024129800646592,0
"ILB","B.J. Goodson",2555522,"OUT",2,1,0,2.31033644426524,1.15516822213262,0
"ILB","B.J. Goodson",2555522,"POST",1,1,0,-0.870355479966192,-0.870355479966192,0
"CB","B.W. Webb",2539338,"CORNER",1,1,0,-1.91510201179497,-1.91510201179497,0
"CB","B.W. Webb",2539338,"CROSS",2,2,0,-0.576896767331024,-0.288448383665512,0
"CB","B.W. Webb",2539338,"GO",4,2,0,-3.67717509452025,-0.919293773630063,0
"CB","B.W. Webb",2539338,"HITCH",5,4,0,-4.09689635961156,-0.819379271922312,1
"CB","B.W. Webb",2539338,"IN",5,3,0,-0.342783245152511,-0.0685566490305021,1
"CB","B.W. Webb",2539338,"OUT",3,2,0,0.297090786047851,0.0990302620159503,1
"CB","B.W. Webb",2539338,"POST",3,1,0,0.883930898212316,0.294643632737439,1
"CB","B.W. Webb",2539338,"SLANT",3,3,0,-0.246401145605573,-0.0821337152018576,0
"CB","B.W. Webb",2539338,"undefined",1,1,0,-0.489551121746968,-0.489551121746968,0
"OLB","Barkevious Mingo",2540140,"CROSS",2,1,0,1.36034759521048,0.680173797605238,0
"OLB","Barkevious Mingo",2540140,"HITCH",1,1,0,-0.109630677395063,-0.109630677395063,0
"OLB","Barkevious Mingo",2540140,"IN",1,1,0,0.140994558581364,0.140994558581364,0
"OLB","Barkevious Mingo",2540140,"OUT",1,1,0,-0.1503756091143,-0.1503756091143,0
"SS","Barry Church",494259,"HITCH",1,1,0,-0.58817081744695,-0.58817081744695,0
"SS","Barry Church",494259,"OUT",2,2,0,0.0746049840502288,0.0373024920251144,0
"SS","Barry Church",494259,"POST",1,1,0,-0.484116176521121,-0.484116176521121,0
"SS","Barry Church",494259,"SLANT",1,1,0,0.112759239520126,0.112759239520126,0
"CB","Bashaud Breeland",2543571,"CORNER",1,0,0,1.53594853554339,1.53594853554339,0
"CB","Bashaud Breeland",2543571,"CROSS",2,1,0,1.12876844462911,0.564384222314555,1
"CB","Bashaud Breeland",2543571,"GO",2,1,0,-0.42310409792357,-0.211552048961785,1
"CB","Bashaud Breeland",2543571,"OUT",3,2,1,1.17670034562744,0.392233448542481,0
"CB","Bashaud Breeland",2543571,"SLANT",3,3,0,-0.59377366516077,-0.19792455505359,0
"OLB","Ben Gedeon",2558033,"GO",1,0,0,1.2253804911501,1.2253804911501,1
"OLB","Ben Gedeon",2558033,"IN",1,1,0,-1.59369043633931,-1.59369043633931,0
"OLB","Ben Gedeon",2558033,"WHEEL",1,0,0,0.86369623584822,0.86369623584822,0
"LB","Ben Niemann",2561383,"CROSS",1,1,0,-0.503313098421772,-0.503313098421772,0
"LB","Ben Niemann",2561383,"WHEEL",1,1,0,-0.18079719583319,-0.18079719583319,0
"ILB","Benardrick McKinney",2552490,"CROSS",1,0,0,1.29423326469402,1.29423326469402,1
"ILB","Benardrick McKinney",2552490,"FLAT",1,1,0,-0.491337602160233,-0.491337602160233,0
"ILB","Benardrick McKinney",2552490,"HITCH",3,2,1,2.33859240299672,0.779530800998908,0
"ILB","Benardrick McKinney",2552490,"OUT",2,1,0,0.178673528301536,0.089336764150768,0
"CB","Bene' Benwikere",2543855,"CORNER",1,1,0,-1.28050756046218,-1.28050756046218,0
"CB","Bene' Benwikere",2543855,"CROSS",1,1,0,-0.175810131125462,-0.175810131125462,0
"CB","Bene' Benwikere",2543855,"GO",3,1,0,1.79182920070005,0.597276400233351,2
"CB","Bene' Benwikere",2543855,"HITCH",3,3,0,-0.103018724528063,-0.0343395748426877,0
"CB","Bene' Benwikere",2543855,"IN",2,0,1,2.13205028296337,1.06602514148169,0
"CB","Bene' Benwikere",2543855,"OUT",3,3,0,-0.675061447829653,-0.225020482609884,0
"CB","Bene' Benwikere",2543855,"POST",2,0,0,2.01307474447474,1.00653737223737,0
"CB","Bene' Benwikere",2543855,"SLANT",5,4,0,0.17921973089117,0.035843946178234,0
"SS","Blake Countess",2556374,"HITCH",1,1,0,-1.00566412013103,-1.00566412013103,0
"ILB","Blake Martinez",2555161,"HITCH",3,3,0,-0.356077460412209,-0.11869248680407,0
"CB","Blidi Wreh-Wilson",2539219,"CROSS",1,1,0,-0.035332682966039,-0.035332682966039,0
"CB","Bobby McCain",2552434,"CORNER",1,0,0,-0.596369740601885,-0.596369740601885,0
"CB","Bobby McCain",2552434,"CROSS",2,2,0,-1.22982130385995,-0.614910651929977,0
"CB","Bobby McCain",2552434,"FLAT",1,1,0,0.211958934152769,0.211958934152769,0
"CB","Bobby McCain",2552434,"GO",3,2,0,-0.481094712097862,-0.160364904032621,0
"CB","Bobby McCain",2552434,"HITCH",2,2,0,0.0335167578110032,0.0167583789055016,0
"CB","Bobby McCain",2552434,"IN",3,3,0,-1.17683281445923,-0.392277604819742,0
"CB","Bobby McCain",2552434,"OUT",6,5,0,-0.840566265405551,-0.140094377567592,1
"CB","Bobby McCain",2552434,"POST",4,3,0,-3.56337929379739,-0.890844823449348,0
"CB","Bobby McCain",2552434,"SCREEN",1,0,0,0.266012108597046,0.266012108597046,1
"CB","Bobby McCain",2552434,"SLANT",4,3,0,-0.219991409632835,-0.0549978524082088,0
"MLB","Bobby Wagner",2532966,"CORNER",1,1,0,-0.931158402547361,-0.931158402547361,0
"MLB","Bobby Wagner",2532966,"CROSS",3,2,0,-0.131180238493846,-0.0437267461646152,0
"MLB","Bobby Wagner",2532966,"GO",1,1,0,-1.42127546813187,-1.42127546813187,0
"MLB","Bobby Wagner",2532966,"HITCH",3,2,0,0.318197867852313,0.106065955950771,1
"MLB","Bobby Wagner",2532966,"IN",1,1,0,-0.136227364079637,-0.136227364079637,0
"MLB","Bobby Wagner",2532966,"OUT",2,1,0,0.896031038828459,0.44801551941423,1
"SS","Bradley McDougald",2539243,"ANGLE",1,1,0,-0.976294443189375,-0.976294443189375,0
"SS","Bradley McDougald",2539243,"CROSS",1,0,0,1.20268664139373,1.20268664139373,2
"SS","Bradley McDougald",2539243,"FLAT",2,1,0,-0.239459055446868,-0.119729527723434,0
"SS","Bradley McDougald",2539243,"GO",1,1,0,-2.04808091424734,-2.04808091424734,0
"SS","Bradley McDougald",2539243,"HITCH",1,0,0,0.48196928004381,0.48196928004381,1
"SS","Bradley McDougald",2539243,"IN",2,2,0,-1.73021422703773,-0.865107113518864,0
"SS","Bradley McDougald",2539243,"OUT",3,3,0,0.375283954064206,0.125094651354735,0
"SS","Bradley McDougald",2539243,"SLANT",1,0,0,1.76812252999898,1.76812252999898,1
"CB","Bradley Roby",2543505,"CROSS",5,4,0,-2.55402315035126,-0.510804630070251,1
"CB","Bradley Roby",2543505,"GO",8,4,1,-2.25291048978597,-0.281613811223246,2
"CB","Bradley Roby",2543505,"HITCH",1,1,0,0.118713272237163,0.118713272237163,0
"CB","Bradley Roby",2543505,"IN",2,2,0,-0.834794629816964,-0.417397314908482,0
"CB","Bradley Roby",2543505,"OUT",16,11,0,-1.77706223164363,-0.111066389477727,4
"CB","Bradley Roby",2543505,"POST",3,3,0,-1.02272283131934,-0.340907610439781,0
"CB","Bradley Roby",2543505,"SCREEN",1,1,0,-0.776284586518158,-0.776284586518158,0
"CB","Bradley Roby",2543505,"SLANT",7,6,0,-3.03731190717867,-0.433901701025524,1
"CB","Brandon Carr",4365,"CROSS",1,0,0,1.34555477232669,1.34555477232669,0
"CB","Brandon Carr",4365,"GO",7,1,1,7.45065692650314,1.06437956092902,3
"CB","Brandon Carr",4365,"HITCH",7,5,0,2.01372477628686,0.28767496804098,2
"CB","Brandon Carr",4365,"IN",3,3,0,-2.47552271218794,-0.82517423739598,0
"CB","Brandon Carr",4365,"OUT",3,3,0,-0.659802118009337,-0.219934039336446,0
"CB","Brandon Carr",4365,"POST",3,1,0,3.00187961486972,1.00062653828991,2
"CB","Brandon Carr",4365,"SLANT",4,1,1,1.64790958564777,0.411977396411943,1
"ILB","Brandon Marshall",2532898,"OUT",2,1,0,0.123263274437631,0.0616316372188153,1
"CB","Brandon Williams",2556371,"CROSS",1,1,0,-0.0559845834693,-0.0559845834693,0
"CB","Brandon Williams",2556371,"OUT",1,1,0,0.045242438179858,0.045242438179858,0
"CB","Brandon Williams",2556371,"SLANT",1,0,0,1.52052101903319,1.52052101903319,1
"S","Brandon Wilson",2558786,"CROSS",1,0,0,2.45962648726564,2.45962648726564,0
"S","Brandon Wilson",2558786,"GO",1,1,0,-0.675047375091392,-0.675047375091392,0
"OLB","Brennan Scarlett",2556673,"CROSS",1,1,0,0.0939457074565331,0.0939457074565331,0
"OLB","Brennan Scarlett",2556673,"SLANT",1,0,0,0.45588845366369,0.45588845366369,1
"CB","Brent Grimes",2506861,"CORNER",1,1,0,-1.9184616763431,-1.9184616763431,0
"CB","Brent Grimes",2506861,"CROSS",3,3,0,-2.84353403854001,-0.947844679513336,0
"CB","Brent Grimes",2506861,"GO",4,3,0,-6.14124717191248,-1.53531179297812,0
"CB","Brent Grimes",2506861,"HITCH",4,3,0,0.00800979131126489,0.00200244782781622,1
"CB","Brent Grimes",2506861,"IN",3,2,0,0.534228878101449,0.178076292700483,1
"CB","Brent Grimes",2506861,"OUT",5,3,0,2.96663805359183,0.593327610718367,1
"CB","Brent Grimes",2506861,"POST",5,5,0,-2.65080264207194,-0.530160528414389,0
"CB","Brent Grimes",2506861,"SLANT",4,2,0,0.0255893393374498,0.00639733483436244,1
"ILB","Brian Peters",2552730,"OUT",1,1,0,-1.92961779503676,-1.92961779503676,0
"CB","Brian Poole",2556445,"CORNER",2,1,0,0.189115197389187,0.0945575986945935,0
"CB","Brian Poole",2556445,"CROSS",9,7,0,-1.328443634478,-0.147604848275333,1
"CB","Brian Poole",2556445,"GO",1,0,0,1.68426333450413,1.68426333450413,0
"CB","Brian Poole",2556445,"HITCH",1,1,0,-1.96669023642828,-1.96669023642828,0
"CB","Brian Poole",2556445,"IN",1,1,0,0.0417243106362165,0.0417243106362165,0
"CB","Brian Poole",2556445,"OUT",3,3,0,-0.071780773243642,-0.0239269244145473,0
"CB","Brian Poole",2556445,"POST",2,2,0,-0.819541424530367,-0.409770712265184,0
"CB","Brian Poole",2556445,"SLANT",3,3,0,-0.954992313899704,-0.318330771299901,0
"CB","Briean Boddy-Calhoun",2556475,"CROSS",2,1,0,4.07573434377791,2.03786717188896,0
"CB","Briean Boddy-Calhoun",2556475,"FLAT",2,2,0,0.0572388780732273,0.0286194390366137,0
"CB","Briean Boddy-Calhoun",2556475,"GO",2,2,0,-1.10703544727501,-0.553517723637505,0
"CB","Briean Boddy-Calhoun",2556475,"HITCH",3,2,0,-0.516165946593523,-0.172055315531174,1
"CB","Briean Boddy-Calhoun",2556475,"OUT",5,4,0,-0.165111190701742,-0.0330222381403484,0
"CB","Briean Boddy-Calhoun",2556475,"POST",1,1,0,-0.30221774020196,-0.30221774020196,0
"CB","Briean Boddy-Calhoun",2556475,"SCREEN",1,1,0,0.486844405040718,0.486844405040718,0
"CB","Briean Boddy-Calhoun",2556475,"SLANT",1,1,0,-1.99528541721146,-1.99528541721146,0
"ILB","Bruce Carter",2495136,"CROSS",1,1,0,-2.45932845591103,-2.45932845591103,0
"ILB","Bruce Carter",2495136,"SLANT",1,1,0,-0.626136868696113,-0.626136868696113,0
"CB","Bryce Callahan",2553500,"CROSS",2,2,0,-0.945525182906508,-0.472762591453254,0
"CB","Bryce Callahan",2553500,"FLAT",3,3,0,0.385973308972911,0.128657769657637,0
"CB","Bryce Callahan",2553500,"GO",1,0,0,2.82012929609957,2.82012929609957,0
"CB","Bryce Callahan",2553500,"HITCH",2,1,0,1.35853503978619,0.679267519893093,1
"CB","Bryce Callahan",2553500,"IN",1,1,0,-0.811317142074453,-0.811317142074453,0
"CB","Bryce Callahan",2553500,"OUT",9,7,1,-2.28064692931353,-0.25340521436817,1
"CB","Bryce Callahan",2553500,"POST",1,1,0,-0.90449928078933,-0.90449928078933,0
"CB","Bryce Callahan",2553500,"SLANT",1,0,0,1.13499647889656,1.13499647889656,1
"ILB","Bryce Hager",2552307,"OUT",1,1,0,-0.208083758778344,-0.208083758778344,0
"OLB","Bud Dupree",2552289,"HITCH",1,1,0,-0.243686259406646,-0.243686259406646,0
"OLB","Bud Dupree",2552289,"OUT",1,1,0,-0.30977512537045,-0.30977512537045,0
"FS","Budda Baker",2558009,"CROSS",2,2,0,1.17656825550646,0.588284127753228,0
"FS","Budda Baker",2558009,"FLAT",2,2,0,0.540688069243366,0.270344034621683,0
"FS","Budda Baker",2558009,"GO",1,1,0,-0.83631538858902,-0.83631538858902,0
"FS","Budda Baker",2558009,"HITCH",1,1,0,-0.00562575819821759,-0.00562575819821759,0
"FS","Budda Baker",2558009,"IN",2,2,0,-0.755279004823155,-0.377639502411578,0
"FS","Budda Baker",2558009,"OUT",5,3,0,0.407279090783464,0.0814558181566927,0
"FS","Budda Baker",2558009,"POST",3,2,0,-4.58900370038611,-1.5296679001287,1
"FS","Budda Baker",2558009,"SCREEN",1,1,0,0.169975603525309,0.169975603525309,0
"FS","Budda Baker",2558009,"SLANT",3,3,0,-1.80140268105684,-0.600467560352281,0
"CB","Buster Skrine",2495343,"CORNER",4,1,0,0.892546774744712,0.223136693686178,1
"CB","Buster Skrine",2495343,"CROSS",7,7,0,-4.7090427744465,-0.6727203963495,0
"CB","Buster Skrine",2495343,"FLAT",1,1,0,-0.059321032730942,-0.059321032730942,0
"CB","Buster Skrine",2495343,"GO",2,1,0,-1.02141140721961,-0.510705703609807,0
"CB","Buster Skrine",2495343,"HITCH",1,1,0,-0.153217905630077,-0.153217905630077,0
"CB","Buster Skrine",2495343,"IN",3,3,0,-0.122021403170353,-0.0406738010567843,0
"CB","Buster Skrine",2495343,"OUT",9,5,0,1.19689814063471,0.132988682292745,2
"CB","Buster Skrine",2495343,"POST",2,2,0,-1.83343485488427,-0.916717427442135,2
"CB","Buster Skrine",2495343,"SLANT",1,1,0,-0.273332793583179,-0.273332793583179,0
"CB","Byron Jones",2552568,"CROSS",2,0,0,2.84208920456489,1.42104460228244,2
"CB","Byron Jones",2552568,"GO",13,5,0,6.26446749313441,0.481882114856493,5
"CB","Byron Jones",2552568,"HITCH",8,6,0,-1.18144460255896,-0.147680575319869,2
"CB","Byron Jones",2552568,"IN",5,4,0,-0.385662867124743,-0.0771325734249486,0
"CB","Byron Jones",2552568,"OUT",8,8,0,-3.06603145473103,-0.383253931841379,0
"CB","Byron Jones",2552568,"SLANT",5,3,0,0.420585609405456,0.0841171218810911,1
"CB","C.J. Goodwin",2550767,"OUT",1,1,0,0.0925707632667199,0.0925707632667199,0
"ILB","C.J. Mosley",2543464,"CROSS",4,4,0,-1.00247985208394,-0.250619963020984,0
"ILB","C.J. Mosley",2543464,"HITCH",1,1,0,0.08709980062263,0.08709980062263,0
"ILB","C.J. Mosley",2543464,"IN",2,1,0,3.5945783943929,1.79728919719645,1
"ILB","C.J. Mosley",2543464,"OUT",3,3,0,-3.0739952798225,-1.02466509327417,0
"ILB","C.J. Mosley",2543464,"POST",2,1,0,1.10952341633052,0.55476170816526,0
