"gameId","playId","nflId_def","targetNflId","eps_closing"
2018111110,412,2495252,2555364,-0.814
2018091606,1420,2495272,2540158,0.158
2018090906,3594,2495272,2506122,0.1
2018092400,539,2495272,2540215,-0.212
2018091606,972,2495272,2540158,-0.28
2018102806,2292,2495281,2557858,0.614
2018102806,4015,2495281,2543496,0.549
2018123012,283,2495281,2540158,0.397
2018090909,3228,2495281,2560711,0.325
2018122200,1933,2495281,2557848,0.319
2018110406,3465,2495281,2552453,0.301
2018120300,2408,2495281,2552600,0.295
2018122200,1499,2495281,2558942,0.29
2018123012,1258,2495281,2560995,0.266
2018111806,279,2495281,2561029,0.259
2018123012,258,2495281,497326,0.247
2018102110,1222,2495281,2535698,0.229
2018122200,383,2495281,2558942,0.228
2018091608,1181,2495281,2543466,0.175
2018111107,2012,2495281,2495471,0.14
2018102110,2402,2495281,2553454,0.132
2018121606,403,2495281,2557973,0.126
2018091608,2564,2495281,2560742,0.116
2018090909,3321,2495281,2553435,0.107
2018102806,1730,2495281,2560968,0.106
2018112201,1564,2495281,2555224,0.106
2018102110,3245,2495281,2560866,0.081
2018101408,1515,2495281,2560813,0.076
2018100800,2168,2495281,2553568,0.074
2018102110,3267,2495281,2555224,0.065
2018090909,851,2495281,2506106,0.06
2018111107,3095,2495281,2495471,0.043
2018121606,1080,2495281,2557973,-0.012
2018110406,2219,2495281,2552453,-0.016
2018102806,2793,2495281,2543496,-0.017
2018111806,206,2495281,2560951,-0.062
2018090909,3138,2495281,2506106,-0.09
2018111806,181,2495281,2533034,-0.11
2018111107,3544,2495281,2495471,-0.174
2018101408,857,2495281,2495700,-0.274
2018101408,1424,2495281,2557997,-0.323
2018123012,1314,2495281,2552600,-0.866
2018092309,3254,2495281,2495187,-1.351
2018090910,2649,2495339,2535698,-0.149
2018122309,2503,2495343,2543495,0.341
2018091000,3151,2495343,497326,0.257
2018093005,2148,2495343,2553650,0.132
2018091000,2604,2495343,497326,0.12
2018123006,3043,2495343,2530515,0.068
2018091000,1186,2495343,2560765,0.062
2018122309,1722,2495343,2560883,0.059
2018091000,2153,2495343,497326,-0.015
2018111106,2650,2495343,2543767,-0.05
2018093005,809,2495343,2543683,-0.147
2018123006,3463,2495343,2552424,-0.147
2018111106,226,2495343,2557863,-0.196
2018111106,1321,2495343,2495453,-0.31
2018092305,550,2495493,2346,0.185
2018092305,2956,2495493,2539964,-0.366
2018112508,2401,2495504,2532790,0.842
2018112508,1268,2495504,2540154,0.325
2018101800,3319,2495504,497322,0.306
2018121600,1572,2495504,2495454,0.28
2018101405,224,2495504,2495438,0.19
2018092311,621,2495504,2550284,0.181
2018123015,3653,2495504,2558856,0.156
2018111807,4052,2495504,2560961,0.123
2018092311,1004,2495504,2550617,0.107
2018111105,1731,2495504,2556214,0.103
2018092311,980,2495504,2560810,0.016
2018101405,1406,2495504,2552608,-0.041
2018120911,1670,2495504,497149,-0.056
2018093008,169,2495504,2530747,-0.256
2018091609,99,2495504,2552475,-0.288
2018092311,1361,2495504,2550617,-0.319
2018102809,1368,2495504,2539964,-0.509
2018100710,2524,2495504,2346,-1.084
2018093008,3443,2495504,2552430,-1.286
2018111200,3793,2495507,2560968,0.248
2018120910,4224,2495507,2553667,0.245
2018111200,2880,2495507,2543496,0.159
2018110100,311,2495507,1032,0.087
2018120910,1232,2495507,2558985,0.087
2018120910,2965,2495507,2558985,-0.035
2018091610,60,2495507,2558052,-0.071
2018101500,3062,2495507,2560814,-0.09
2018102809,3892,2495507,2560781,-0.458
2018120910,3171,2495507,2558985,-1.51
2018121611,104,2495613,2558194,1.081
2018123012,2789,2495613,2552415,0.871
2018120300,2485,2495613,2540160,0.365
2018111111,194,2495613,2560735,0.338
2018093007,2511,2495613,2495469,0.193
2018111111,1930,2495613,2550353,0.153
2018120912,1383,2495613,2552487,0.047
2018093007,1104,2495613,2557848,-0.018
2018122310,596,2495613,2540165,-0.15
2018120912,4567,2495613,2560866,-0.168
2018111111,3041,2495613,2555224,-0.468
2018122310,4312,2495613,2560951,-0.929
2018093007,4186,2495613,2557870,-1.063
2018091001,2737,2495617,2557898,0.412
2018091001,2897,2495617,2543498,0.022
2018093009,1770,2495617,2543488,-0.051
2018120200,669,2495775,2495454,1.193
2018120905,3107,2495775,2556214,0.984
2018120905,1555,2495775,2556214,0.183
2018121601,662,2495775,2553895,0.157
2018093012,2579,2495775,2557960,0.135
2018120905,3845,2495775,2540258,0.131
2018122201,3817,2495775,2540154,0.057
2018111801,3647,2495775,2555466,0.029
2018112500,81,2495775,2550597,-0.034
2018100703,2430,2495775,2543488,-0.069
2018110400,1678,2495775,2508061,-0.076
2018120905,51,2495775,2541187,-0.085
2018091300,181,2495775,2495450,-0.125
2018110400,756,2495775,2558149,-0.207
2018090900,600,2495775,2495189,-0.344
2018110400,3392,2495775,2558149,-1.093
2018112500,2795,2495775,2550597,-1.564
2018120911,412,2495807,2543646,0.346
2018121600,2956,2495807,2559924,0.136
2018101405,765,2495807,2552608,0.099
2018100710,1975,2495807,2558202,0.076
2018090909,1494,2495807,2507164,0.039
2018120203,4228,2495807,2559270,0.034
2018111105,974,2495807,2555478,0.033
2018102809,1256,2495807,2558266,0.008
2018092311,597,2495807,2550284,-0.02
2018102809,2123,2495807,2558914,-0.02
2018123015,4104,2495807,2552430,-0.027
2018120203,1806,2495807,497236,-0.03
2018120203,1567,2495807,2543495,-0.088
2018101405,2162,2495807,2541785,-0.108
2018121600,3278,2495807,2533040,-0.113
2018122311,2018,2495807,2540169,-0.128
2018092311,1310,2495807,2550617,-0.136
2018091609,1601,2495807,2557898,-0.139
2018112508,3416,2495807,2495288,-0.177
2018122311,2421,2495807,2560777,-0.279
2018093008,1165,2495807,2530747,-0.356
2018122311,1030,2495807,2557889,-0.609
2018111807,841,2495807,71265,-0.972
2018092303,2642,2495872,2543496,1.032
2018120204,1565,2495872,2560988,0.747
2018101403,1235,2495872,2557863,0.709
2018092303,921,2495872,2543496,0.679
2018101403,2623,2495872,2557863,0.37
2018100712,2722,2495872,2534436,0.34
2018102104,1018,2495872,2561018,0.27
2018121500,1240,2495872,2561137,0.237
2018102104,2219,2495872,2543614,0.207
2018090905,1047,2495872,2539265,0.181
2018091607,3075,2495872,2532903,0.176
2018122310,4530,2495872,2533039,0.167
2018111806,3852,2495872,2540160,0.137
2018122310,2778,2495872,2543500,0.135
2018093004,126,2495872,2532865,0.129
2018090905,406,2495872,2540145,0.115
2018121500,3488,2495872,2556462,0.108
2018121500,3964,2495872,497320,0.095
2018122310,2673,2495872,2506467,0.079
2018093004,4360,2495872,2558877,0.078
2018111806,1634,2495872,2540160,0.071
2018100712,2399,2495872,2534436,0.064
2018090905,451,2495872,2508101,0.062
2018120904,1452,2495872,2532865,-0.03
2018102104,3839,2495872,2543614,-0.075
2018092303,2111,2495872,2543496,-0.099
2018102104,2651,2495872,2557895,-0.125
2018093004,3664,2495872,2543759,-0.145
2018120904,522,2495872,2550405,-0.241
2018100712,2156,2495872,2550353,-0.244
2018121500,579,2495872,2556462,-0.358
2018102104,1084,2495872,2561018,-0.546
2018102801,4022,2499257,2560747,-0.056
2018092302,2627,2499257,2555466,-1.546
2018111200,3765,2499278,2557858,0.175
2018102809,3870,2499278,2560711,0.149
2018110100,2417,2499278,2532899,0.013
2018111200,4047,2499278,2560968,-0.176
2018093010,3554,2499278,2552469,-0.287
2018111200,3741,2499278,2557858,-0.666
2018122201,1183,2505660,2560756,0.175
2018111801,469,2505660,2557976,0.155
2018120905,145,2505660,2540258,-0.151
2018100701,3356,2505708,2555295,2.312
2018112502,3507,2505708,2530747,0.211
2018090910,1536,2505708,2553454,0.198
2018102108,2355,2505708,2560995,0.197
2018110800,1578,2505708,2557960,0.117
2018090910,2753,2505708,2555224,0.015
2018120209,3093,2505708,2553895,-0.021
2018110402,3097,2505708,2558105,-0.039
2018090910,3502,2505708,2535698,-0.061
2018091600,2207,2505708,2560854,-0.094
2018092302,749,2505708,2495450,-0.828
2018121700,294,2505708,2561224,-0.921
2018100700,516,2506268,2557848,0.35
2018123001,3064,2506268,2560967,0.24
2018121602,3058,2506268,2553631,0.124
2018121602,3593,2506268,2558052,0.053
2018090900,2646,2506268,2555430,-0.025
2018091611,953,2506345,2543572,0.079
2018091611,1207,2506345,2552487,0.029
2018091611,1422,2506345,1032,-0.092
2018100100,3439,2506345,2552652,-0.165
2018110407,3541,2506345,2540165,-0.343
2018100100,2541,2506345,2543638,-0.394
2018102108,3723,2506352,2540158,1.03
2018123007,1028,2506352,2495466,0.391
2018102801,2925,2506352,2552402,0.13
2018121700,3145,2506352,2495466,0.127
2018121700,1823,2506352,2558019,0.091
2018112502,2737,2506352,497224,0.088
2018111803,2365,2506352,2540020,0.072
2018120902,3101,2506352,2561021,0.044
2018112502,3125,2506352,2558865,0.036
2018121700,893,2506352,2506122,-0.329
2018120209,280,2506352,2553895,-0.627
2018101408,1302,2506352,2543491,-0.982
2018093009,2261,2506353,2552461,0.365
2018092306,1787,2506353,2560994,0.335
2018091001,3361,2506353,2540169,0.086
2018111500,3594,2506789,2552430,0.342
2018093003,2334,2506789,2495453,0.261
2018111500,1167,2506789,2530747,0.246
2018093003,3300,2506789,2557863,0.202
2018093003,1781,2506789,2495453,0.158
2018090912,795,2506789,2550617,0.151
2018120203,381,2506789,2559248,0.088
2018120903,4447,2506789,2495454,0.087
2018110410,3905,2506789,2537931,0.067
2018091602,3517,2506789,2555214,0.039
2018121603,561,2506789,2550284,0.037
2018091602,1509,2506789,2552608,0.017
2018101500,2353,2506789,2539964,-0.093
2018101500,2377,2506789,2346,-0.118
2018112510,1160,2506789,2552608,-0.684
2018122309,1200,2506789,2556462,-0.72
2018102109,3541,2506861,2543488,0.646
2018101400,2408,2506861,2495454,0.328
2018110402,2847,2506861,2558066,0.303
2018093001,825,2506861,2550617,0.095
2018120907,1731,2506861,2506122,0.019
2018092400,1188,2506861,2508061,0.013
2018101400,301,2506861,2555415,-0.098
2018092400,4286,2506861,2558149,-1.261
2018120210,3356,2507167,2540258,0.658
2018120210,1289,2507167,2540258,0.185
2018093009,1346,2507167,2540928,0.161
2018093009,4920,2507167,2560988,0.115
2018100708,2252,2507167,2558846,-0.024
2018091001,2945,2507167,2557898,-0.038
2018091001,556,2507167,2557898,-0.098
2018120210,2143,2507167,2540258,-0.177
2018093009,2858,2507167,2560988,-0.38
2018100708,466,2507167,2540154,-0.63
2018092307,3152,2507644,2556803,0.111
2018090900,2223,2507817,2550256,0.102
2018120900,4182,2507817,2557934,0.1
2018092307,4122,2507817,2541785,0.089
2018092307,4146,2507817,2541785,0.081
2018090900,2353,2507817,2560957,0.051
2018091601,1538,2507817,2552469,0.041
2018091601,3639,2507817,2559169,-0.004
2018111106,1880,2507817,2555477,-0.116
2018092307,344,2507817,2541161,-0.213
2018092307,1302,2507817,2495438,-0.287
2018120900,1329,2507817,2556462,-0.705
2018101401,2257,2507843,2552633,-0.141
2018121604,3766,2507843,2550400,-0.297
2018091611,1579,2507917,2543572,0.442
2018101800,2624,2507917,2558208,0.098
2018112509,1406,2507917,2558149,0.078
2018091611,3431,2507917,2550597,-0.103
2018112509,1492,2507917,2508061,-0.281
2018121501,405,2507917,2552461,-0.298
2018112509,2197,2507917,2558149,-1.689
2018093012,4319,2508004,2558149,1.201
2018120905,1971,2508004,2550512,0.391
2018091300,4436,2508004,2558010,0.169
2018100703,3105,2508004,2557986,0.078
2018123000,3813,2508004,2557986,0.034
2018110400,2363,2508004,2557960,-0.881
2018120212,2899,2508007,2537931,-0.326
2018091700,1389,2508080,2543509,2.931
2018092312,1520,2508080,2535698,0.104
2018091700,2443,2508080,2550284,0.076
2018093008,3587,2508080,2558208,-1.581
2018091603,2726,2508084,2557986,0.022
2018121601,1741,2508107,2543468,0.389
2018102101,2758,2508107,2560878,0.242
2018112500,1165,2508107,2560961,0.218
2018102101,368,2508107,2556370,-0.029
2018120905,2066,2508107,2555478,-0.041
2018111801,115,2508107,2560890,-0.077
2018102801,1216,2508107,2560813,-0.4
2018120200,3373,2508107,2560854,-1.124
2018100709,2481,2525323,2552600,0.033
2018092700,3239,2525323,2540169,-0.011
2018100709,2724,2525323,2540158,-0.338
2018102809,3387,2530491,2558202,1.858
2018111807,1377,2530491,2532899,0.594
2018101405,2322,2530491,2541161,0.207
2018101800,1918,2530491,2553667,0.141
2018111807,2295,2530491,2556885,0.115
2018101405,1953,2530491,2495438,0.114
2018090909,1126,2530491,2540160,0.076
2018090909,1583,2530491,2552415,0.076
2018100710,3360,2530491,2533457,0.055
2018101405,1929,2530491,2552608,0.014
2018100710,3508,2530491,2558266,0.011
2018102809,4235,2530491,2558914,-0.001
2018111807,2872,2530491,2495347,-0.223
2018112508,744,2530491,2540154,-0.362
2018102809,2467,2530491,2558266,-0.487
2018092311,1281,2530491,2550284,-0.677
2018100706,2964,2530510,2543828,0.027
2018101800,2509,2530510,2552656,0.024
2018112509,4102,2530510,2557960,-0.027
2018101409,2274,2530510,2557889,-0.647
2018111808,1710,2530510,2540154,-1.736
2018100705,2003,2530794,2561018,0.205
2018100100,4135,2530794,2552399,0.123
2018120210,1697,2530794,71265,0.073
2018110403,2919,2530794,2557986,0.043
2018111900,538,2530794,2555364,0.04
2018091605,770,2530794,2508061,-0.029
2018100705,3931,2530794,2557895,-0.039
2018121300,1598,2530794,2553913,-0.062
2018121300,2435,2530794,2495288,-0.07
2018111900,618,2530794,2558194,-0.124
2018120905,3270,2530794,2550256,-0.125
2018102805,313,2530794,497322,-0.42
2018110403,3794,2530794,2557986,-0.525
2018102805,1969,2530794,2558985,-0.641
2018120210,1623,2530794,71265,-0.645
2018101412,3154,2530794,2543773,-0.968
2018120907,2036,2532431,2550656,-0.182
2018121611,268,2532789,2560949,0.32
2018120202,335,2532789,2540203,0.215
2018122311,389,2532789,2558208,0.213
2018100711,2396,2532789,2555289,0.2
2018120202,2671,2532789,2540020,0.129
2018111900,4886,2532789,2541187,0.096
2018110409,1254,2532789,2556370,0.084
2018110409,226,2532789,2556370,0.082
2018110409,3848,2532789,2541834,-0.094
2018102810,3735,2532789,2552429,-0.11
2018120901,3291,2532789,2550284,-0.203
2018110409,1710,2532789,2556370,-0.215
2018102111,1045,2532789,2558266,-0.976
2018122310,1037,2532800,2543600,0.933
2018101100,3791,2532800,2560968,0.637
2018092308,3130,2532800,2560933,0.358
2018120912,696,2532800,2555224,0.251
2018111111,709,2532800,2553454,0.22
2018102800,2682,2532800,2561018,0.203
2018101100,1536,2532800,2560968,0.196
2018102800,1790,2532800,2559153,0.187
2018122310,3702,2532800,2543600,0.167
2018111809,753,2532800,2558928,0.099
2018092308,4248,2532800,2560742,0.079
2018121611,3981,2532800,2552475,0.074
