"qualifying","position","displayName","nflId_def","targets","completions","interceptions","completion_perc","interception_perc","e_comp_perc","e_int_perc","completions_saved","completions_saved_per_target","interceptions_created","interceptions_created_per_target","expected_epa","actual_epa","epa_pass_arrived_avg","epa_result_avg","eps_saved_ball_skills","eps_saved_ball_skills_per_target","eps_int_returns","ball_hawk_ints","ball_hawk_ints_eps","ball_hawk_eps_int_returns","ball_hawk_pbus","ball_hawk_pbus_eps","ball_skills_penalties","avg_ball_skills_penalties_eps","ball_skills_penalties_eps","PB","routes","e_ball_hawk_eps","eps_saved_ball_skills_per_target_w_penalties","eps_saved_ball_skills_w_penalties","hands_on_ball_plays","hands_on_ball_rate","eps_ball_hawk"
1,"CB","Taron Johnson",2560766,13,9,1,0.692307692307692,0.0769230769230769,0.707651139230769,0.0306491354730769,0.19946481,0.0153434469230769,0.60156123885,0.04627394145,5.34508309046986,-0.351404248943602,0.411160237728451,-0.0270310960725848,5.69648733941346,0.438191333801036,-0.387171039127481,0,0,0,0,0,0,0,0,2,122,0.392570928833521,0.438191333801036,6.14807364335245,3,0.230769230769231,-0.392570928833521
1,"CB","Chris Harris",2530510,36,26,1,0.722222222222222,0.0277777777777778,0.746436356111111,0.0337921674422222,0.871708819999998,0.0242141338888888,-0.21651802792,-0.00601438966444444,21.917779698917,17.4308557815598,0.608827213858806,0.484190438376662,4.4869239173572,0.124636775482145,-0.00510736815976021,0,0,0,0,0,0,0,0,4,234,0.752963912680688,0.124636775482145,5.73747060518824,5,0.138888888888889,-0.752963912680688
1,"CB","Steven Nelson",2552265,51,33,1,0.647058823529412,0.0196078431372549,0.677146312235294,0.028958878154902,1.534461924,0.0300874887058823,-0.4769027859,-0.00935103501764706,33.8301831294593,27.5873928311278,0.663336924107046,0.540929271198585,6.2427902983315,0.122407652908461,0.0450357237522903,2,9.7592822766932,0.117996301459726,1,0.799906607164921,2,-1.20001547051768,-2.40003094103536,7,418,1.34503810042961,0.0725048935338895,5.68384198104739,8,0.150943396226415,9.21415078342852
1,"OLB","Lavonte David",2532828,16,11,0,0.6875,0,0.81077863125,0.00648066391375,1.9724581,0.12327863125,-0.10369062262,-0.00648066391375,5.64140808569869,1.30866851705493,0.352588005356168,0.081791782315933,4.33273956864377,0.270796223040235,0,0,0,0,0,0,0,0,0,0,102,0.328215038860813,0.270796223040235,4.88853809656867,0,0,-0.328215038860813
1,"CB","Kareem Jackson",496735,30,20,1,0.666666666666667,0.0333333333333333,0.716454107333333,0.0321227883603333,1.49362322,0.0497874406666667,0.03631634919,0.001210544973,16.5562620664265,10.549442680794,0.551875402214218,0.351648089359799,6.00681938563258,0.200227312854419,0.258397098173735,0,0,0,1,-0.0193125233687699,1,-2.3421136356175,-2.3421136356175,8,207,0.666083461217532,0.118216314516616,4.74156539786959,9,0.290322580645161,-0.685395984586302
1,"CB","Jalen Ramsey",2555280,42,28,2,0.666666666666667,0.0476190476190476,0.653474137619048,0.0394701964504762,-0.554086219999999,-0.013192529047619,0.34225174908,0.00814885116857143,15.9515937836608,12.74282692391,0.379799851991923,0.303400641045476,3.20876685975077,0.0763992109464469,1.65490126142173,0,0,0,0,0,0,0,0,8,355,1.14231704701557,0.0763992109464469,4.66773799555365,10,0.238095238095238,-1.14231704701557
1,"CB","Pierre Desir",2543811,31,22,1,0.709677419354839,0.032258064516129,0.745233763225806,0.0416983260522581,1.10224666,0.0355563438709677,-0.29264810762,-0.00944026153612903,15.9988539747584,11.5360073440064,0.516092063701884,0.372129269161495,4.46284663075205,0.143962794540389,0.0487268227304378,0,0,0,0,0,1,-1.00872964440088,-1.00872964440088,4,333,1.07152556804559,0.107941155823474,4.56571404220098,5,0.15625,-1.07152556804559
1,"CB","Isaiah Oliver",2560830,14,7,0,0.5,0,0.596932397142857,0.027655342425,1.35705356,0.0969323971428572,-0.38717479395,-0.027655342425,12.9391193249426,9.15123143919344,0.924222808924471,0.653659388513817,3.78788788574915,0.270563420410653,0,0,0,0,0,0,0,0,0,6,109,0.350739600351261,0.270563420410653,4.27421159768344,6,0.428571428571429,-0.350739600351261
1,"CB","Logan Ryan",2540162,18,10,0,0.555555555555556,0,0.643247075,0.0593851761261111,1.57844735,0.0876915194444444,-1.06893317027,-0.0593851761261111,8.47808404126659,4.99046156076617,0.471004668959255,0.277247864487009,3.48762248050043,0.193756804472246,0,0,0,0,0,0,0,0,0,5,211,0.678954639212074,0.193756804472246,4.11289582441595,5,0.277777777777778,-0.678954639212074
1,"DB","J.C. Jackson",2560754,19,15,2,0.789473684210526,0.105263157894737,0.697942430526316,0.0365834914552632,-1.73909382,-0.0915312536842106,1.30491366235,0.0686796664394737,11.5452344831082,8.21265777140487,0.607643920163591,0.432245145863414,3.33257671170335,0.175398774300176,-0.898398975230021,0,0,0,0,0,0,0,0,1,167,0.537371681272115,0.175398774300176,3.99258746361418,3,0.157894736842105,-0.537371681272115
1,"CB","Darius Slay",2540288,37,21,0,0.567567567567568,0,0.61018340972973,0.0500814133659459,1.57678616,0.0426158421621622,-1.85301229454,-0.0500814133659459,20.5396137559043,16.6057472657094,0.555124696105521,0.448803980154308,3.93386649019488,0.106320715951213,0,0,0,0,0,0,1,-1.34784993247548,-1.34784993247548,11,289,0.929942610105636,0.0680530673084054,3.90603806154106,11,0.289473684210526,-0.929942610105636
1,"CB","M.J. Stewart",2560884,24,20,0,0.833333333333333,0,0.773033508333333,0.0130311564016667,-1.4471958,-0.060299825,-0.31274775364,-0.0130311564016667,17.5301175011061,14.67067237997,0.730421562546088,0.611278015832084,2.85944512113609,0.119143546714004,0,0,0,0,0,0,0,0,0,2,100,0.321779449863542,0.119143546714004,3.69314291302345,2,0.0833333333333333,-0.321779449863542
1,"CB","Denzel Ward",2560916,32,16,0,0.5,0,0.6182476453125,0.0324447012146875,3.78392465,0.1182476453125,-1.03823043887,-0.0324447012146875,19.7547122075005,17.2184391193704,0.617334756484392,0.538076222480324,2.53627308813018,0.079258534004068,0,0,0,0,0,0,0,0,0,6,268,0.862368925634292,0.079258534004068,3.64787014397999,6,0.1875,-0.862368925634292
1,"CB","Coty Sensabaugh",2532946,23,14,0,0.608695652173913,0,0.67710001,0.0588696817413044,1.57330023,0.0684043578260869,-1.35400268005,-0.0588696817413044,11.7032582666874,8.95160923481456,0.508837315942931,0.389200401513677,2.75164903187285,0.119636914429254,0,0,0,0,0,0,0,0,0,3,282,0.907418048615188,0.119636914429254,3.5506094157649,3,0.130434782608696,-0.907418048615188
1,"SS","Patrick Chung",71251,24,14,0,0.583333333333333,0,0.6390707225,0.0276320887204167,1.33769734,0.0557373891666667,-0.66317012929,-0.0276320887204167,17.7150589043651,15.0024569740616,0.738127454348548,0.625102373919232,2.71260193030357,0.113025080429316,0,0,0,0,1,0.000823892386247027,0,0,0,2,204,0.656430077721626,0.113025080429316,3.54629972219093,2,0.0833333333333333,-0.655606185335379
1,"CB","Bene' Benwikere",2543855,20,13,1,0.65,0.05,0.737967005,0.041678674406,1.7593401,0.0879670050000001,0.16642651188,0.008321325594,9.62014928105632,5.73837318597234,0.481007464052816,0.286918659298617,3.88177609508397,0.194088804754199,-0.376084592834474,0,0,0,1,0.799595115970468,1,-1.08625165276063,-1.08625165276063,2,157,0.505193736285761,0.133120211539207,3.52501001022479,3,0.142857142857143,0.294401379684707
1,"CB","Mackensie Alexander",2555177,16,10,0,0.625,0,0.720028606875,0.03056295352875,1.52045771,0.095028606875,-0.48900725646,-0.03056295352875,9.55275422086255,5.69798509408167,0.59704713880391,0.356124068380105,3.85476912678088,0.240923070423805,0,0,0,0,2,3.46725028092487,2,-0.484329526584377,-0.968659053168754,8,163,0.524500503277573,0.160339448534007,3.51138341752764,8,0.444444444444444,2.94274977764729
1,"CB","Patrick Peterson",2495504,17,11,2,0.647058823529412,0.117647058823529,0.724899207647059,0.0256942117064706,1.32328653,0.0778403841176471,1.56319840099,0.0919528471170588,15.8660356138064,13.1888578618866,0.933296212576847,0.77581516834627,2.6771777519198,0.157481044230576,-0.003672463560074,0,0,0,0,0,0,0,0,1,291,0.936378199102907,0.157481044230576,3.26771368784001,3,0.176470588235294,-0.936378199102907
1,"CB","Kendall Fuller",2555349,43,29,2,0.674418604651163,0.0465116279069767,0.680303048139535,0.037187091447907,0.253031069999999,0.00588444348837206,0.40095506774,0.00932453645906977,21.4201502175651,16.8635343050523,0.498143028315467,0.392175216396565,4.5566159125128,0.105967811918902,2.43029104890279,0,0,0,0,0,2,-1.77420890146834,-3.54841780293667,6,299,0.962120555091991,0.0224044024350251,2.57138146936493,8,0.177777777777778,-0.962120555091991
1,"CB","Tramon Williams",2506789,12,8,0,0.666666666666667,0,0.68385757,0.0250313067833333,0.206290839999999,0.0171909033333333,-0.3003756814,-0.0250313067833333,5.12864770318796,3.07557766312617,0.427387308598997,0.256298138593848,2.05307004006179,0.171089170005149,0,0,0,0,0,0,0,0,0,1,173,0.556678448263928,0.171089170005149,2.46991893600547,1,0.0833333333333333,-0.556678448263928
1,"CB","Desmond Trufant",2539334,45,34,0,0.755555555555556,0,0.735452396666667,0.0200151422593333,-0.904642150000001,-0.0201031588888889,-0.90068140167,-0.0200151422593333,19.8136080176871,18.3638954084446,0.440302400393047,0.408086564632102,1.4497126092425,0.0322158357609445,0,0,0,0,0,0,1,-1.00942258336058,-1.00942258336058,10,366,1.17771278650056,0.00957152230178103,2.03821079366603,10,0.217391304347826,-1.17771278650056
1,"CB","Desmond King",2557927,13,9,1,0.692307692307692,0.0769230769230769,0.689278994769231,0.0777453570846154,-0.0393730679999997,-0.00302869753846152,-0.0106896421,-0.000822280161538462,7.8184292632564,6.28630776552253,0.601417635635108,0.483562135809425,1.53212149773387,0.117855499825682,1.4049924066934,0,0,0,0,0,0,0,0,1,166,0.53415388677348,0.117855499825682,1.98370780167286,2,0.153846153846154,-0.53415388677348
1,"CB","Avonte Maddox",2560795,10,8,1,0.8,0.1,0.67816851,0.02730412075,-1.2183149,-0.12183149,0.7269587925,0.07269587925,5.80640044862014,4.51867917634907,0.580640044862014,0.451867917634907,1.28772127227108,0.128772127227108,-0.296656604645192,0,0,0,1,2.81954803090304,0,0,0,1,110,0.353957394849896,0.128772127227108,1.63509535222414,2,0.2,2.46559063605314
1,"CB","Morris Claiborne",2533059,38,25,1,0.657894736842105,0.0263157894736842,0.670534934736842,0.0472555122757895,0.480327519999999,0.0126401978947368,-0.79570946648,-0.0209397228021053,24.6689779484136,24.7205960375119,0.649183630221409,0.650542000987156,-0.051618089098362,-0.00135837076574637,-0.0410046306412974,0,0,0,0,0,1,0.313976431976001,0.313976431976001,6,372,1.19701955349238,0.00672713699686254,1.6171172546946,7,0.179487179487179,-1.19701955349238
1,"CB","Byron Jones",2552568,42,26,0,0.619047619047619,0,0.669592407857143,0.0411072225335714,2.12288113,0.0505447888095238,-1.72650334641,-0.0411072225335714,19.3512655896623,16.5865975289659,0.460744418801483,0.394918988784904,2.76466806069634,0.0658254300165796,0,0,0,0,0,0,3,-0.92500918588074,-2.77502755764222,10,414,1.33216692243506,-0.000230211043241664,1.55282386284292,10,0.222222222222222,-1.33216692243506
1,"CB","Bryce Callahan",2553500,20,15,1,0.75,0.05,0.7036192525,0.023487358539,-0.927614950000001,-0.0463807475,0.53025282922,0.026512641461,5.65712266243412,4.89947707376273,0.282856133121706,0.244973853688136,0.757645588671399,0.0378822794335699,0.32215630329619,1,2.82815490309601,0.344755356333535,0,0,0,0,0,3,255,0.820537597152032,0.0378822794335699,1.45239374857753,4,0.2,2.00761730594398
1,"CB","Ryan Smith",2555552,12,9,0,0.75,0,0.703614831666667,0.0322521939,-0.556622020000001,-0.0463851683333334,-0.3870263268,-0.0322521939,7.6759674676639,5.53678438719672,0.639663955638659,0.46139869893306,2.13918308046719,0.178265256705599,1.55610595516776,1,2.93601024206416,1.55610595516776,0,0,1,-1.1435880321266,-1.1435880321266,2,139,0.447273435310323,0.0765842344877378,1.44718135227958,2,0.153846153846154,2.48873680675384
1,"CB","Mike Hilton",2556559,19,13,0,0.684210526315789,0,0.73161570368421,0.0193843937721053,0.900698370000001,0.0474051773684211,-0.36830348167,-0.0193843937721053,3.9384405568926,3.15625707966757,0.207286345099611,0.166118793666714,0.782183477225037,0.0411675514328967,0,0,0,0,1,0.485120872647002,0,0,0,5,167,0.537371681272115,0.0411675514328967,1.44219422913586,5,0.263157894736842,-0.0522508086251131
1,"CB","Johnathan Joseph",2495872,26,16,0,0.615384615384615,0,0.671379347692308,0.0387812973288462,1.45586304,0.0559947323076923,-1.00831373055,-0.0387812973288462,13.6586606510817,12.6328886985216,0.525333101964681,0.485880334558523,1.0257719525601,0.0394527674061579,0,0,0,0,1,1.08529468804076,1,-0.604615233460826,-0.604615233460826,7,247,0.794795241162949,0.015598397003677,1.35906673497256,7,0.259259259259259,0.290499446877811
1,"CB","Briean Boddy-Calhoun",2556475,17,14,0,0.823529411764706,0,0.761475909411765,0.0148062055123529,-1.05490954,-0.0620535023529412,-0.25170549371,-0.0148062055123529,8.84659502282839,8.31259313792023,0.520387942519317,0.488976066936484,0.534001884908163,0.0314118755828331,0,0,0,0,0,0,0,0,0,1,149,0.479451380296678,0.0314118755828331,1.12453782082838,1,0.0588235294117647,-0.479451380296678
1,"CB","Jason McCourty",89756,35,23,1,0.657142857142857,0.0285714285714286,0.647463505714286,0.0331528529448571,-0.3387773,-0.00967935142857144,-0.16034985307,-0.00458142437342857,14.8599655011735,14.9798961499389,0.424570442890672,0.427997032855398,-0.119930648765392,-0.00342658996472548,-0.000577284104474884,0,0,0,0,0,0,0,0,6,302,0.971773938587897,-0.00342658996472548,1.09587863107034,7,0.2,-0.971773938587897
1,"CB","Sam Shields",1037374,14,10,1,0.714285714285714,0.0714285714285714,0.743450402142857,0.0356454790042857,0.408305630000001,0.0291646878571429,0.50096329394,0.0357830924242857,10.887760879897,9.6179111037015,0.77769720570693,0.686993650264393,1.26984977619552,0.0907035554425372,0.674723136191742,0,0,0,0,0,1,-0.751560732764356,-0.751560732764356,2,148,0.476233585798042,0.034552602895411,1.03935016336076,3,0.2,-0.476233585798042
1,"CB","Quincy Wilson",2557961,5,3,1,0.6,0.2,0.704785812,0.05338540308,0.52392906,0.104785812,0.7330729846,0.14661459692,2.66327306758133,0.144464427023901,0.532654613516266,0.0288928854047802,2.51880864055743,0.503761728111485,-0.114710768060479,0,0,0,0,0,1,-1.76807542791371,-1.76807542791371,0,153,0.492322558291219,0.125122202107287,0.959157660615561,1,0.166666666666667,-0.492322558291219
1,"CB","Gareon Conley",2558062,24,13,1,0.541666666666667,0.0416666666666667,0.612164345833333,0.0440919019666667,1.6919443,0.0704976791666666,-0.0582056472000001,-0.0024252353,8.92084483093952,5.5548918068463,0.371701867955813,0.231453825285263,3.36595302409321,0.14024804267055,-0.00186785270154255,0,0,0,1,0.998078078901497,1,-3.51504346680357,-3.51504346680357,10,222,0.714350378697063,-0.00596361770841415,0.719344757172311,11,0.44,0.283727700204434
1,"CB","Stephon Gilmore",2533062,42,27,0,0.642857142857143,0,0.651134627380952,0.0393052743169048,0.347654349999999,0.0082774845238095,-1.65082152131,-0.0393052743169048,14.1480977835934,14.9824480007756,0.336859471037938,0.356724952399419,-0.834350217182207,-0.0198654813614811,-0.0116291571348337,1,3.05653878657539,-0.0116291571348337,2,0.562729597670032,0,0,0,10,412,1.32573133343779,-0.0198654813614811,0.624620918620671,10,0.238095238095238,2.29353705080763
1,"CB","Eli Apple",2555277,42,27,0,0.642857142857143,0,0.659185215952381,0.0417553136497619,0.685779069999999,0.0163280730952381,-1.75372317329,-0.0417553136497619,23.0059664837704,18.1449983184448,0.547761106756439,0.43202376948678,4.86096816532565,0.115737337269658,2.46936084067229,1,1.3648058902748,2.46936084067229,0,0,5,-1.28306951489927,-6.41534757449637,9,319,1.0264764450647,-0.0330719023227812,0.0782787666086939,9,0.191489361702128,0.338329445210103
1,"CB","Levi Wallace",2560914,8,6,0,0.75,0,0.66974110375,0.0633829002575,-0.64207117,-0.08025889625,-0.50706320206,-0.0633829002575,4.73558571809175,5.01803746046193,0.591948214761469,0.627254682557742,-0.282451742370185,-0.0353064677962731,0,0,0,0,1,0.741231138447601,0,0,0,3,124,0.399006517830792,-0.0353064677962731,-0.00455247840773199,3,0.375,0.342224620616809
1,"SS","Jeff Heath",2541832,14,11,0,0.785714285714286,0,0.761923266428571,0.0140547503542857,-0.333074270000001,-0.0237910192857143,-0.19676650496,-0.0140547503542857,2.14206701900199,2.64060081394166,0.153004787071571,0.188614343852976,-0.498533794939674,-0.0356095567814053,0,0,0,0,0,0,0,0,0,1,107,0.34430401135399,-0.0356095567814053,-0.0122100830053816,1,0.0714285714285714,-0.34430401135399
1,"CB","D.J. Hayden",2539237,11,7,0,0.636363636363636,0,0.770912100545455,0.0323121438118182,1.480033106,0.134548464181818,-0.35543358193,-0.0323121438118182,3.03288378068716,3.57813833885486,0.275716707335196,0.32528530353226,-0.545254558167701,-0.0495685961970638,0,0,0,0,0,0,0,0,0,1,116,0.373264161841709,-0.0495685961970638,-0.163143070219329,1,0.0909090909090909,-0.373264161841709
1,"CB","Daryl Worley",2555394,18,12,0,0.666666666666667,0,0.600812874888889,0.0766301588538889,-1.185368252,-0.0658537917777778,-1.37934285937,-0.0766301588538889,13.8536583059959,14.6524206135366,0.769647683666437,0.814023367418698,-0.798762307540692,-0.0443756837522606,0,0,0,0,0,0,0,0,0,4,138,0.444055640811688,-0.0443756837522606,-0.173488963625173,4,0.222222222222222,-0.444055640811688
1,"CB","Carlton Davis",2561039,24,17,0,0.708333333333333,0,0.709983452083333,0.02653507540875,0.0396028500000014,0.00165011875000006,-0.63684180981,-0.02653507540875,10.9661726300732,10.1555333222786,0.456923859586385,0.423147221761609,0.81063930779464,0.0337766378247767,0,0,0,0,1,-0.01779358099169,3,-0.647862501822954,-1.94358750546886,4,243,0.781924063168407,-0.0419610443583046,-0.195038181800945,4,0.148148148148148,-0.799717644160097
1,"CB","Tramaine Brock",2507917,19,12,0,0.631578947368421,0,0.640598977368421,0.0283633134327368,0.17138057,0.00902003000000001,-0.538902955222,-0.0283633134327368,6.66931463010453,7.81907303387376,0.351016559479186,0.411530159677566,-1.14975840376923,-0.0605136001983805,0,0,0,0,0,0,0,0,0,5,141,0.453709024307594,-0.0605136001983805,-0.489747651858403,5,0.263157894736842,-0.453709024307594
1,"CB","K'Waun Williams",2550654,15,11,0,0.733333333333333,0,0.708277756,0.039667515722,-0.37583366,-0.0250555773333333,-0.59501273583,-0.039667515722,11.6756685712931,11.3271169103795,0.778377904752873,0.755141127358636,0.348551660913548,0.0232367773942366,0,0,0,0,0,0,1,-1.45927528067769,-1.45927528067769,1,153,0.492322558291219,-0.0694202262352586,-0.554925091839232,1,0.0625,-0.492322558291219
1,"CB","Kenny Moore II",2558976,23,15,0,0.652173913043478,0,0.660537909130435,0.0413397872165217,0.19237191,0.00836399608695654,-0.95081510598,-0.0413397872165217,18.3783687548977,19.8401407489196,0.79905951108251,0.862614815170416,-1.46177199402182,-0.0635553040879052,0,0,0,0,0,0,0,0,0,4,200,0.643558899727084,-0.0635553040879052,-0.662811610129768,4,0.173913043478261,-0.643558899727084
1,"CB","William Jackson",2556367,42,25,0,0.595238095238095,0,0.621433265238095,0.0580565719135714,1.10019714,0.02619517,-2.43837602037,-0.0580565719135714,19.0489732008491,21.215323569604,0.453546980972597,0.505126751657238,-2.1663503687549,-0.0515797706846405,0,0,0,0,1,1.27700104772903,0,0,0,13,396,1.27424662145963,-0.0515797706846405,-0.707379232952024,13,0.30952380952381,0.00275442626939881
1,"CB","Janoris Jenkins",2532875,40,26,1,0.65,0.025,0.65199425925,0.03856102326,0.0797703699999985,0.00199425924999996,-0.5424409304,-0.01356102326,20.8040943007196,22.9774864137548,0.52010235751799,0.574437160343871,-2.17339211303524,-0.0543348028258811,-0.00593973617689958,0,0,0,2,1.28643550814012,0,0,0,11,329,1.05865439005105,-0.0543348028258811,-0.78389579322298,12,0.3,0.227781118089066
1,"CB","Jonathan Jones",2556571,23,17,1,0.739130434782609,0.0434782608695652,0.727291178695652,0.0303044715347826,-0.272302889999999,-0.0118392560869565,0.3029971547,0.0131737893347826,16.9109162922583,17.3225536894618,0.735257230098187,0.753154508237469,-0.411637397203474,-0.0178972781392815,-0.0115689428911541,0,0,0,0,0,2,-0.629603908083966,-1.25920781616793,1,152,0.489104763792584,-0.0668338085348563,-0.802410013488741,2,0.08,-0.489104763792584
1,"CB","Ahkello Witherspoon",2558157,28,16,0,0.571428571428571,0,0.623705157142857,0.0810833738446429,1.4637444,0.0522765857142857,-2.27033446765,-0.0810833738446429,17.6963572637804,17.5364380214961,0.63201275942073,0.626301357910574,0.159919242284378,0.00571140151015635,0,0,0,0,0,0,3,-0.683883044451781,-2.05164913335534,3,229,0.736874940187511,-0.0610235448732569,-0.814870243216459,3,0.0967741935483871,-0.736874940187511
1,"CB","Cre'von LeBlanc",2556587,19,14,0,0.736842105263158,0,0.711839630526316,0.0350051022836842,-0.47504702,-0.0250024747368421,-0.66509694339,-0.0350051022836842,11.375768856181,11.6894657544974,0.598724676641104,0.61523503971039,-0.313696898316435,-0.016510363069286,0,0,0,0,0,0,1,-1.24878889884865,-1.24878889884865,0,125,0.402224312329427,-0.078124289858254,-0.867737637258948,0,0,-0.402224312329427
1,"SS","Jamal Adams",2557979,8,3,0,0.375,0,0.51069824125,0.0673818239125,1.08558593,0.13569824125,-0.5390545913,-0.0673818239125,-0.48373517185634,0.83408958380823,-0.0604668964820425,0.104261197976029,-1.31782475566457,-0.164728094458071,1.22261301154354,1,1.59478965998902,1.22261301154354,0,0,0,0,0,2,100,0.321779449863542,-0.164728094458071,-1.03992549170212,2,0.25,1.27301021012548
1,"CB","Nate Hairston",2558108,11,10,0,0.909090909090909,0,0.895201839090909,0.00450704611327273,-0.15277977,-0.01388907,-0.049577507246,-0.00450704611327273,10.872653131218,12.5607683175008,0.988423011928907,1.14188802886371,-1.6881151862828,-0.1534650169348,0,0,0,0,1,0.017533698974518,0,0,0,1,131,0.42153107932124,-0.1534650169348,-1.30600369833442,1,0.0909090909090909,-0.403997380346722
